,entity,label,start,end
0,1型糖尿病,Disease,3479,3485
1,1型糖尿病,Disease,6024,6030
2,1型糖尿病,Disease,8040,8046
3,1型糖尿病,Disease,10627,10633
4,2型糖尿病,Disease,1983,1990
5,2型糖尿病,Disease,2117,2123
6,2型糖尿病,Disease,2137,2144
7,2型糖尿病,Disease,2229,2235
8,2型糖尿病,Disease,3401,3407
9,2型糖尿病,Disease,3881,3887
10,2型糖尿病,Disease,3925,3931
11,2型糖尿病,Disease,4584,4590
12,2型糖尿病,Disease,4947,4953
13,2型糖尿病,Disease,6364,6370
14,2型糖尿病,Disease,6395,6401
15,2型糖尿病,Disease,6464,6470
16,2型糖尿病,Disease,6546,6552
17,2型糖尿病,Disease,6727,6733
18,2型糖尿病,Disease,7268,7274
19,2型糖尿病,Disease,7499,7505
20,2型糖尿病,Disease,7644,7650
21,2型糖尿病,Disease,7856,7862
22,2型糖尿病,Disease,8162,8168
23,2型糖尿病,Disease,8216,8222
24,2型糖尿病,Disease,9352,9358
25,2型糖尿病,Disease,9976,9982
26,2型糖尿病,Disease,10024,10030
27,2型糖尿病,Disease,10284,10291
28,2型糖尿病,Disease,10546,10552
29,2型糖尿病,Disease,10638,10644
30,2型糖尿病,Disease,11045,11051
31,2型糖尿病,Disease,11098,11104
32,2型糖尿病,Disease,11273,11279
33,2型糖尿病,Disease,11331,11337
34,2型糖尿病,Disease,12338,12344
35,2型糖尿病,Disease,12590,12596
36,2型糖尿病,Disease,12769,12775
37,2型糖尿病,Disease,13300,13306
38,2型糖尿病,Disease,13449,13455
39,2型糖尿病,Disease,13658,13664
40,2型糖尿病,Disease,13991,13997
41,2型糖尿病,Disease,14461,14467
42,2型糖尿病,Disease,14631,14637
43,2型糖尿病,Disease,14703,14709
44,2型糖尿病,Disease,14743,14750
45,2型糖尿病,Disease,15152,15158
46,2型糖尿病,Disease,15216,15222
47,2型糖尿病,Disease,15348,15354
48,2型糖尿病,Disease,15432,15438
49,2型糖尿病,Disease,15503,15509
50,2型糖尿病,Disease,15640,15646
51,2型糖尿病,Disease,15684,15691
52,2型糖尿病,Disease,16245,16251
53,2型糖尿病,Disease,16518,16524
54,2型糖尿病,Disease,21205,21211
55,2型糖尿病,Disease,21357,21363
56,2型糖尿病,Disease,21408,21414
57,2型糖尿病,Disease,3487,3493
58,2型糖尿病,Disease,7423,7429
59,2型糖尿病,Disease,7589,7595
60,2型糖尿病,Disease,13628,13634
61,2型糖尿病,Disease,14511,14517
62,2型糖尿病,Disease,16568,16574
63,磺脲类药物,Drug,7304,7309
64,HBA1C,Test,7749,7754
65,HBA1C,Test,7795,7800
66,HBA1C,Test,7866,7871
67,HBA1C,Test,21278,21283
68,二甲双胍,Drug,2159,2163
69,二甲双胍,Drug,12623,12627
70,二甲双胍,Drug,12676,12680
71,二甲双胍,Drug,13613,13617
72,二甲双胍,Drug,13696,13700
73,二甲双胍,Drug,13759,13763
74,二甲双胍,Drug,13841,13845
75,二甲双胍,Drug,14013,14017
76,空腹血糖,Test,12227,12231
77,空腹血糖,Test,13030,13034
78,FPG,Test,7802,7805
79,FPG,Test,13036,13039
