,entity,label,start,end
0,磺脲类药物,Drug,2226,2231
1,二甲双胍,Drug,2059,2063
2,二甲双胍,Drug,2151,2155
3,二甲双胍,Drug,6009,6013
4,噻唑烷二酮类,Drug,2030,2036
5,噻唑烷二酮类,Drug,2101,2107
6,吡格列酮,Drug,5649,5654
7,成骨细胞,Anatomy,87,91
8,成骨细胞,Anatomy,2401,2405
9,成骨细胞,Anatomy,4103,4107
10,成骨细胞,Anatomy,4405,4409
11,成骨细胞,Anatomy,5678,5682
12,成骨细胞,Anatomy,5931,5935
13,成骨细胞,Anatomy,5953,5957
14,成骨细胞,Anatomy,5974,5979
15,成骨细胞,Anatomy,6069,6073
16,成骨细胞,Anatomy,6223,6227
17,成骨细胞,Anatomy,6349,6353
18,IGF-I,Test,5701,5706
19,骨质疏松,Disease,1965,1969
20,格列美脲,Drug,2269,2273
21,格列美脲,Drug,2388,2392
22,格列美脲,Drug,6061,6065
23,OPN,Test,242,245
24,OPN,Test,1076,1079
25,OPN,Test,1441,1444
26,OPN,Test,2715,2718
27,OPN,Test,3302,3305
28,OPN,Test,3486,3489
29,OPN,Test,4459,4462
30,OPN,Test,4481,4484
31,OPN,Test,6229,6232
32,OPN,Test,6250,6253
33,OPN,Test,6443,6446
34,OPN,Test,6490,6493
35,PCR,Test,217,220
36,PCR,Test,3288,3291
37,PCR,Test,3644,3647
38,PCR,Test,3660,3663
39,血糖,Test,5096,5098
40,格列苯脲,Drug,66,70
41,格列苯脲,Drug,151,155
42,CCK-8比色法,Test,180,189
43,流式细胞术,Test,199,204
44,格列苯脲,Drug,299,303
45,格列苯脲,Drug,426,430
46,格列苯脲,Drug,490,494
47,糖尿病,Disease,1974,1977
48,骨折,Disease,2013,2015
49,骨折,Disease,2039,2041
50,骨折,Disease,2064,2066
51,磺脲类降糖药,Drug,2076,2082
52,格列苯脲,Drug,2336,2340
53,磺脲类降糖药,Drug,2345,2351
54,格列苯脲,Drug,2379,2383
55,流式细胞术,Test,3088,3093
56,Western印迹法,Test,3720,3731
57,格列苯脲,Drug,4083,4087
58,格列苯脲,Drug,4140,4144
59,格列苯脲,Drug,4170,4174
60,格列苯脲,Drug,4331,4335
61,格列苯脲,Drug,4349,4353
62,格列苯脲,Drug,4397,4402
63,格列苯脲,Drug,4552,4556
64,格列苯脲,Drug,4634,4638
65,格列苯脲,Drug,4664,4668
66,格列苯脲,Drug,4789,4793
67,格列苯脲,Drug,4821,4825
68,格列苯脲,Drug,4847,4851
69,格列苯脲,Drug,4879,4883
70,格列苯脲,Drug,4905,4909
