,entity,label,start,end
0,2型糖尿病,Disease,2588,2594
1,HDL-C,Test,4042,4047
2,HDL-C,Test,6262,6267
3,HDL-C,Test,6305,6310
4,HDL-C,Test,6922,6927
5,HDL-C,Test,7023,7028
6,HDL-C,Test,7579,7584
7,HDL-C,Test,8554,8559
8,HDL-C,Test,9406,9411
9,HDL-C,Test,12448,12453
10,LDL-C,Test,4061,4066
11,LDL-C,Test,6218,6223
12,LDL-C,Test,6331,6336
13,LDL-C,Test,6896,6901
14,LDL-C,Test,6988,6993
15,LDL-C,Test,7562,7567
16,LDL-C,Test,8502,8507
17,LDL-C,Test,9354,9359
18,LDL-C,Test,12430,12435
19,LDL-C,Test,13046,13051
20,空腹血糖,Test,7429,7433
21,TC,Test,4018,4020
22,TC,Test,6215,6217
23,TC,Test,6325,6327
24,TC,Test,6943,6945
25,TC,Test,7044,7046
26,TC,Test,9340,9342
27,TC,Test,13043,13045
28,TG,Test,4028,4030
29,TG,Test,6241,6243
30,TG,Test,6328,6330
31,TG,Test,6948,6950
32,TG,Test,7049,7051
33,TG,Test,9445,9447
34,高密度脂蛋白胆固醇,Test,4032,4041
35,高密度脂蛋白胆固醇,Test,8560,8569
36,低密度脂蛋白胆固醇,Test,4049,4059
37,低密度脂蛋白胆固醇,Test,8508,8517
38,血清脂肪因子,Test,12995,13001
39,脂肪因子,Test,135,139
40,脂肪因子,Test,627,631
41,脂肪因子,Test,2349,2353
42,脂肪因子,Test,2692,2696
43,脂肪因子,Test,12535,12539
44,脂肪因子,Test,13124,13128
45,FINS,Test,3989,3993
46,FINS,Test,6000,6004
47,FINS,Test,6029,6033
48,FINS,Test,6070,6074
49,FINS,Test,6158,6162
50,FINS,Test,9321,9325
51,FINS,Test,12425,12429
52,FINS,Test,13038,13042
53,总胆固醇,Test,4013,4017
54,总胆固醇,Test,7498,7502
55,体重指数,Test,11939,11943
56,体重指数,Test,11955,11959
57,腰臀比,Test,12009,12012
58,代谢综合征,Disease,2319,2324
59,代谢综合征,Disease,11895,11900
60,空腹胰岛素,Test,3983,3988
61,空腹胰岛素,Test,7467,7472
62,游离脂肪酸,Test,4068,4073
63,游离脂肪酸,Test,7596,7601
64,脂肪细胞,Anatomy,2372,2376
65,脂肪细胞,Anatomy,11855,11859
66,脂肪细胞,Anatomy,12824,12828
67,利拉鲁肽,Drug,119,123
68,利拉鲁肽,Drug,236,240
69,利拉鲁肽,Drug,414,418
70,利拉鲁肽,Drug,621,625
71,利拉鲁肽,Drug,2672,2676
72,利拉鲁肽,Drug,2881,2885
73,利拉鲁肽,Drug,3583,3587
74,利拉鲁肽,Drug,3606,3610
75,利拉鲁肽,Drug,3628,3632
76,利拉鲁肽,Drug,3698,3702
77,利拉鲁肽,Drug,5835,5839
78,利拉鲁肽,Drug,6582,6586
79,利拉鲁肽,Drug,6651,6655
80,利拉鲁肽,Drug,6722,6726
81,利拉鲁肽,Drug,6813,6817
82,利拉鲁肽,Drug,7250,7254
83,利拉鲁肽,Drug,7309,7313
84,利拉鲁肽,Drug,8311,8315
85,利拉鲁肽,Drug,8381,8385
86,利拉鲁肽,Drug,8451,8455
87,利拉鲁肽,Drug,8806,8810
88,利拉鲁肽,Drug,8875,8879
89,利拉鲁肽,Drug,8944,8948
90,利拉鲁肽,Drug,9043,9047
91,利拉鲁肽,Drug,9482,9486
92,利拉鲁肽,Drug,10141,10145
93,利拉鲁肽,Drug,10210,10214
94,利拉鲁肽,Drug,10281,10285
95,利拉鲁肽,Drug,10370,10374
96,利拉鲁肽,Drug,10700,10704
97,利拉鲁肽,Drug,10769,10773
98,利拉鲁肽,Drug,10840,10844
99,利拉鲁肽,Drug,10939,10943
100,利拉鲁肽,Drug,11282,11286
101,利拉鲁肽,Drug,11352,11356
102,利拉鲁肽,Drug,11422,11426
103,利拉鲁肽,Drug,11504,11508
104,利拉鲁肽,Drug,12187,12191
105,利拉鲁肽,Drug,12336,12340
106,利拉鲁肽,Drug,12396,12400
107,利拉鲁肽,Drug,12483,12487
108,利拉鲁肽,Drug,12511,12515
109,利拉鲁肽,Drug,12662,12666
110,利拉鲁肽,Drug,13064,13068
111,利拉鲁肽,Drug,13173,13177
112,静脉血糖,Test,3935,3940
113,BMI,Test,11944,11947
114,FFA,Test,4075,4078
115,FFA,Test,6244,6247
116,FFA,Test,6339,6342
