,entity,label,start,end
0,1型糖尿病,Disease,12322,12328
1,1型糖尿病,Disease,14635,14642
2,2型糖尿病,Disease,133,140
3,2型糖尿病,Disease,216,222
4,2型糖尿病,Disease,266,272
5,2型糖尿病,Disease,1182,1188
6,2型糖尿病,Disease,4561,4567
7,2型糖尿病,Disease,5500,5506
8,2型糖尿病,Disease,5665,5671
9,2型糖尿病,Disease,5680,5686
10,2型糖尿病,Disease,12291,12297
11,2型糖尿病,Disease,12353,12359
12,2型糖尿病,Disease,13061,13067
13,2型糖尿病,Disease,14709,14715
14,2型糖尿病,Disease,14803,14809
15,2型糖尿病,Disease,15238,15244
16,2型糖尿病,Disease,4799,4805
17,HBA1C,Test,417,422
18,HBA1C,Test,639,644
19,HBA1C,Test,2539,2544
20,HBA1C,Test,3005,3010
21,HBA1C,Test,6249,6254
22,HBA1C,Test,7438,7443
23,HBA1C,Test,7471,7476
24,HBA1C,Test,7551,7556
25,HBA1C,Test,7675,7680
26,HBA1C,Test,7937,7942
27,HBA1C,Test,8011,8016
28,HBA1C,Test,8150,8155
29,HBA1C,Test,14812,14817
30,T2DM,Disease,292,296
31,T2DM,Disease,312,316
32,T2DM,Disease,336,340
33,T2DM,Disease,369,373
34,T2DM,Disease,579,583
35,T2DM,Disease,588,592
36,T2DM,Disease,603,607
37,T2DM,Disease,616,620
38,T2DM,Disease,653,657
39,T2DM,Disease,747,751
40,T2DM,Disease,773,777
41,T2DM,Disease,786,790
42,T2DM,Disease,826,830
43,T2DM,Disease,1128,1132
44,T2DM,Disease,2200,2204
45,T2DM,Disease,2269,2273
46,T2DM,Disease,2322,2326
47,T2DM,Disease,2421,2425
48,T2DM,Disease,2993,2997
49,T2DM,Disease,3014,3018
50,T2DM,Disease,3036,3040
51,T2DM,Disease,3058,3062
52,T2DM,Disease,3132,3136
53,T2DM,Disease,3273,3277
54,T2DM,Disease,3423,3427
55,T2DM,Disease,3443,3447
56,T2DM,Disease,3640,3644
57,T2DM,Disease,3828,3832
58,T2DM,Disease,5728,5732
59,T2DM,Disease,5749,5753
60,T2DM,Disease,5774,5778
61,T2DM,Disease,5807,5811
62,T2DM,Disease,5852,5856
63,T2DM,Disease,5910,5914
64,T2DM,Disease,5989,5993
65,T2DM,Disease,6076,6080
66,T2DM,Disease,7295,7299
67,T2DM,Disease,7359,7363
68,T2DM,Disease,7373,7377
69,T2DM,Disease,7486,7490
70,T2DM,Disease,7495,7499
71,T2DM,Disease,7511,7515
72,T2DM,Disease,7525,7529
73,T2DM,Disease,7655,7659
74,T2DM,Disease,7685,7689
75,T2DM,Disease,8185,8189
76,T2DM,Disease,8274,8278
77,T2DM,Disease,8375,8379
78,T2DM,Disease,8476,8480
79,T2DM,Disease,8588,8592
80,T2DM,Disease,8631,8635
81,T2DM,Disease,8710,8714
82,T2DM,Disease,8756,8760
83,T2DM,Disease,8920,8924
84,T2DM,Disease,8938,8942
85,T2DM,Disease,8964,8968
86,T2DM,Disease,8995,8999
87,T2DM,Disease,9118,9122
88,T2DM,Disease,9172,9176
89,T2DM,Disease,9207,9211
90,T2DM,Disease,9220,9224
91,T2DM,Disease,9304,9308
92,T2DM,Disease,9313,9317
93,T2DM,Disease,9732,9736
94,T2DM,Disease,9832,9836
95,T2DM,Disease,9937,9941
96,T2DM,Disease,10046,10050
97,T2DM,Disease,10169,10173
98,T2DM,Disease,10212,10216
99,T2DM,Disease,10291,10295
100,T2DM,Disease,10337,10341
101,T2DM,Disease,10452,10456
102,T2DM,Disease,10470,10474
103,T2DM,Disease,10496,10500
104,T2DM,Disease,10518,10522
105,T2DM,Disease,10561,10565
106,T2DM,Disease,10640,10644
107,T2DM,Disease,10686,10690
108,T2DM,Disease,11306,11310
109,T2DM,Disease,11319,11323
110,T2DM,Disease,11380,11384
111,T2DM,Disease,11474,11478
112,T2DM,Disease,11649,11653
113,T2DM,Disease,11788,11792
114,T2DM,Disease,11825,11829
115,T2DM,Disease,11840,11844
116,T2DM,Disease,11857,11861
117,T2DM,Disease,12001,12005
118,T2DM,Disease,12050,12054
119,T2DM,Disease,12173,12177
120,T2DM,Disease,12223,12227
121,T2DM,Disease,12460,12464
122,T2DM,Disease,12503,12507
123,T2DM,Disease,12583,12587
124,T2DM,Disease,12629,12633
125,T2DM,Disease,12745,12749
126,T2DM,Disease,12763,12767
127,T2DM,Disease,12789,12793
128,T2DM,Disease,13709,13713
129,空腹血糖,Test,5638,5642
130,空腹血糖,Test,7931,7935
131,空腹血糖,Test,8112,8116
132,空腹血糖,Test,9062,9066
133,空腹血糖,Test,9081,9085
134,空腹血糖,Test,9126,9130
135,空腹血糖,Test,9155,9159
136,空腹血糖,Test,9196,9200
137,空腹血糖,Test,9242,9246
138,β细胞,Anatomy,13272,13276
139,β细胞,Anatomy,13965,13969
140,β细胞,Anatomy,14009,14013
141,β细胞,Anatomy,14044,14048
142,β细胞,Anatomy,14064,14068
143,β细胞,Anatomy,14114,14118
144,利拉鲁肽,Drug,127,131
145,利拉鲁肽,Drug,210,214
146,利拉鲁肽,Drug,328,332
147,利拉鲁肽,Drug,1174,1178
148,利拉鲁肽,Drug,1262,1266
149,利拉鲁肽,Drug,5766,5770
150,利拉鲁肽,Drug,5787,5792
151,利拉鲁肽,Drug,6036,6040
152,利拉鲁肽,Drug,6142,6146
153,利拉鲁肽,Drug,8720,8724
154,利拉鲁肽,Drug,8774,8778
155,利拉鲁肽,Drug,10301,10305
156,利拉鲁肽,Drug,10355,10359
157,利拉鲁肽,Drug,10650,10654
158,利拉鲁肽,Drug,10704,10708
159,利拉鲁肽,Drug,12593,12597
160,利拉鲁肽,Drug,12647,12651
161,利拉鲁肽,Drug,13620,13624
162,利拉鲁肽,Drug,13686,13690
163,利拉鲁肽,Drug,14585,14589
164,利拉鲁肽,Drug,14744,14748
165,利拉鲁肽,Drug,14775,14779
166,β细胞,Anatomy,14094,14098
167,体重,Test,6198,6200
168,体重,Test,7275,7277
169,体重,Test,7318,7320
170,体重,Test,7349,7351
171,体重,Test,7395,7397
172,胰升糖素水平,Test,9284,9291
173,胰升糖素样肽1受体激动剂,Drug,4750,4764
