,entity,label,start,end
0,2型糖尿病,Disease,184,189
1,2型糖尿病,Disease,690,695
2,2型糖尿病,Disease,822,827
3,2型糖尿病,Disease,853,858
4,2型糖尿病,Disease,995,1000
5,2型糖尿病,Disease,2174,2179
6,2型糖尿病,Disease,4122,4127
7,2型糖尿病,Disease,4357,4362
8,1型糖尿病,Disease,4414,4419
9,2型糖尿病,Disease,6335,6340
10,1型糖尿病,Disease,7176,7181
11,1型糖尿病,Disease,9049,9054
12,1型糖尿病,Disease,9075,9080
13,1型糖尿病,Disease,10984,10989
14,糖尿病微血管并发症,Disease,389,398
15,糖尿病微血管并发症,Disease,414,423
16,糖尿病病程,Reason,432,438
17,高血糖,Reason,439,442
18,糖尿病视网膜病变,Disease,450,459
19,<5年,Duration,508,512
20,5~10年,Duration,539,545
21,糖尿病肾脏疾病,Disease,615,622
22,终末期肾病,Disease,728,734
23,DKD,Disease,738,741
24,糖尿病,Disease,748,751
25,DKD,Disease,779,782
26,糖尿病微血管并发症,Disease,1023,1032
27,糖尿病,Disease,1046,1049
28,糖尿病,Disease,1073,1076
29,糖尿病,Disease,1097,1100
30,糖尿病微血管并发症,Disease,1193,1203
31,糖尿病,Disease,1239,1242
32,眼底检查,Test,1254,1258
33,糖尿病,Disease,1265,1268
34,激光治疗,Operation,1287,1291
35,DR,Disease,1295,1297
36,DR,Disease,1216,1218
37,激光治疗,Operation,1303,1307
38,糖尿病微血管并发症,Disease,1324,1333
39,DR,Disease,1461,1463
40,2型糖尿病,Disease,1476,1482
41,眼底照相,Test,1500,1505
42,DR,Disease,1507,1509
43,免散瞳眼底照相,Test,1540,1547
44,DR,Disease,1553,1555
45,眼底照相,Test,1596,1600
46,DR,Disease,1647,1649
47,尿白蛋白/尿肌酐比值,Test,1705,1717
48,尿白蛋白定量,Test,1723,1729
49,ACR,Test,1742,1745
50,尿白蛋白定量,Test,1746,1752
51,尿ACR,Test,1822,1827
52,DKD,Disease,1839,1842
53,DPN,Disease,1865,1868
54,DPN,Disease,1996,1999
55,DR,Disease,2045,2047
56,散瞳后眼底镜检查,Test,2087,2095
57,眼底照相,Test,2096,2100
58,DKD,Disease,2111,2114
59,DPN,Disease,2162,2165
60,DKD,Disease,2220,2223
61,糖尿病合并肾脏疾病,Disease,2224,2233
62,肾穿刺活检,Test,2237,2242
63,糖尿病,Disease,2971,2974
64,糖尿病,Disease,2999,3002
65,糖尿病,Disease,3026,3029
66,糖尿病,Disease,3068,3071
67,糖尿病,Disease,3087,3090
68,糖尿病微血管并发症,Disease,3230,3239
69,糖尿病微血管并发症,Disease,3450,3460
70,糖尿病微血管并发症,Disease,3466,3475
71,糖尿病,Disease,3487,3490
72,糖尿病微血管并发症,Disease,3589,3598
73,糖尿病微血管并发症,Disease,3623,3633
74,糖尿病微血管病变,Disease,3669,3677
75,糖尿病,Disease,3748,3751
76,DR,Disease,3779,3781
77,DKD,Disease,3782,3785
78,DPN,Disease,3786,3789
79,自主神经病变,Disease,3791,3797
80,糖尿病微血管并发症,Disease,3827,3836
81,糖尿病微血管并发症,Disease,3848,3857
82,糖尿病微血管并发症,Disease,3888,3898
83,高血糖,Disease,3910,3913
84,高血压,Disease,3915,3918
85,血脂异常,Disease,3919,3923
86,糖尿病微血管并发症,Disease,3976,3986
87,成人2型糖尿病,Disease,4000,4009
88,糖化血红蛋白,Test,4014,4020
89,<7%,Test_Value,4031,4035
90,HBA1C,Test,4050,4055
91,<6.5%,Test_Value,4055,4061
92,糖尿病微血管并发症,Disease,4069,4078
93,3个月,Duration,4110,4113
94,胰岛素,Drug,4136,4139
95,胰岛素,Drug,4188,4191
96,胰岛素,Drug,4210,4213
97,基础胰岛素,Drug,4217,4222
98,糖尿病微血管并发症,Disease,4234,4243
99,胰岛素,Drug,4269,4272
100,微血管瘤,Disease,4284,4288
101,DR,Disease,4290,4292
102,甘精胰岛素,Drug,4314,4319
103,DKD,Disease,4329,4332
104,微量白蛋白尿,Symptom,4333,4339
105,糖尿病合并高血压,Disease,5951,5959
106,DKD,Disease,5999,6002
107,≤140/90mmHg,Test_Value,6016,6029
108,DR,Disease,6032,6034
109,DKD,Disease,6035,6038
110,脑血管损伤,Disease,6039,6045
111,≤130/80mmHg,Test_Value,6055,6068
112,血管紧张素转化酶抑制剂,Drug,6084,6095
113,血管紧张素Ⅱ受体拮抗剂,Drug,6097,6109
114,噻嗪类利尿剂,Drug,6120,6127
115,钙通道阻滞剂,Drug,6128,6134
116,微量白蛋白/肌酐比值,Test,6155,6166
117,≥300mg/g,Test_Value,6172,6182
118,30~299mg/g,Test_Value,6186,6198
119,ACEI,Drug,6220,6224
120,ARB,Drug,6226,6229
121,高血压,Disease,6231,6235
122,ACEI,Drug,6258,6262
123,ARB,Drug,6264,6267
124,ACEI,Drug,6279,6283
125,ARB,Drug,6284,6287
126,利尿剂,Drug,6288,6291
127,血肌酐,Test,6301,6304
128,肾小球滤过率,Test,6307,6313
129,血钾水平,Test,6321,6325
130,血脂检查,Test,6353,6357
131,他汀类,Drug,6401,6404
132,贝特类,Drug,6405,6408
133,烟酸类,Drug,6409,6412
134,胆酸螯合剂,Drug,6413,6418
135,依折麦布,Drug,6420,6424
136,n-3脂肪酸制剂,Drug,6425,6433
137,低密度脂蛋白胆固醇,Test,6450,6459
138,冠心病,Disease,6477,6480
139,LDL-C,Test,6484,6489
140,<2.6mmol/L,Test_Value,6489,6501
141,冠心病,Disease,6505,6508
142,LDL-C,Test,6512,6517
143,<1.8mmol/L,Test_Value,6517,6529
144,甘油三酯,Test,6535,6540
145,>5.7mmol/L,Test_Value,6540,6552
146,甘油三酯,Test,6570,6574
147,急性胰腺炎,Disease,6581,6586
148,非诺贝特,Drug,6603,6607
149,DR,Disease,6611,6613
150,激光治疗,Operation,6619,6623
151,糖尿病微血管并发症,Disease,7277,7286
152,DR,Disease,7296,7298
153,DKD,Disease,7299,7302
154,DPN,Disease,7304,7307
155,失明,Disease,7347,7349
156,终末期肾病,Disease,7350,7355
157,糖尿病足,Disease,7356,7360
158,血压,Test,7375,7377
159,血脂,Test,7378,7380
160,血糖,Test,7372,7374
161,糖尿病,Disease,7382,7385
162,糖尿病微血管病变,Disease,7407,7415
163,DR,Disease,7471,7473
164,DR,Disease,7486,7488
165,胰激肽原酶,Drug,7502,7507
166,羟苯磺酸钙,Drug,7540,7546
167,DR,Disease,7581,7583
168,抗血管内皮生长因子药物,Drug,7587,7599
169,雷珠单抗,Drug,7602,7606
170,贝伐单抗,Drug,7607,7611
171,黄斑水肿,Symptom,7623,7627
172,视网膜新生血管,Symptom,7628,7635
173,重度非增殖型糖尿病视网膜病变,Disease,7640,7654
174,增殖型糖尿病视网膜病变,Disease,7702,7714
175,糖尿病,Disease,7757,7760
176,PDR,Disease,7774,7777
177,高危,Level,7771,7773
178,NPDR,Disease,7784,7788
179,严重,Level,7781,7783
180,激光光凝术,Operation,7792,7797
181,DKD,Disease,7802,7805
182,DKD,Disease,7806,7809
183,血压,Test,7828,7830
184,血糖,Test,7831,7833
185,血脂,Test,7834,7836
186,尿酸,Test,7837,7839
187,肾功能不全,Disease,7842,7848
188,胰岛素,Drug,7880,7883
189,严重,Level,7867,7869
190,肾功能不全,Disease,7870,7875
191,血糖,Test,7900,7902
192,胰岛素,Drug,7909,7912
193,ACEI,Drug,7923,7927
194,ARB,Drug,7928,7931
195,血压,Test,7942,7944
196,DKD,Disease,7973,7976
197,胰激肽原酶,Drug,7981,7986
198,DKD,Disease,7988,7991
199,前列地尔,Drug,8026,8030
200,贝前列素钠,Drug,8032,8037
201,银杏叶提取物,Drug,8091,8097
202,丹参提取物,Drug,8098,8104
203,黄芪制剂,Drug,8105,8109
204,肾脏,Anatomy,8121,8123
205,eGFR,Test,8161,8165
206,<30ml/(min•1.73m2),Test_Value,8166,8186
207,DKD,Disease,8189,8192
208,eGFR,Test,8208,8212
209,<15ml/(min•1.73m2),Test_Value,8212,8233
210,血液透析治疗,Treatment,8245,8252
211,DPN,Disease,8258,8261
212,高血糖,Symptom,8269,8272
213,DPN,Disease,8287,8290
214,甲钴胺,Drug,8331,8334
215,神经生长因子,Drug,8335,8341
