,entity,label,start,end
0,2型糖尿病,Disease,8720,8726
1,空腹血糖,Test,5600,5604
2,空腹血糖,Test,6542,6546
3,尿素氮,Test,5908,5911
4,尿素氮,Test,6821,6824
5,尿素氮,Test,7256,7259
6,尿素氮,Test,7566,7569
7,总胆固醇,Test,5667,5671
8,总胆固醇,Test,6609,6613
9,总胆固醇,Test,7247,7251
10,总胆固醇,Test,7466,7470
11,体重指数,Test,5569,5573
12,体重指数,Test,6511,6515
13,体重指数,Test,7234,7238
14,体重指数,Test,7552,7556
15,收缩压,Test,5992,5995
16,收缩压,Test,6905,6908
17,收缩压,Test,7263,7266
18,舒张压,Test,6027,6030
19,舒张压,Test,6940,6943
20,舒张压,Test,7267,7270
21,尿酸,Test,5968,5970
22,尿酸,Test,6881,6883
23,尿酸,Test,7260,7262
24,尿酸,Test,7573,7575
25,尿酸,Test,7825,7827
26,代谢综合征,Disease,7812,7817
27,甘油三酯,Test,5638,5642
28,甘油三酯,Test,6580,6584
29,甘油三酯,Test,7242,7246
30,甘油三酯,Test,7561,7565
31,维生素D,Drug,7841,7846
32,心血管疾病,Disease,3108,3114
33,免疫抑制剂,Drug,2972,2977
34,IL-6,Anatomy,3038,3042
35,IL-6,Anatomy,7947,7951
36,VDR,Anatomy,216,219
37,VDR,Anatomy,641,644
38,VDR,Anatomy,1219,1222
39,VDR,Anatomy,1351,1354
40,VDR,Anatomy,1495,1498
41,VDR,Anatomy,2062,2065
42,VDR,Anatomy,2381,2384
43,VDR,Anatomy,2406,2409
44,VDR,Anatomy,3182,3185
45,VDR,Anatomy,3226,3229
46,VDR,Anatomy,3377,3380
47,VDR,Anatomy,4121,4124
48,VDR,Anatomy,4741,4744
49,VDR,Anatomy,5013,5016
50,VDR,Anatomy,5138,5141
51,VDR,Anatomy,6311,6314
52,VDR,Anatomy,8048,8051
53,VDR,Anatomy,8150,8153
54,VDR,Anatomy,8226,8229
55,VDR,Anatomy,8289,8292
56,VDR,Anatomy,8318,8321
57,VDR,Anatomy,8340,8343
