,entity,label,start,end
0,2型糖尿病,Disease,2031,2037
1,PCOS,Disease,1896,1900
2,PCOS,Disease,2014,2018
3,PCOS,Disease,2083,2087
4,PCOS,Disease,2101,2105
5,PCOS,Disease,2305,2309
6,PCOS,Disease,2362,2366
7,PCOS,Disease,2927,2931
8,PCOS,Disease,3076,3080
9,PCOS,Disease,6826,6830
10,PCOS,Disease,8444,8448
11,PCOS,Disease,8599,8603
12,PCOS,Disease,8679,8683
13,代谢综合征,Disease,2284,2289
14,游离脂肪酸,Test,58,63
15,游离脂肪酸,Test,514,519
16,游离脂肪酸,Test,2487,2492
17,活性氧簇,Test,4570,4574
18,脂肪细胞,Anatomy,2966,2970
19,脂肪细胞,Anatomy,7797,7801
20,ROS,Test,4601,4604
21,ROS,Test,6538,6541
22,ROS,Test,6584,6587
23,多囊卵巢综合征,Disease,1888,1895
24,糖皮质激素,Drug,2754,2759
25,血脂异常,Disease,2038,2043
26,NCI-H295R细胞,Anatomy,152,164
27,17α-羟化酶,Test,200,207
28,"17,20-裂解酶",Test,209,218
29,17α-羟化酶,Test,254,261
30,"17,20-裂解酶",Test,319,329
31,P450c17,Test,359,366
32,P450氧化还原酶,Test,367,377
33,细胞色素b5,Test,378,385
34,NCI-H295R细胞,Anatomy,430,442
35,高雄激素表现,Symptom,1969,1975
36,增大的卵巢中可见大小不等的卵泡,Symptom,1977,1993
37,胰岛素抵抗,Disease,1998,2003
38,高胰岛素血症,Disease,2004,2011
39,糖耐量受损,Disease,2025,2030
40,血管功能异常,Disease,2061,2067
41,高雄激素血症,Disease,2075,2081
42,卵巢,Anatomy,2117,2119
43,卵泡膜细胞,Anatomy,2120,2125
44,DHEA,Test,2168,2172
45,DHEA-S,Test,2175,2181
46,肾上腺,Anatomy,2196,2199
47,肾上腺功能初现,Symptom,2224,2232
48,胰岛素抵抗,Disease,2344,2349
49,高雄激素血症,Disease,2350,2356
50,胰岛素抵抗,Disease,2432,2438
51,胰岛素抵抗,Disease,2463,2469
52,肾上腺细胞,Anatomy,2503,2508
53,肾上腺细胞,Anatomy,2544,2549
54,肾上腺皮质网状带细胞,Anatomy,2558,2569
55,DHEA,Test,2580,2584
56,P450c17,Anatomy,2603,2610
57,微粒体细胞色素P450酶,Anatomy,2614,2628
58,肾上腺,Anatomy,2632,2635
59,性腺,Anatomy,2637,2639
60,CYP17A1,Anatomy,2669,2676
61,P450c17,Anatomy,2825,2832
62,肌肉,Anatomy,2960,2962
63,肝脏,Anatomy,2963,2965
64,胰岛素抵抗,Disease,2978,2983
65,NCI-H295R细胞,Anatomy,3104,3116
66,DHEA,Test,3390,3394
67,DHEA,Test,4193,4197
68,P450c17,Test,4274,4281
69,POR,Test,4282,4285
70,细胞色素b5,Test,4286,4294
71,DHEA,Test,4504,4508
72,DHEA,Test,4523,4527
73,NCI-295R细胞,Anatomy,4558,4569
74,NCI-H295R细胞,Anatomy,4931,4943
75,NCI-H295R细胞,Anatomy,5238,5250
76,DHEA,Test,6126,6130
77,NCI-H295R细胞,Anatomy,6406,6418
78,P450c17,Test,6419,6426
79,POR,Test,6427,6430
80,细胞色素b5,Test,6431,6439
81,P450c17,Test,6468,6475
82,POR,Test,6476,6479
83,细胞色素b5,Test,6480,6487
