,entity,label,start,end
0,2型糖尿病,Disease,1570,1576
1,HBA1C,Test,2181,2186
2,HBA1C,Test,3677,3682
3,HDL-C,Test,306,311
4,HDL-C,Test,1232,1237
5,HDL-C,Test,2162,2167
6,HDL-C,Test,3356,3361
7,HDL-C,Test,3993,3998
8,HDL-C,Test,4079,4084
9,HDL-C,Test,4293,4298
10,HDL-C,Test,4439,4444
11,LDL-C,Test,288,293
12,LDL-C,Test,1182,1187
13,LDL-C,Test,2096,2101
14,LDL-C,Test,2510,2515
15,LDL-C,Test,3373,3378
16,LDL-C,Test,4009,4014
17,LDL-C,Test,4085,4090
18,LDL-C,Test,4278,4283
19,LDL-C,Test,4430,4435
20,空腹血糖,Test,2172,2176
21,空腹血糖,Test,3390,3394
22,空腹血糖,Test,4091,4095
23,血肌酐,Test,2177,2180
24,血肌酐,Test,2256,2259
25,血肌酐,Test,3645,3648
26,血肌酐,Test,4096,4099
27,高密度脂蛋白胆固醇,Test,296,305
28,高密度脂蛋白胆固醇,Test,3999,4008
29,低密度脂蛋白胆固醇,Test,277,287
30,低密度脂蛋白胆固醇,Test,2049,2058
31,低密度脂蛋白胆固醇,Test,4015,4024
32,总胆固醇,Test,1688,1692
33,总胆固醇,Test,2043,2048
34,总胆固醇,Test,2488,2492
35,总胆固醇,Test,3340,3344
36,总胆固醇,Test,4073,4077
37,总胆固醇,Test,4272,4276
38,体重指数,Test,1980,1984
39,体重指数,Test,2440,2444
40,体重指数,Test,2917,2921
41,体重指数,Test,2997,3001
42,体重指数,Test,4262,4266
43,收缩压,Test,2368,2371
44,收缩压,Test,3012,3015
45,收缩压,Test,4050,4053
46,收缩压,Test,4251,4254
47,收缩压,Test,5056,5059
48,收缩压,Test,5087,5090
49,舒张压,Test,2405,2408
50,舒张压,Test,3023,3026
51,舒张压,Test,4054,4057
52,舒张压,Test,4255,4258
53,舒张压,Test,5060,5063
54,肾功能,Test,5047,5050
55,腰围,Test,2914,2916
56,腰围,Test,2989,2991
57,腰围,Test,4259,4261
58,尿酸,Test,133,135
59,尿酸,Test,228,230
60,尿酸,Test,374,376
61,尿酸,Test,1601,1603
62,尿酸,Test,1659,1661
