,entity,label,start,end
0,HBA1C,Test,2824,2829
1,HBA1C,Test,4474,4479
2,HBA1C,Test,6558,6563
3,HDL-C,Test,2890,2895
4,HDL-C,Test,3431,3436
5,HDL-C,Test,4468,4473
6,HDL-C,Test,6552,6557
7,LDL-C,Test,2907,2912
8,空腹血糖,Test,2710,2714
9,空腹血糖,Test,2973,2977
10,2hPG,Test,2995,2999
11,2hPG,Test,3315,3319
12,2hPG,Test,4484,4488
13,2hPG,Test,6568,6572
14,FPG,Test,2978,2981
15,FPG,Test,3293,3296
16,FPG,Test,4480,4483
17,FPG,Test,6564,6567
18,FPG,Test,7035,7038
19,血肌酐,Test,322,325
20,血肌酐,Test,2952,2955
21,血肌酐,Test,4364,4367
22,血肌酐,Test,6606,6609
23,血肌酐,Reason,6660,6663
24,血肌酐,Test,6873,6876
25,TC,Test,2851,2853
26,TC,Test,4458,4460
27,TC,Test,6542,6544
28,TG,Test,2866,2868
29,TG,Test,3410,3412
30,TG,Test,4455,4457
31,TG,Test,6539,6541
32,TG,Test,7039,7041
33,低密度脂蛋白胆固醇,Test,2897,2906
34,谷丙转氨酶,Test,2914,2919
35,谷草转氨酶,Test,2926,2931
36,FINS,Test,2836,2840
37,FINS,Test,6573,6577
38,FINS,Test,6860,6864
39,体重指数,Test,2645,2649
40,体重指数,Test,3266,3270
41,收缩压,Test,2628,2631
42,收缩压,Test,4444,4447
43,收缩压,Test,6528,6531
44,收缩压,Test,7031,7034
45,舒张压,Test,2632,2635
46,舒张压,Test,4448,4451
47,舒张压,Test,6532,6535
48,AST,Test,2932,2935
49,AST,Test,4500,4503
50,AST,Test,6598,6601
51,ALT,Test,2920,2923
52,ALT,Test,4496,4499
53,ALT,Test,6593,6596
54,胰岛β细胞功能指数,Test,2733,2744
55,亚临床甲状腺功能减退,Disease,222,233
56,亚临床甲状腺功能减退,Disease,524,534
57,亚临床甲状腺功能减退,Disease,3907,3917
58,游离三碘甲状原氨酸,Test,3020,3029
59,胰岛素抵抗指数,Test,2674,2681
60,HOMA-IR,Test,1430,1437
61,HOMA-IR,Test,1855,1862
62,HOMA-IR,Test,2682,2689
63,HOMA-IR,Test,4356,4363
64,HOMA-IR,Test,6578,6585
65,HOMA-IR,Reason,6652,6659
66,HOMA-IR,Test,6865,6872
67,游离甲状腺素,Test,3005,3011
68,游离甲状腺素,Test,6980,6986
69,HOMA-β,Test,2746,2752
70,HOMA-β,Test,4489,4495
71,HOMA-β,Test,6586,6592
72,代谢综合征,Disease,384,389
73,代谢综合征,Disease,542,547
74,代谢综合征,Disease,3210,3215
75,空腹胰岛素,Test,301,306
76,空腹胰岛素,Test,2693,2698
77,空腹胰岛素,Test,2830,2835
78,甲状腺功能,Test,328,333
79,甲状腺功能,Test,364,369
80,甲状腺功能,Test,3062,3067
81,甲状腺功能,Test,6929,6934
82,甲状腺功能,Test,7086,7091
83,甲状腺功能,Test,7572,7577
84,GGT,Test,2946,2949
85,GGT,Test,4504,4507
86,GGT,Test,6602,6605
87,TSH,Test,2172,2175
88,TSH,Test,3001,3004
89,TSH,Test,3076,3079
90,TSH,Test,3180,3183
91,FT4,Test,3014,3017
92,FT4,Test,3109,3112
93,BMI,Test,3272,3275
94,BMI,Test,4440,4443
95,BMI,Test,6523,6526
96,FT3,Test,3031,3034
97,FT3,Test,3141,3144
98,MS,Disease,1734,1736
99,MS,Disease,3216,3218
100,MS,Disease,3243,3245
101,MS,Disease,4542,4544
102,MS,Disease,4562,4564
103,MS,Disease,4759,4761
104,MS,Disease,6913,6915
105,身高,Test,2622,2624
106,体重,Test,2625,2627
107,甲减,Disease,234,236
108,超重,Disease,354,356
