,entity,label,start,end
0,2型糖尿病,Disease,2031,2037
1,2型糖尿病,Disease,2307,2313
2,2型糖尿病,Disease,2365,2371
3,2型糖尿病,Disease,2574,2580
4,2型糖尿病,Disease,3002,3008
5,2型糖尿病,Disease,3037,3043
6,2型糖尿病,Disease,3068,3074
7,2型糖尿病,Disease,3093,3099
8,HBA1C,Test,3226,3231
9,二甲双胍,Drug,4032,4036
10,AST,Test,2782,2785
11,AST,Test,2917,2920
12,ALT,Test,2657,2660
13,ALT,Test,2692,2695
14,ALT,Test,2768,2771
15,ALT,Test,2824,2827
16,ALT,Test,2911,2914
17,代谢综合征,Disease,2450,2455
18,代谢综合征,Disease,2467,2472
19,代谢综合征,Disease,2528,2533
20,代谢综合征,Disease,2735,2740
21,代谢综合征,Disease,2741,2746
22,代谢综合征,Disease,2799,2804
23,代谢综合征,Disease,2805,2810
24,代谢综合征,Disease,2839,2844
25,代谢综合征,Disease,2849,2854
26,代谢综合征,Disease,2874,2879
27,代谢综合征,Disease,2887,2892
28,代谢综合征,Disease,2934,2939
29,脑卒中,Disease,2244,2247
30,IGT,Disease,3629,3632
31,IGT,Disease,3742,3745
32,GGT,Test,2644,2647
33,GGT,Test,2688,2691
34,GGT,Test,2787,2790
35,GGT,Test,2864,2867
36,糖尿病,Disease,5,8
37,糖尿病,Disease,42,45
38,糖尿病,Disease,893,896
39,糖尿病,Disease,959,962
40,糖尿病,Disease,976,980
41,糖尿病,Disease,1043,1046
42,糖尿病,Disease,1084,1087
43,糖尿病,Disease,1141,1144
44,糖尿病,Disease,1206,1209
45,糖尿病,Disease,1242,1245
46,糖尿病,Disease,1291,1294
47,糖尿病,Disease,1360,1363
48,糖尿病,Disease,1412,1415
49,糖尿病,Disease,1444,1447
50,糖尿病,Disease,1516,1519
51,糖尿病,Disease,1529,1532
52,糖调节受损,Disease,1571,1577
53,糖尿病,Disease,1649,1652
54,糖尿病,Disease,1694,1698
55,糖尿病,Disease,1790,1793
56,糖尿病,Disease,1873,1876
57,视网膜病变,Disease,1892,1897
58,微量白蛋白尿,Disease,1899,1905
59,周围神经病变,Disease,1907,1913
60,周围血管病变,Disease,1915,1921
61,心血管疾病,Disease,2117,2122
62,糖尿病,Disease,2123,2126
63,心血管死亡,Disease,2162,2168
64,心肌梗死,Disease,2256,2261
65,心力衰竭,Disease,2268,2272
66,心血管疾病,Disease,2292,2297
67,心血管疾病,Disease,2315,2320
68,心血管疾病,Disease,2393,2398
69,糖尿病,Disease,2413,2416
70,心脑血管疾病,Disease,2484,2491
71,肝脏损伤,Disease,2599,2603
72,糖尿病,Disease,2625,2629
73,血谷氨酰转移酶,Test,2636,2643
74,丙氨酸转氨酶,Test,2649,2656
75,高血压,Disease,3012,3015
76,血脂异常,Disease,3019,3024
77,血糖,Test,3045,3047
78,血脂,Test,3048,3050
79,血压,Test,3051,3053
80,高血压,Disease,3075,3078
81,血脂异常,Disease,3079,3084
82,大血管并发症,Disease,3100,3106
83,微血管并发症,Disease,3127,3133
84,糖尿病,Disease,3192,3195
85,糖尿病,Disease,3271,3274
86,糖尿病,Disease,3386,3389
87,糖尿病,Disease,3396,3399
88,糖尿病,Disease,3430,3433
89,糖尿病,Disease,3463,3466
90,血糖,Test,3512,3514
91,糖尿病,Disease,3590,3593
92,糖耐量受损,Disease,3622,3627
93,糖尿病,Disease,3641,3644
94,糖尿病,Disease,3673,3676
95,糖尿病,Disease,3696,3699
96,糖尿病,Disease,3730,3733
97,糖尿病,Disease,3769,3772
