,entity,label,start,end
0,2型糖尿病,Disease,434,440
1,胰岛素,Drug,442,445
2,T2DM,Disease,557,561
3,胰岛β细胞,Anatomy,570,575
4,胰岛素,Drug,584,587
5,2型糖尿病,Disease,614,620
6,基础胰岛素,Drug,768,773
7,基础胰岛素,Drug,702,707
8,基础胰岛素,Drug,606,611
9,基础胰岛素,Drug,661,666
10,糖尿病,Disease,774,777
11,T2DM,Disease,1547,1551
12,胰岛β细胞,Anatomy,1571,1576
13,胰岛素,Drug,1584,1587
14,基础胰岛素,Drug,1623,1628
15,高血糖,Symptom,1607,1610
16,T2DM,Disease,1600,1604
17,胰岛素,Drug,1632,1635
18,低血糖,Symptom,1642,1645
19,降糖药,Drug,1682,1685
20,口服,Method,1680,1682
21,血糖控制不佳,Level,1687,1693
22,基础胰岛素,Drug,1698,1704
23,口服药,Drug,1705,1708
24,T2DM,Disease,1727,1731
25,基础胰岛素,Drug,1735,1740
26,胰岛素,Drug,1747,1751
27,HBA1C,Test,1753,1758
28,9.6%,Test_Value,1765,1769
29,胰岛素,Drug,1797,1800
30,2型糖尿病,Disease,1864,1870
31,基础胰岛素,Drug,1900,1905
32,胰岛β细胞,Anatomy,1921,1926
33,胰岛素,Drug,1931,1935
34,基础胰岛素,Drug,1938,1943
35,胰岛素,Drug,1946,1949
36,基础胰岛素,Drug,1962,1967
37,肝脏,Anatomy,1971,1973
38,血糖,Test,1997,1999
39,外源性基础胰岛素,Drug,2021,2029
40,基础胰岛素,Drug,2084,2089
41,中效胰岛素,Drug,2093,2099
42,NPH,Drug,2100,2103
43,中性鱼精蛋白锌胰岛素,Drug,2104,2114
44,效胰岛素,Drug,2117,2122
45,PZI,Drug,2123,2126
46,精蛋白锌胰岛素,Drug,2127,2134
47,长效人胰岛素类似物,Drug,2136,2145
48,甘精胰岛素,Drug,2147,2152
49,地特胰岛素,Drug,2153,2158
50,NPH,Drug,2166,2169
51,基础胰岛素,Drug,2190,2195
52,13~16h,Duration,2202,2209
53,低血糖,Symptom,2225,2228
54,长效人胰岛素类似物,Drug,2241,2250
55,甘精胰岛素,Drug,2251,2256
56,低血糖,Symptom,2292,2295
57,基础胰岛素,Drug,2315,2320
