,entity,label,start,end
0,2型糖尿病,Disease,74,80
1,2型糖尿病,Disease,161,167
2,2型糖尿病,Disease,232,238
3,2型糖尿病,Disease,976,982
4,2型糖尿病,Disease,4154,4160
5,2型糖尿病,Disease,4223,4229
6,2型糖尿病,Disease,4265,4271
7,2型糖尿病,Disease,4367,4373
8,2型糖尿病,Disease,4407,4413
9,2型糖尿病,Disease,4656,4662
10,2型糖尿病,Disease,4716,4722
11,2型糖尿病,Disease,4873,4879
12,2型糖尿病,Disease,4978,4984
13,2型糖尿病,Disease,6130,6136
14,2型糖尿病,Disease,6663,6669
15,2型糖尿病,Disease,12322,12328
16,2型糖尿病,Disease,15293,15299
17,2型糖尿病,Disease,15343,15349
18,2型糖尿病,Disease,15407,15413
19,2型糖尿病,Disease,15442,15448
20,2型糖尿病,Disease,15498,15504
21,2型糖尿病,Disease,15658,15664
22,2型糖尿病,Disease,15810,15816
23,2型糖尿病,Disease,15853,15859
24,2型糖尿病,Disease,16379,16385
25,2型糖尿病,Disease,16432,16438
26,2型糖尿病,Disease,16719,16725
27,他汀类药物,Drug,6559,6564
28,他汀类药物,Drug,6908,6913
29,他汀类药物,Drug,10250,10255
30,他汀类药物,Drug,16235,16241
31,他汀类药物,Drug,16342,16348
32,他汀类药物,Drug,16477,16482
33,HBA1C,Test,5856,5861
34,HBA1C,Test,7697,7702
35,HBA1C,Test,10108,10113
36,HBA1C,Test,10404,10409
37,HBA1C,Test,10558,10563
38,HBA1C,Test,10794,10799
39,HBA1C,Test,10936,10941
40,HBA1C,Test,12026,12031
41,HBA1C,Test,12165,12170
42,HBA1C,Test,13398,13403
43,HBA1C,Test,13644,13649
44,HBA1C,Test,14614,14619
45,HBA1C,Test,14755,14760
46,HDL-C,Test,5804,5809
47,HDL-C,Test,7641,7646
48,HDL-C,Test,9184,9189
49,HDL-C,Test,10573,10578
50,HDL-C,Test,10952,10957
51,HDL-C,Test,13659,13664
52,LDL-C,Test,5786,5791
53,LDL-C,Test,7624,7629
54,LDL-C,Test,9131,9136
55,LDL-C,Test,10398,10403
56,LDL-C,Test,10551,10556
57,LDL-C,Test,10788,10793
58,LDL-C,Test,10930,10935
59,LDL-C,Test,13392,13397
60,LDL-C,Test,13638,13643
61,空腹血糖,Test,5757,5761
62,空腹血糖,Test,7658,7662
63,血肌酐,Test,5823,5826
64,高密度脂蛋白胆固醇,Test,5793,5802
65,高密度脂蛋白胆固醇,Test,9190,9199
66,高密度脂蛋白胆固醇,Test,12233,12243
67,高密度脂蛋白胆固醇,Test,14823,14833
68,低密度脂蛋白胆固醇,Test,5774,5784
69,低密度脂蛋白胆固醇,Test,9137,9146
70,低密度脂蛋白胆固醇,Test,12016,12025
71,低密度脂蛋白胆固醇,Test,14604,14613
72,谷丙转氨酶,Test,5811,5816
73,谷丙转氨酶,Test,9242,9247
74,谷草转氨酶,Test,5817,5822
75,总胆固醇,Test,5764,5768
76,总胆固醇,Test,7028,7032
77,体重指数,Test,5702,5706
78,体重指数,Test,6926,6930
79,体重指数,Test,10392,10396
80,体重指数,Test,10545,10549
81,体重指数,Test,10782,10786
82,体重指数,Test,10925,10929
83,体重指数,Test,12011,12015
84,体重指数,Test,13387,13391
85,体重指数,Test,13633,13637
86,体重指数,Test,14599,14603
87,收缩压,Test,6957,6960
88,收缩压,Test,10388,10391
89,收缩压,Test,10541,10544
90,收缩压,Test,10778,10781
91,收缩压,Test,10921,10924
92,收缩压,Test,12007,12010
93,收缩压,Test,13382,13385
94,收缩压,Test,13629,13632
95,收缩压,Test,14595,14598
96,舒张压,Test,5690,5693
97,舒张压,Test,6992,6995
98,AST,Test,7718,7721
99,AST,Test,9274,9277
100,ALT,Test,7707,7710
101,ALT,Test,9238,9241
102,颈动脉粥样硬化,Disease,5118,5125
103,颈动脉粥样硬化,Disease,8388,8395
104,颈动脉粥样硬化,Disease,10338,10345
105,颈动脉粥样硬化,Disease,11363,11370
106,颈动脉粥样硬化,Disease,12506,12513
107,颈动脉粥样硬化,Disease,14427,14434
108,颈动脉粥样硬化,Disease,15585,15593
109,颈动脉粥样硬化,Disease,16332,16339
110,动脉粥样硬化,Disease,1070,1076
111,动脉粥样硬化,Disease,4162,4169
112,动脉粥样硬化,Disease,4511,4517
113,动脉粥样硬化,Disease,8418,8424
114,动脉粥样硬化,Disease,9049,9055
115,动脉粥样硬化,Disease,9450,9456
116,动脉粥样硬化,Disease,11092,11098
117,动脉粥样硬化,Disease,11609,11615
118,动脉粥样硬化,Disease,12531,12537
119,动脉粥样硬化,Disease,13946,13953
120,动脉粥样硬化,Disease,14471,14478
121,周围动脉粥样硬化,Disease,16197,16205
122,下肢动脉粥样硬化,Disease,16222,16230
123,急性缺血性脑卒中,Disease,4304,4312
124,脑卒中,Disease,16298,16301
125,身高,Test,5694,5696
126,身高,Test,5713,5715
127,体重,Test,5697,5699
128,体重,Test,5709,5711
129,心血管疾病,Disease,15678,15683
130,心血管疾病,Disease,16318,16324
131,谷草转氨酶,Test,9278,9284
132,三酰甘油,Test,5769,5773
133,三酰甘油,Test,7594,7598
134,eGFR,Test,6396,6400
135,eGFR,Test,7729,7733
136,eGFR,Test,9313,9317
137,eGFR,Test,10415,10419
138,eGFR,Test,10568,10572
139,eGFR,Test,10805,10809
140,eGFR,Test,10946,10950
141,eGFR,Test,13408,13412
142,eGFR,Test,13654,13658
143,冠心病,Disease,357,360
144,冠心病,Disease,409,412
145,冠心病,Disease,467,470
146,冠心病,Disease,647,650
147,冠心病,Disease,897,900
148,冠心病,Disease,936,940
149,冠心病,Disease,1033,1037
150,冠心病,Disease,1078,1081
151,冠心病,Disease,4750,4753
152,冠心病,Disease,4790,4793
153,冠心病,Disease,6209,6212
154,冠心病,Disease,6214,6217
155,冠心病,Disease,6229,6232
156,冠心病,Disease,6237,6240
157,冠心病,Disease,7063,7066
158,冠心病,Disease,7188,7191
159,冠心病,Disease,7746,7749
160,冠心病,Disease,7899,7902
161,冠心病,Disease,8542,8545
162,冠心病,Disease,8669,8672
163,冠心病,Disease,9793,9797
164,冠心病,Disease,10346,10349
165,冠心病,Disease,10365,10368
166,冠心病,Disease,10490,10493
167,冠心病,Disease,10694,10697
168,冠心病,Disease,10736,10739
169,冠心病,Disease,10755,10758
170,冠心病,Disease,10881,10884
171,冠心病,Disease,11099,11102
172,冠心病,Disease,11935,11938
173,冠心病,Disease,12958,12961
174,冠心病,Disease,13100,13103
175,冠心病,Disease,13359,13363
176,冠心病,Disease,13536,13539
177,冠心病,Disease,13587,13590
178,冠心病,Disease,13751,13754
179,冠心病,Disease,14523,14526
180,冠心病,Disease,15123,15126
181,冠心病,Disease,15153,15156
182,冠心病,Disease,15219,15222
183,冠心病,Disease,15273,15276
184,冠心病,Disease,15314,15317
185,冠心病,Disease,15427,15430
186,冠心病,Disease,15627,15630
187,冠心病,Disease,15790,15793
188,冠心病,Disease,15941,15944
189,冠心病,Disease,15998,16001
190,冠心病,Disease,16410,16413
191,冠心病,Disease,16601,16604
192,冠心病,Disease,16622,16625
193,冠心病,Disease,16777,16780
194,收缩压,Test,5685,5689
195,IMT,Test,5215,5218
196,IMT,Test,5247,5250
197,IMT,Test,5273,5276
198,IMT,Test,15371,15374
199,IMT,Test,15467,15470
200,IMT,Test,15559,15562
201,冠状动脉造影,Test,5523,5529
202,肾小球滤过率,Test,9320,9326
203,肾小球滤过率,Test,12038,12044
204,肾小球滤过率,Test,14626,14633
205,颈动脉超声,Test,4341,4346
206,心脑血管疾病,Disease,184,190
207,血管彩超,Test,247,251
208,脑梗塞,Disease,413,416
209,脑梗塞,Disease,737,740
210,脑梗塞,Disease,901,904
211,脑梗塞,Disease,941,944
212,脑梗塞,Disease,1083,1086
213,缺血性心脏病,Disease,5493,5499
214,心肌梗死,Disease,5505,5509
215,脑梗塞,Disease,5571,5574
216,核磁共振检查,Test,5592,5598
217,高血压,Disease,5679,5682
218,糖尿病,Disease,5658,5661
219,脑梗塞,Disease,10740,10743
220,脑梗塞,Disease,11103,11106
221,脑梗塞,Disease,16781,16784
222,脑梗塞,Disease,16605,16608
223,脑梗塞,Disease,16626,16629
224,糖尿病,Disease,16672,16675
225,心脑血管疾病,Disease,16677,16683
226,动脉硬化,Disease,16707,16711
227,心血管事件,Disease,16551,16556
228,阿司匹林,Drug,16483,16487
229,心血管事件,Disease,16497,16502
230,脑梗塞,Disease,16414,16417
231,心血管事件,Disease,16354,16359
232,心血管事件,Disease,16249,16254
233,阿司匹林,Drug,16285,16289
234,脑梗塞,Disease,15945,15948
235,下肢动脉,Anatomy,15931,15935
236,颈动脉,Anatomy,15926,15929
237,脑梗塞,Disease,16002,16006
238,周围动脉,Anatomy,16015,16019
239,心血管系统,Anatomy,16021,16026
240,心脑血管,Anatomy,16032,16036
241,周围动脉硬化程度,Test,16050,16058
242,心脑血管病变,Disease,16065,16071
243,颈动脉,Anatomy,16126,16129
244,下肢动脉,Anatomy,16130,16134
245,高血压,Disease,16155,16158
246,高脂血症,Disease,16173,16177
247,脑梗塞,Disease,15795,15798
248,颈动脉,Anatomy,15900,15904
249,下肢动脉,Anatomy,15905,15909
250,脑梗塞,Disease,15631,15634
251,踝肱指数,Test,15651,15655
252,踝肱指数,Test,15695,15699
253,糖尿病,Disease,15700,15703
254,颈动脉,Anatomy,15555,15558
255,急性脑梗塞,Disease,15450,15456
256,颈动脉,Anatomy,15463,15466
257,急性脑梗塞,Disease,15491,15496
258,颈动脉,Anatomy,15364,15368
259,颈动脉粥样硬化,Reason,15305,15312
260,脑梗塞,Disease,15277,15280
261,脑梗塞,Disease,15223,15226
262,脑梗塞,Disease,15127,15130
263,脑梗塞,Disease,15157,15160
264,颈动脉或下肢动脉粥样硬化斑块或狭窄,Reason,15104,15122
265,动脉粥样硬化程度,Test,15140,15149
266,下肢动脉,Anatomy,14897,14901
267,脑梗塞,Disease,14919,14922
268,3~4级,Level,14903,14910
269,颈动脉,Anatomy,14935,14938
270,3~4级,Level,14940,14947
271,1~2级,Level,14955,14962
272,3级,Level,14977,14980
273,下肢动脉,Anatomy,14981,14985
274,4级,Level,14986,14989
275,脑梗塞,Disease,14999,15002
276,3级,Level,15038,15041
277,4级,Level,15049,15052
278,3或4级,Level,15060,15067
279,脑梗塞,Disease,15071,15075
280,心脑血管疾病,Disease,98,104
281,颈动脉,Anatomy,255,259
282,下肢动脉,Anatomy,260,264
283,内-中膜厚度,Test,264,270
284,粥样硬化斑块,Test,271,277
285,管腔直径,Test,278,282
286,1级,Level,308,311
287,2级,Level,322,325
288,3级,Level,336,339
289,4级,Level,351,354
290,颈动脉,Anatomy,440,443
291,1级,Level,444,447
292,颈动脉,Anatomy,452,455
293,3级,Level,456,459
294,4级,Level,461,464
295,脑梗塞,Disease,543,546
296,下肢动脉,Anatomy,620,624
297,下肢动脉,Anatomy,633,637
298,1级,Level,625,628
299,下肢动脉,Anatomy,721,725
300,颈动脉,Anatomy,847,850
301,下肢动脉,Anatomy,851,855
302,颈动脉,Anatomy,872,875
303,下肢动脉,Anatomy,876,880
304,动脉,Anatomy,920,922
305,脑梗塞,Disease,1038,1041
306,心脑血管疾病,Disease,4127,4133
307,颈动脉和下肢动脉粥样硬化,Reason,4114,4126
308,远端血管,Anatomy,4194,4198
