,entity,label,start,end
0,2型糖尿病,Disease,40,46
1,2型糖尿病,Disease,124,130
2,2型糖尿病,Disease,2414,2420
3,2型糖尿病,Disease,5157,5163
4,糖尿病肾病,Disease,8936,8941
5,HBA1C,Test,4333,4338
6,HBA1C,Test,5269,5274
7,HBA1C,Test,6913,6918
8,HBA1C,Test,7042,7047
9,HBA1C,Reason,8927,8932
10,HBA1C,Test,9023,9028
11,LDL-C,Reason,346,351
12,LDL-C,Test,1544,1549
13,LDL-C,Test,4665,4670
14,LDL-C,Test,5055,5060
15,LDL-C,Test,5258,5263
16,LDL-C,Test,5724,5729
17,LDL-C,Test,6815,6820
18,LDL-C,Test,6857,6862
19,LDL-C,Reason,8151,8156
20,T2DM,Disease,131,135
21,T2DM,Disease,233,237
22,T2DM,Disease,360,364
23,T2DM,Disease,380,384
24,T2DM,Disease,438,442
25,T2DM,Disease,466,470
26,T2DM,Disease,1070,1074
27,T2DM,Disease,1223,1227
28,T2DM,Disease,1611,1615
29,T2DM,Disease,1760,1764
30,T2DM,Disease,2421,2425
31,T2DM,Disease,2507,2511
32,T2DM,Disease,2543,2547
33,T2DM,Disease,2642,2646
34,T2DM,Disease,3994,3998
35,T2DM,Disease,5791,5795
36,T2DM,Disease,5905,5909
37,T2DM,Disease,5988,5992
38,T2DM,Disease,6028,6032
39,T2DM,Disease,6048,6052
40,T2DM,Disease,6230,6234
41,T2DM,Disease,6456,6460
42,T2DM,Disease,6785,6789
43,T2DM,Disease,7281,7285
44,T2DM,Disease,7331,7335
45,T2DM,Disease,7396,7400
46,T2DM,Disease,7554,7558
47,T2DM,Disease,8162,8166
48,T2DM,Disease,9054,9058
49,T2DM,Disease,9074,9078
50,T2DM,Disease,9197,9201
51,尿白蛋白,Test,4650,4654
52,血肌酐,Test,3718,3721
53,血肌酐,Test,4353,4356
54,低密度脂蛋白胆固醇,Reason,336,345
55,低密度脂蛋白胆固醇,Reason,414,423
56,低密度脂蛋白胆固醇,Test,5061,5070
57,低密度脂蛋白胆固醇,Test,5730,5739
58,体重指数,Reason,317,321
59,体重指数,Reason,408,412
60,体重指数,Test,4279,4283
61,体重指数,Test,5239,5243
62,体重指数,Test,8615,8619
63,GFR,Test,2953,2956
64,收缩压,Reason,328,331
65,收缩压,Test,4304,4307
66,收缩压,Test,5250,5253
67,收缩压,Reason,8142,8146
68,舒张压,Test,4315,4318
69,肾功能,Test,2396,2399
70,尿酸,Test,4699,4701
71,尿酸,Test,5255,5257
72,甘油三酯,Test,4682,4686
73,甘油三酯,Test,5264,5268
74,BMI,Test,1438,1441
75,BMI,Test,1690,1693
76,BMI,Test,3062,3065
77,BMI,Test,3081,3084
78,慢性肾脏病,Disease,150,155
79,CKD,Disease,180,183
80,CKD,Disease,243,246
81,蛋白尿,Symptom,277,280
82,CKD,Disease,430,433
83,CKD,Disease,368,371
84,CKD,Disease,390,393
85,年龄,Reason,314,316
86,糖尿病病程,Reason,322,327
87,吸烟,Reason,353,356
88,年龄,Reason,399,401
89,糖尿病病程,Reason,402,407
90,CKD,Disease,479,482
91,尿蛋白,Test,494,497
92,eGFR,Test,498,502
93,肾小管功能,Test,509,514
94,肾脏形态学检查,Test,515,523
95,CKD,Disease,2190,2193
96,终末期肾病,Disease,2219,2224
97,终末期肾病,Disease,2258,2263
98,CKD,Disease,2327,2330
99,糖尿病,Disease,2321,2324
100,糖尿病,Disease,2360,2363
101,糖尿病,Disease,2389,2392
102,CKD,Disease,2429,2432
103,CKD,Disease,2448,2451
104,肾小球滤过率,Test,2458,2464
105,尿蛋白,Test,2465,2468
106,CKD,Disease,2517,2520
107,CKD,Disease,2551,2554
108,CKD,Disease,2561,2564
109,尿蛋白,Test,2678,2681
110,肾小管指标,Test,2682,2687
111,eGFR,Test,2706,2710
112,感染,Disease,2723,2725
113,酮症,Disease,2727,2729
114,糖尿病非酮症高渗性昏迷,Disease,2730,2741
115,急性心脑血管病,Disease,2742,2749
116,血管紧张素转换酶抑制剂,Drug,2768,2779
117,利尿剂,Drug,2794,2797
118,肾脏肿瘤,Disease,2803,2807
119,单侧肾切除,Operation,2824,2829
120,慢性肾脏病,Disease,2909,2914
121,肾小球滤过率,Test,2946,2952
122,超重,Disease,3016,3018
123,肥胖,Disease,3019,3021
124,<28kg/m2,Test_Value,3066,3077
125,≥28kg/m2,Test_Value,3084,3095
126,尿N-乙酰-D-氨基葡萄糖苷酶,Test,3109,3125
127,NAG,Test,3128,3131
128,β2-微球蛋白,Test,3135,3142
129,肾小管功能损伤,Disease,3161,3168
130,eGFR,Test,3239,3243
131,eGFR,Test,3249,3253
132,CKD,Disease,3876,3879
133,CKD,Disease,4004,4007
134,单纯蛋白尿,Symptom,4038,4043
135,CKD,Disease,5799,5802
136,蛋白尿,Symptom,5827,5830
137,肾小管受损,Symptom,5875,5880
138,肾脏B超异常,Symptom,5891,5900
139,CKD,Disease,5913,5916
140,CKD,Disease,6036,6039
141,CKD,Disease,6056,6059
142,CKD,Disease,5996,5999
143,CKD,Disease,6093,6096
144,CKD,Disease,6238,6241
145,CKD,Disease,6291,6294
146,CKD,Disease,6334,6337
147,CKD,Disease,6370,6373
148,CKD,Disease,6398,6401
149,CKD,Disease,6438,6441
150,高血压,Disease,6463,6466
151,CKD,Disease,6468,6471
152,CKD,Disease,6571,6574
153,高血压,Disease,6537,6540
154,CKD,Disease,6609,6612
155,高血压,Disease,6617,6620
156,CKD,Disease,6718,6721
157,CKD,Disease,6673,6676
158,CKD,Disease,6793,6796
159,CKD,Disease,6837,6840
160,≥2.6mmol/L,Test_Value,6820,6834
161,CKD,Disease,7052,7055
162,CKD,Disease,7101,7104
163,糖尿病,Disease,7084,7087
164,eGFR,Test,7203,7207
165,CKD,Disease,7134,7137
166,糖尿病,Disease,7126,7129
167,蛋白尿,Test,7198,7201
168,NAG,Test,7225,7228
169,β2-MG,Test,7231,7236
170,CKD,Disease,7265,7268
171,CKD,Disease,7289,7292
172,CKD,Disease,7339,7342
173,糖尿病,Disease,7367,7370
174,CKD,Disease,7404,7407
175,eGFR,Test,7422,7426
176,糖尿病,Disease,7461,7464
177,糖尿病,Disease,7472,7475
178,肾小球滤过率,Test,7490,7496
179,蛋白尿,Test,7607,7610
180,CKD,Disease,7562,7565
181,肾小管功能,Test,7624,7629
182,CKD,Disease,7664,7667
183,肾小管指标检测,Test,7678,7686
184,CKD,Disease,7720,7723
185,NAG,Test,7790,7793
186,β2-MG,Test,7838,7843
187,NAG,Test,7848,7851
188,NAG,Test,7902,7905
189,β2-MG,Test,7908,7913
190,CKD,Disease,7933,7936
191,CKD,Disease,7960,7963
192,年龄,Reason,8129,8131
193,糖尿病病程,Reason,8136,8141
194,血尿酸,Reason,8147,8150
195,CKD,Disease,8170,8173
196,CKD,Disease,8191,8194
197,蛋白尿,Symptom,8216,8219
198,CKD,Disease,8246,8249
199,CKD,Disease,8273,8276
200,血糖,Reason,8306,8308
201,血压,Reason,8309,8311
202,血脂,Reason,8313,8315
203,CKD,Disease,8317,8320
204,CKD,Disease,8358,8361
205,糖尿病肾病,Disease,8382,8388
206,糖尿病,Disease,8389,8392
207,CKD,Disease,8426,8429
208,CKD,Disease,8478,8481
209,CKD,Disease,8502,8505
210,肥胖,Reason,8560,8562
211,LDL-C升高,Reason,8564,8572
212,CKD,Disease,8595,8598
213,CKD,Disease,8607,8610
214,CKD,Disease,8633,8636
215,超重,Disease,8643,8645
216,肥胖,Disease,8646,8648
217,高血压,Disease,8676,8679
218,CKD,Disease,8709,8712
219,CKD,Disease,8723,8726
220,高血压,Disease,8774,8777
221,蛋白尿,Symptom,8779,8782
222,高血压,Disease,8816,8819
223,尿蛋白排泄增加,Symptom,8912,8920
224,CKD,Disease,9003,9006
225,晚期,Level,9007,9009
226,CKD,Disease,9048,9051
227,CKD,Disease,9086,9089
228,尿蛋白,Test,9115,9118
229,eGFR,Test,9120,9124
230,肾小管功能,Test,9131,9136
231,肾脏形态学检查,Test,9137,9145
232,蛋白尿,Test,9167,9170
233,eGFR,Test,9171,9175
234,肾小管指标,Test,9176,9181
235,肾脏形态学检查,Test,9182,9190
236,CKD,Disease,9205,9208
237,<30mg,Test_Value,3473,3479
238,30~299mg,Test_Value,3504,3515
239,≥300mg,Test_Value,3540,3547
240,β2-MG,Test,3675,3680
241,β2-MG,Test,3681,3686
242,0.3mg/L,Test_Value,3694,3705
243,心血管疾病,Disease,8575,8580
244,体重指数,Test,3056,3061
245,eGFR,Test,1967,1971
246,eGFR,Test,4713,4717
247,eGFR,Test,5072,5076
248,CKD,Disease,205,208
249,CKD,Disease,1135,1138
250,CKD,Disease,1189,1192
251,CKD,Disease,1263,1266
252,CKD,Disease,1643,1646
253,CKD,Disease,1706,1709
254,CKD,Disease,1891,1894
255,CKD,Disease,3948,3951
256,CKD,Disease,3956,3959
257,CKD,Disease,3984,3987
258,CKD,Disease,4218,4221
259,CKD,Disease,4227,4230
260,CKD,Disease,4370,4373
261,CKD,Disease,4497,4500
262,CKD,Disease,4748,4751
263,CKD,Disease,4883,4886
264,CKD,Disease,5024,5027
265,CKD,Disease,5126,5129
266,CKD,Disease,6642,6645
267,CKD,Disease,6755,6758
268,CKD,Disease,6985,6988
269,血肌酐,Test,3267,3270
270,肾功能,Test,2381,2384
271,血糖,Test,8978,8980
272,血糖,Test,8995,8997
273,血糖,Test,9039,9041
274,尿微量白蛋白,Test,3404,3410
275,肾小球滤过率,Test,5080,5086
276,视网膜病变,Disease,4343,4348
277,BMI,Test,5948,5951
278,心血管事件,Disease,2213,2218
279,泌尿系感染,Disease,2758,2763
280,慢性肾脏病,Disease,50,55
281,血尿酸,Reason,332,335
282,慢性肾病,Disease,2185,2189
283,糖尿病,Disease,2317,2320
284,肾小管,Anatomy,2475,2478
285,代谢病,Disease,2626,2629
286,降低,Test_Value,2957,2959
287,超重,Disease,3036,3038
288,肥胖症,Disease,3039,3042
289,超重,Disease,3050,3052
290,24≤,Test_Value,3053,3056
291,肥胖,Disease,3078,3080
292,肾小管功能损伤,Disease,3098,3105
293,异常,Test_Value,3155,3157
294,微量白蛋白尿,Symptom,3517,3523
295,大量白蛋白尿,Symptom,3549,3555
296,24h尿总蛋白,Test,3563,3572
297,尿NAG,Test,3618,3623
298,NAG,Test,3624,3627
299,12mg/L,Test_Value,3635,3644
300,单纯肾脏B超异常,Symptom,4100,4110
301,肾脏增大,Symptom,4113,4117
302,肾脏缩小,Symptom,4118,4122
303,双肾皮质变薄,Symptom,4123,4129
304,多囊肾,Symptom,4130,4133
305,单个肾囊肿,Symptom,4150,4155
306,微量白蛋白尿,Symptom,5833,5839
307,年龄,Reason,6064,6066
308,年龄,Reason,5945,5947
309,糖尿病病程,Reason,5952,5957
310,吸烟,Reason,5984,5986
311,高血压,Disease,6500,6503
312,超重,Disease,6665,6667
313,肥胖,Disease,6669,6671
314,肥胖,Disease,6712,6714
315,超重,Disease,6751,6753
