,entity,label,start,end
0,1型糖尿病,Disease,2685,2691
1,1型糖尿病,Disease,2707,2713
2,1型糖尿病,Disease,2884,2890
3,1型糖尿病,Disease,2999,3005
4,1型糖尿病,Disease,3297,3303
5,2型糖尿病,Disease,6386,6392
6,糖尿病肾病,Disease,6577,6583
7,HBA1C,Test,1236,1241
8,HBA1C,Test,3035,3040
9,谷丙转氨酶,Test,1074,1079
10,谷丙转氨酶,Test,1736,1741
11,谷草转氨酶,Test,1041,1046
12,谷草转氨酶,Test,1720,1725
13,体重指数,Test,869,873
14,体重指数,Test,2492,2496
15,体重指数,Test,3161,3165
16,体重指数,Test,5203,5207
17,肝功能,Test,1697,1700
18,肝功能,Test,3626,3629
19,肝功能,Test,3661,3664
20,肝功能,Test,3778,3781
21,肾功能,Test,1344,1347
22,尿酮,Test,3052,3054
23,身高,Test,859,861
24,体重,Test,742,744
25,体重,Test,850,852
26,体重,Test,2114,2116
27,胰腺纤维钙化性糖尿病,Disease,291,301
28,FCPD,Disease,339,343
29,Z型糖尿病,Disease,387,393
30,FCPD,Disease,512,516
31,口干,Symptom,555,557
32,多饮,Symptom,558,560
33,多尿,Symptom,561,563
34,消瘦,Symptom,564,566
35,2年,Duration,567,570
36,口干,Symptom,600,602
37,多饮,Symptom,603,605
38,多尿,Symptom,606,608
39,多食,Symptom,610,612
40,消瘦,Symptom,613,615
41,大便次数增多,Symptom,616,622
42,黄色稀便,Symptom,637,641
43,指尖血糖,Test,691,695
44,>20mmol/L,Test_Value,695,708
45,39kg,Test_Value,853,858
46,170cm,Test_Value,862,868
47,13.49kg/m2,Test_Value,874,888
48,慢性病容,Symptom,889,893
49,消瘦体型,Symptom,894,898
50,皮肤干燥,Symptom,899,903
51,弹性差,Symptom,904,907
52,毛发稀疏,Symptom,908,912
53,肱三头肌皮褶厚度,Test,913,922
54,4mm,Test_Value,923,927
55,舟状腹,Symptom,942,945
56,腹部无压痛,Symptom,946,952
57,肝脾肋下未及,Symptom,953,959
58,双下肢无浮肿,Symptom,960,966
59,双侧足背动脉搏动有力,Symptom,967,977
60,血糖,Test,987,989
61,30.7mmol/L,Test_Value,990,1004
62,阴性,Test_Value,1038,1040
63,233IU/L,Test_Value,1047,1057
64,161IU/L,Test_Value,1080,1090
65,谷氨酰转肽酶,Test,1106,1112
66,968IU/L,Test_Value,1113,1123
67,糖类抗原CA199,Test,1139,1149
68,102.2U/ml,Test_Value,1150,1163
69,空腹C肽,Test,1191,1197
70,0.2ng/ml,Test_Value,1198,1210
71,0.49ng/ml,Test_Value,1222,1235
72,12.7%,Test_Value,1242,1248
73,胰岛素抗体,Test,1251,1256
