,entity,label,start,end
0,2型糖尿病,Disease,186,192
1,心血管疾病,Disease,77,82
2,动脉粥样硬化,Reason,102,108
3,代谢综合征,Disease,124,129
4,代谢综合征,Disease,174,180
5,心血管疾病,Disease,341,346
6,甘油三酯,Test,436,440
7,腰围,Test,441,443
8,甘油三酯,Test,472,476
9,腰围,Test,477,479
10,其多个单核苷酸多态性(SNPs),Reason,228,245
11,SNPs,Reason,293,297
12,PPARs基因多态性,Reason,39,50
13,高甘油三酯性腰围,Symptom,51,59
14,心血管事件,Disease,109,114
15,腹型肥胖,Symptom,153,157
16,高甘油三酯性腰围,Reason,162,170
17,心血管,Disease,193,196
18,PPARs基因多态性,Reason,216,227
19,高甘油三酯性腰围,Reason,259,267
20,高甘油三酯性腰围,Reason,323,331
21,甘油三酯增高,Reason,145,152
