,entity,label,start,end
0,2型糖尿病,Disease,96,102
1,2型糖尿病,Disease,150,156
2,2型糖尿病,Disease,208,214
3,2型糖尿病,Disease,1155,1161
4,2型糖尿病,Disease,1535,1541
5,2型糖尿病,Disease,1640,1646
6,2型糖尿病,Disease,1685,1691
7,2型糖尿病,Disease,1728,1734
8,2型糖尿病,Disease,1822,1828
9,2型糖尿病,Disease,1910,1917
10,2型糖尿病,Disease,1930,1936
11,2型糖尿病,Disease,2117,2123
12,2型糖尿病,Disease,2348,2354
13,2型糖尿病,Disease,2508,2514
14,2型糖尿病,Disease,2608,2614
15,2型糖尿病,Disease,2750,2756
16,2型糖尿病,Disease,3590,3596
17,2型糖尿病,Disease,3875,3881
18,2型糖尿病,Disease,3902,3908
19,2型糖尿病,Disease,3971,3977
20,2型糖尿病,Disease,4071,4077
21,2型糖尿病,Disease,4145,4151
22,2型糖尿病,Disease,4302,4308
23,2型糖尿病,Disease,4351,4357
24,2型糖尿病,Disease,4685,4692
25,2型糖尿病,Disease,4722,4728
26,2型糖尿病,Disease,4798,4804
27,2型糖尿病,Disease,4951,4957
28,2型糖尿病,Disease,5011,5017
29,2型糖尿病,Disease,5062,5068
30,2型糖尿病,Disease,5110,5116
31,2型糖尿病,Disease,5188,5194
32,2型糖尿病,Disease,5226,5232
33,2型糖尿病,Disease,5385,5391
34,2型糖尿病,Disease,5458,5464
35,2型糖尿病,Disease,5560,5566
36,2型糖尿病,Disease,6361,6368
37,2型糖尿病,Disease,6664,6670
38,2型糖尿病,Disease,6691,6697
39,2型糖尿病,Disease,6710,6716
40,2型糖尿病,Disease,6786,6792
41,2型糖尿病,Disease,7010,7016
42,2型糖尿病,Disease,7273,7279
43,2型糖尿病,Disease,7320,7326
44,2型糖尿病,Disease,7341,7347
45,2型糖尿病,Disease,7642,7648
46,2型糖尿病,Disease,8012,8018
47,2型糖尿病,Disease,8073,8079
48,2型糖尿病,Disease,8099,8105
49,2型糖尿病,Disease,1315,1321
50,2型糖尿病,Disease,4282,4288
51,磺脲类药物,Drug,7471,7476
52,HBA1C,Test,5271,5276
53,二甲双胍,Drug,4741,4745
54,二甲双胍,Drug,5182,5186
55,二甲双胍,Drug,5259,5263
56,二甲双胍,Drug,5351,5355
57,二甲双胍,Drug,5422,5426
58,二甲双胍,Drug,5551,5555
59,二甲双胍,Drug,6010,6014
60,二甲双胍,Drug,6834,6838
61,空腹血糖,Test,2924,2928
62,空腹血糖,Test,5744,5748
63,空腹血糖,Test,5917,5921
64,体重指数,Test,1559,1563
65,体重指数,Test,1602,1606
66,体重指数,Test,1614,1618
67,体重指数,Test,6677,6681
68,体重指数,Test,6725,6729
69,体重指数,Test,7119,7123
70,体重指数,Test,7142,7146
71,体重指数,Test,7179,7183
72,腰围,Test,6682,6684
73,腰围,Test,6730,6732
74,HOMA-IR,Test,3104,3111
75,HOMA-IR,Test,3150,3157
76,HOMA-IR,Test,3522,3529
77,动脉粥样硬化,Disease,1829,1835
78,糖尿病前期,Disease,5082,5087
79,糖尿病前期,Disease,5337,5342
80,糖尿病前期,Disease,5989,5994
81,空腹胰岛素,Test,3095,3100
82,空腹胰岛素,Test,3515,3520
