,entity,label,start,end
0,HDL-C,Test,3400,3405
1,HDL-C,Test,4355,4360
2,HDL-C,Test,5423,5428
3,HDL-C,Test,5991,5996
4,LDL-C,Test,3418,3423
5,LDL-C,Test,4361,4366
6,LDL-C,Test,5440,5445
7,LDL-C,Test,6007,6012
8,空腹血糖,Test,3099,3104
9,空腹血糖,Test,4875,4879
10,尿素氮,Test,648,651
11,尿素氮,Test,3441,3444
12,尿素氮,Test,4367,4370
13,尿素氮,Test,5458,5461
14,血肌酐,Test,3152,3155
15,血肌酐,Test,3445,3448
16,TC,Test,3386,3388
17,TC,Test,4352,4354
18,TG,Test,3430,3432
19,TG,Test,4349,4351
20,高密度脂蛋白胆固醇,Test,628,637
21,高密度脂蛋白胆固醇,Test,3390,3399
22,高密度脂蛋白胆固醇,Test,5997,6006
23,低密度脂蛋白胆固醇,Test,638,647
24,低密度脂蛋白胆固醇,Test,6013,6022
25,总胆固醇,Test,622,626
26,总胆固醇,Test,3380,3385
27,总胆固醇,Test,5408,5412
28,体重指数,Test,606,610
29,体重指数,Test,3313,3317
30,体重指数,Test,4331,4335
31,体重指数,Test,4838,4842
32,收缩压,Test,3041,3044
33,收缩压,Test,3291,3294
34,收缩压,Test,4336,4339
35,收缩压,Test,4853,4856
36,舒张压,Test,3075,3078
37,舒张压,Test,3295,3298
38,舒张压,Test,4340,4343
39,舒张压,Test,4864,4867
40,腰围,Test,3287,3289
41,尿酸,Test,151,153
42,尿酸,Test,739,741
43,尿酸,Test,2290,2292
44,尿酸,Test,2417,2419
45,尿酸,Test,2527,2529
46,尿酸,Test,2651,2653
47,尿酸,Test,2716,2718
48,尿酸,Test,3434,3436
49,尿酸,Test,6118,6120
50,尿酸,Test,6190,6192
51,尿酸,Test,6230,6232
52,尿酸,Test,6348,6350
53,尿酸,Test,6505,6507
54,尿酸,Test,6514,6516
55,尿酸,Test,6568,6570
56,尿酸,Test,6578,6580
57,代谢综合征,Disease,6088,6093
58,甘油三酯,Test,617,621
59,甘油三酯,Test,3425,3429
60,甘油三酯,Test,4891,4895
61,身高,Test,3278,3280
62,体重,Test,3281,3283
63,高尿酸血症,Disease,124,129
64,原发性高尿酸血症,Disease,234,242
65,聚合酶链反应技术,Test,250,258
