,entity,label,start,end
0,2型糖尿病,Disease,95,101
1,2型糖尿病,Disease,182,188
2,2型糖尿病,Disease,399,405
3,2型糖尿病,Disease,1746,1752
4,2型糖尿病,Disease,2162,2168
5,2型糖尿病,Disease,2529,2535
6,2型糖尿病,Disease,6088,6094
7,HBA1C,Test,2308,2313
8,HBA1C,Test,2391,2396
9,HBA1C,Test,3034,3039
10,HBA1C,Test,4037,4042
11,HBA1C,Test,4742,4747
12,HBA1C,Test,4941,4946
13,HBA1C,Test,5006,5011
14,空腹血糖,Test,3018,3022
15,空腹血糖,Test,4025,4029
16,FPG,Test,4031,4034
17,FPG,Test,4738,4741
18,FPG,Test,4937,4940
19,FPG,Test,5002,5005
20,体重指数,Test,2999,3003
21,体重指数,Test,3967,3971
22,收缩压,Test,4345,4348
23,腰臀比,Test,3014,3017
24,腰臀比,Test,3977,3980
25,腰臀比,Test,4733,4736
26,腰围,Test,3961,3963
27,臀围,Test,3958,3960
28,超敏C反应蛋白,Test,3846,3855
29,超敏C反应蛋白,Test,4057,4066
30,动脉粥样硬化,Disease,1921,1927
31,动脉粥样硬化,Disease,5825,5831
32,ABI,Test,1875,1878
33,ABI,Test,2585,2588
34,ABI,Test,2691,2694
35,ABI,Test,4271,4274
36,ABI,Test,4364,4367
37,ABI,Test,4506,4509
38,ABI,Test,4775,4778
39,ABI,Test,4867,4870
40,BMI,Test,3972,3975
41,BMI,Test,4729,4732
42,身高,Test,3955,3957
43,维生素D,Drug,2908,2913
44,血钙,Test,4044,4046
45,亚临床大血管病变,Disease,172,180
46,骨化三醇,Drug,192,196
47,骨化三醇,Drug,269,273
48,超敏C反应蛋白,Test,319,329
49,可溶性CD36,Test,330,338
50,cIMT,Test,341,345
51,踝肱指数,Test,362,366
52,骨化三醇,Drug,381,385
53,亚临床大血管病变,Disease,406,414
54,cIMT,Test,418,422
55,亚临床大血管病变,Disease,442,450
56,骨化三醇,Drug,452,456
57,心血管疾病,Disease,1755,1760
58,亚临床大血管病变,Disease,1781,1789
59,颈动脉斑块,Disease,1862,1867
60,亚临床大血管病变,Disease,1893,1901
61,亚临床大血管病变,Disease,1910,1918
62,糖尿病,Disease,1933,1936
63,糖尿病,Disease,1972,1975
64,骨化三醇,Drug,2063,2067
65,亚临床大血管病变,Disease,2073,2082
66,亚临床大血管病变,Disease,2141,2149
67,糖尿病,Disease,2331,2335
68,糖尿病,Disease,2413,2416
69,高血压,Disease,2444,2447
70,颈动脉B超,Test,2544,2551
71,颈动脉超声,Test,2653,2659
72,亚临床大血管病变,Disease,2664,2672
73,肝肾疾病,Disease,2712,2716
74,临床心脑血管疾病,Disease,2720,2729
75,脑梗死,Disease,2730,2733
76,脑出血,Disease,2734,2737
77,心肌梗死,Disease,2738,2742
78,恶性心律失常,Disease,2743,2749
79,外周血管疾病,Disease,2752,2759
80,急性感染,Disease,2798,2802
81,中毒,Disease,2803,2805
82,肿瘤,Disease,2806,2808
83,血液系统疾病,Disease,2826,2832
84,糖皮质激素,Drug,2840,2845
85,非甾体类抗炎药,Drug,2858,2865
86,阿司匹林,Drug,2887,2891
87,hs-CRP,Test,3049,3055
88,cIMT,Test,3473,3477
89,糖尿病,Disease,3930,3933
90,25(OH)D,Test,4078,4085
91,sCD36,Test,4086,4091
92,颈动脉彩超,Test,4107,4112
93,CCA分叉处,Anatomy,4171,4178
94,颈内动脉颅外段,Anatomy,4179,4186
95,IMT,Test,4211,4214
96,肱动脉压,Test,4296,4300
97,肱动脉压,Test,4356,4361
98,血糖,Test,4385,4387
99,骨化三醇,Drug,4394,4398
100,血糖,Test,4458,4460
101,颈动脉超声,Test,4499,4504
102,糖尿病,Disease,4723,4726
103,hs-CRP,Test,4748,4754
104,sCD36,Test,4755,4760
105,25(OH)D,Test,4761,4768
106,IMT,Test,4769,4772
107,hs-CRP,Test,4819,4825
108,sCD36,Test,4826,4831
109,IMT,Test,4834,4837
110,hs-CRP,Test,4947,4953
111,sCD36,Test,4955,4960
112,cIMT,Test,4963,4967
113,25(OH)D,Test,4974,4981
114,cIMT,Test,5013,5017
115,骨化三醇,Drug,5043,5047
116,肾脏,Anatomy,5071,5073
117,骨化三醇,Drug,5153,5157
118,主动脉窦硬化,Disease,5171,5178
119,糖尿病,Disease,5211,5214
120,巨噬细胞,Anatomy,5326,5330
121,泡沫细胞,Anatomy,5354,5358
122,骨化三醇,Drug,5394,5398
123,cIMT,Test,5406,5410
124,hs-CRP,Test,5424,5430
125,sCD36,Test,5431,5436
126,骨化三醇,Drug,5448,5452
127,糖尿病,Disease,5456,5459
128,动脉硬化,Disease,5467,5471
129,hs-CRP,Test,5515,5521
130,颈动脉IMT,Test,5541,5548
131,骨化三醇,Drug,5580,5584
132,动脉硬化,Disease,5624,5628
133,骨化三醇,Drug,5635,5639
134,hs-CRP,Test,5652,5658
135,糖尿病,Disease,5661,5664
