,entity,label,start,end
0,1型糖尿病,Disease,3532,3538
1,2型糖尿病,Disease,3102,3108
2,2型糖尿病,Disease,4357,4363
3,2型糖尿病,Disease,7840,7846
4,2型糖尿病,Disease,7889,7895
5,HBA1C,Test,4748,4753
6,HBA1C,Test,5508,5513
7,HDL-C,Test,590,595
8,HDL-C,Test,2561,2566
9,HDL-C,Test,4187,4192
10,HDL-C,Test,4806,4811
11,HDL-C,Test,5629,5634
12,HDL-C,Test,6064,6069
13,HDL-C,Test,6461,6466
14,HDL-C,Test,6659,6664
15,空腹血糖,Test,344,348
16,空腹血糖,Test,534,538
17,空腹血糖,Test,4324,4328
18,空腹血糖,Test,4331,4335
19,空腹血糖,Test,4710,4714
20,空腹血糖,Test,5163,5167
21,空腹血糖,Test,6331,6335
22,空腹血糖,Test,6551,6555
23,空腹血糖,Test,7881,7885
24,FPG,Test,349,352
25,MS,Disease,306,308
26,MS,Disease,313,315
27,空腹胰岛素,Test,354,359
28,肝肾功能,Test,360,364
29,血脂,Test,365,367
30,腰臀比,Test,380,383
31,体重指数,Test,374,379
32,MS,Disease,416,418
33,体重指数,Test,512,516
34,腰臀比,Test,518,521
35,SHBG,Test,524,528
36,舒张压,Test,530,533
37,空腹胰岛素,Test,539,544
38,HOMA-IR,Test,545,552
39,甘油三酯,Test,553,557
40,SHBG,Test,573,577
41,高密度脂蛋白胆固醇,Test,580,589
42,体重指数,Test,638,643
43,腰臀比,Test,644,647
44,HOMA-IR,Test,649,656
45,SHBG,Test,660,664
46,MS,Disease,667,669
47,SHBG,Test,739,743
48,MS,Disease,878,880
49,性激素结合球蛋白,Test,904,912
50,代谢综合征,Disease,914,919
51,代谢综合征,Disease,3004,3009
52,心血管疾病,Disease,3095,3100
53,肝脏,Anatomy,3174,3176
54,胰岛素抵抗,Disease,3242,3247
55,糖尿病,Disease,3248,3251
56,代谢综合征,Disease,3253,3258
57,MS,Disease,3287,3289
58,MS,Disease,3326,3328
59,MS,Disease,3341,3343
60,继发性糖尿病,Disease,3539,3546
61,继发性肥胖,Disease,3547,3552
62,血压,Test,3671,3673
63,身高,Test,3621,3623
64,体重,Test,3624,3626
65,腰围,Test,3627,3629
66,臀围,Test,3630,3632
67,血压,Test,3633,3636
68,全身脂肪含量,Test,3637,3643
69,体重,Test,3711,3713
70,身高,Test,3714,3717
71,体重,Test,3723,3725
72,腰围,Test,3734,3736
73,肩,Anatomy,3745,3746
74,肋弓下缘,Anatomy,3753,3757
75,髂前上嵴,Anatomy,3758,3762
76,臀围,Test,3773,3775
77,臀部,Anatomy,3776,3778
78,体重指数,Test,3787,3792
79,体重,Test,3794,3796
80,身高,Test,3802,3804
81,腰臀比,Test,3810,3813
82,腰围,Test,3814,3816
83,臀围,Test,3822,3824
84,血糖,Test,3916,3918
85,胰岛素,Test,3919,3922
86,肝功能,Test,3923,3927
87,血脂,Test,3928,3930
88,肾功能,Test,3931,3934
89,性激素结合球蛋白,Test,3935,3943
90,体重指数,Test,6527,6531
91,腰臀比,Test,6532,6535
92,SHBG,Test,6539,6543
93,舒张压,Test,6547,6550
94,空腹胰岛素,Test,6556,6561
95,HOMA-IR,Test,6562,6570
96,甘油三酯,Test,6572,6576
97,SHBG,Test,6652,6656
98,SHBG,Test,6712,6716
99,SHBG,Test,6797,6801
100,MS,Disease,6808,6810
101,MS,Disease,6896,6898
102,代谢综合征,Disease,6899,6904
103,MS,Disease,6933,6935
104,SHBG,Test,6936,6940
105,性激素结合球蛋白,Test,6941,6950
106,MS,Disease,7164,7166
107,SHBG,Test,7212,7216
108,SHBG,Test,7259,7263
109,MS,Disease,7384,7386
110,MS,Disease,7453,7455
111,MS,Disease,7542,7544
112,MS,Disease,7559,7561
113,MS,Disease,7582,7584
114,体重指数,Test,7598,7602
115,腰臀比,Test,7604,7607
116,MS,Disease,7617,7619
117,体重指数,Test,7661,7666
118,腰臀比,Test,7667,7670
119,HOMA-IR,Test,7672,7679
120,SHBG,Test,7692,7696
121,MS,Disease,7699,7701
122,肝脏,Anatomy,7725,7727
123,大脑,Anatomy,7735,7737
124,子宫,Anatomy,7738,7740
125,睾丸,Anatomy,7741,7743
126,胎盘,Anatomy,7744,7746
127,SHBG,Test,7830,7834
128,血睾酮,Test,7926,7929
129,总睾酮,Test,7940,7943
130,SHBG,Test,7945,7949
131,SHBG,Test,8000,8004
132,MS,Disease,8016,8018
133,MS,Disease,8078,8080
134,总睾酮,Test,8109,8112
135,代谢综合征,Disease,8117,8122
136,糖尿病,Disease,8123,8126
137,MS,Disease,8160,8162
138,睾酮,Test,8179,8181
139,MS,Disease,8183,8185
140,MS,Disease,8222,8224
141,SHBG,Test,8271,8275
142,MS,Disease,8324,8326
143,SHBG,Test,8424,8428
144,MS,Disease,8431,8433
145,胰岛素抵抗,Symptom,8444,8449
146,代谢综合征,Disease,8450,8455
147,代谢综合征,Disease,8466,8471
148,肝脏细胞,Anatomy,8511,8515
149,氯甲苯噻嗪,Drug,8563,8568
150,SHBG,Test,8576,8580
151,上升,Test_Value,8585,8587
152,胰岛素抵抗,Reason,8596,8601
153,MS,Disease,8615,8617
154,MS,Disease,8641,8643
155,体重指数,Test,8656,8660
156,腰臀比,Test,8661,8665
157,HOMA-IR,Test,8667,8674
158,MS,Disease,8690,8692
159,MS,Disease,8733,8735
160,SHBG,Test,8924,8928
161,3天,Duration,8976,8979
162,SHBG,Test,8985,8989
163,MS,Disease,9111,9113
164,MS,Disease,9219,9221
165,MS,Disease,9290,9292
166,MS,Disease,9323,9325
167,MS,Disease,9355,9357
168,高密度脂蛋白胆固醇,Test,4177,4186
169,高密度脂蛋白胆固醇,Test,6070,6079
170,体重指数,Test,4690,4694
171,体重指数,Test,5019,5023
172,体重指数,Test,6313,6317
173,收缩压,Test,4253,4256
174,收缩压,Test,4702,4705
175,收缩压,Test,5090,5093
176,收缩压,Test,6323,6326
177,舒张压,Test,4289,4292
178,舒张压,Test,4706,4709
179,舒张压,Test,5126,5129
180,舒张压,Test,6327,6330
181,腰臀比,Test,4695,4698
182,腰臀比,Test,5050,5053
183,腰臀比,Test,6319,6322
184,胰岛素抵抗指数,Test,6007,6014
185,HOMA-IR,Test,2051,2058
186,HOMA-IR,Test,2467,2474
187,HOMA-IR,Test,2624,2631
188,HOMA-IR,Test,4015,4022
189,HOMA-IR,Test,5500,5507
190,HOMA-IR,Test,5992,5999
191,HOMA-IR,Test,6343,6350
192,代谢综合征,Disease,143,148
193,代谢综合征,Disease,5955,5960
194,代谢综合征,Disease,6274,6279
195,空腹胰岛素,Test,4031,4036
196,空腹胰岛素,Test,4716,4721
197,空腹胰岛素,Test,5469,5474
198,空腹胰岛素,Test,6336,6341
199,甘油三酯,Test,4770,4774
200,甘油三酯,Test,5599,5603
201,甘油三酯,Test,6351,6355
202,BMI,Test,1772,1775
203,BMI,Test,2284,2287
204,BMI,Test,2610,2613
205,MS,Disease,437,439
206,MS,Disease,791,793
207,MS,Disease,1576,1578
208,MS,Disease,1675,1677
209,MS,Disease,2192,2194
210,MS,Disease,3030,3032
211,MS,Disease,3499,3501
212,MS,Disease,3512,3514
213,MS,Disease,4049,4051
214,MS,Disease,4099,4101
215,MS,Disease,4600,4602
216,MS,Disease,4607,4609
217,MS,Disease,4684,4686
218,MS,Disease,4780,4782
219,MS,Disease,4799,4801
220,MS,Disease,4861,4863
221,MS,Disease,4868,4870
222,MS,Disease,4954,4956
223,MS,Disease,5315,5317
224,MS,Disease,5804,5806
225,MS,Disease,5952,5954
226,MS,Disease,5989,5991
227,MS,Disease,6254,6256
228,MS,Disease,9378,9380
229,体重,Test,8545,8547
230,性激素结合球蛋白,Test,134,142
231,性激素结合球蛋白,Test,3977,3985
232,性激素结合球蛋白,Test,6122,6130
233,代谢综合征,Disease,7018,7024
234,空腹血糖,Test,4025,4030
235,SHBG,Test,1546,1550
236,SHBG,Test,1986,1990
237,SHBG,Test,2127,2131
238,SHBG,Test,2304,2308
239,SHBG,Test,2687,2691
240,SHBG,Test,2809,2813
241,SHBG,Test,5646,5650
242,SHBG,Test,6117,6121
243,SHBG,Test,6189,6193
244,SHBG,Test,6268,6272
245,SHBG,Test,6307,6311
246,SHBG,Test,6449,6453
247,SHBG,Test,8820,8824
248,中心性肥胖,Disease,4105,4111
249,代谢紊乱,Symptom,3069,3073
250,性激素结合球蛋白,Anatomy,3120,3135
251,性激素,Anatomy,3193,3196
252,性激素,Anatomy,3209,3212
253,低,Test_Value,7229,7230
254,高,Test_Value,7231,7232
255,低浓度,Test_Value,7685,7688
256,性激素,Anatomy,7763,7766
257,性激素,Anatomy,7788,7791
258,低,Test_Value,7938,7939
259,低,Test_Value,8288,8289
260,高,Test_Value,8290,8291
261,3天,Duration,8915,8918
262,胰岛素,Anatomy,9066,9069
263,胰岛素抵抗,Symptom,9093,9098
264,34.97±33.97对19.54±15.54)nmol/L,Test_Value,443,485
265,2.960倍,Test_Value,807,815
266,95%CI1.812~4.835,Test_Value,816,838
267,胰岛素,Test,3972,3975
268,102cm,Test_Value,4117,4123
269,88cm,Test_Value,4129,4134
270,升高,Test_Value,4146,4148
271,≥1.7mmol/L,Test_Value,4149,4163
272,降低,Test_Value,4195,4197
273,<1.03mmol/L,Test_Value,4200,4216
274,<1.29mmol/L,Test_Value,4219,4234
275,血压升高,Test,4248,4252
276,130mmHg(1mmHg=0.133kPa,Test_Value,4257,4287
277,85mmHg,Test_Value,4293,4301
278,5.6mmol/L,Test_Value,4336,4349
279,体脂,Test,4699,4701
280,丙氨酸转氨酶,Test,4754,4760
281,天冬氨酸转氨酶,Test,4761,4768
282,(1.31±0.31对1.02±0.30)mmol/L,Test_Value,4812,4851
283,腹型肥胖者,Disease,7920,7926
284,脂肪,Test,7956,7958
285,肥胖青少年,Disease,7966,7971
286,胰岛素敏感性,Test,7990,7996
287,多种代谢紊乱,Reason,8020,8026
288,连续1周,Duration,8533,8539
289,肥胖,Disease,8540,8542
290,肝细胞,Anatomy,8759,8762
291,两脚,Anatomy,3739,3741
292,肥胖,Disease,8059,8061
293,性激素结合球蛋白,Anatomy,235,243
294,SHBG,Anatomy,244,248
295,代谢综合征,Disease,250,255
296,SHBG,Test,332,336
297,胰岛素抵抗指数,Test,392,399
298,SHBG,Test,424,428
299,SHBG,Test,871,875
300,集中心性肥胖,Symptom,3034,3041
301,胰岛素抵抗,Symptom,3042,3047
302,高血压,Symptom,3048,3051
303,高甘油三酯血症,Symptom,3052,3059
304,糖耐量异常,Symptom,3060,3066
305,代谢综合征,Disease,3081,3086
306,SHBG,Anatomy,3168,3172
307,SHBG,Anatomy,3236,3240
308,SHBG,Anatomy,3280,3284
309,SHBG,Anatomy,3319,3323
310,甲状腺,Anatomy,3554,3557
311,性腺,Anatomy,3558,3560
312,身高,Test,3720,3722
313,血糖,Test,3945,3947
314,血脂,Test,3960,3962
315,性激素结合球蛋白,Anatomy,6987,6995
316,SHBG,Test,7173,7177
317,SHBG,Test,7446,7450
318,SHBG,Test,7535,7539
319,SHBG,Test,7568,7572
320,SHBG,Test,7610,7614
321,激素结合球蛋白,Anatomy,7712,7719
322,高水平,Test_Value,7867,7870
323,SHBG,Test,7871,7875
324,SHBG,Test,7930,7934
325,SHBG,Test,8046,8050
326,SHBG,Test,8071,8075
327,低水平,Test_Value,8098,8101
328,SHBG,Test,8103,8107
329,SHBG,Reason,8152,8156
330,SHBG,Test,8213,8217
331,胰岛素,Anatomy,8504,8507
332,SHBG,Anatomy,8519,8523
333,SHBG,Anatomy,8608,8612
334,SHBG,Test,8634,8638
335,SHBG,Test,8683,8687
336,SHBG,Test,8726,8730
337,SHBG基因启动子,Anatomy,8746,8757
338,SHBG,Anatomy,8878,8882
339,高果糖饮食,Treatment,8909,8914
340,下降约80%,Test_Value,8931,8939
341,高蔗糖,Drug,8965,8968
342,高葡萄糖饮食,Drug,8969,8975
343,下降50%,Test_Value,8994,9000
344,40%,Test,9003,9006
345,SHBG,Anatomy,9033,9037
346,SHBG,Anatomy,9104,9108
347,SHBG,Anatomy,9210,9214
348,SHBG,Anatomy,9283,9287
349,SHBG,Anatomy,9316,9320
350,SHBG,Anatomy,9348,9352
351,腰围,Test,4114,4116
352,腰围,Test,4126,4128
353,胰岛素抵抗指数(HOMA-IR),Test,4730,4747
354,HOMA-IR,Test,400,407
355,甘油三酯水平,Test,4139,4146
356,MS,Disease,256,258
357,SHBG,Test,7377,7381
