,entity,label,start,end
0,游离甲状腺素,Test,115,121
1,游离甲状腺素,Test,224,230
2,甲状腺功能,Test,396,402
3,甲状腺功能,Test,755,760
4,甲状腺功能,Test,3801,3806
5,甲状腺功能,Test,11292,11297
6,甲状腺功能,Test,11361,11366
7,甲状腺功能,Test,11407,11412
8,甲状腺功能,Test,11518,11523
9,TSH,Test,244,247
10,TSH,Test,348,351
11,TSH,Test,411,414
12,TSH,Test,569,572
13,TSH,Test,692,695
14,TSH,Test,771,774
15,TSH,Test,1079,1082
16,TSH,Test,1120,1123
17,TSH,Test,1691,1694
18,TSH,Test,2154,2157
19,TSH,Test,2449,2452
20,TSH,Test,2725,2728
21,TSH,Test,2783,2786
22,TSH,Test,3308,3311
23,TSH,Test,3413,3416
24,TSH,Test,3893,3896
25,TSH,Test,4332,4335
26,TSH,Test,4389,4392
27,TSH,Test,4509,4512
28,TSH,Test,4952,4955
29,TSH,Test,5137,5140
30,TSH,Test,5168,5171
31,TSH,Test,5271,5274
32,TSH,Test,5791,5794
33,TSH,Test,5859,5862
34,TSH,Test,5887,5890
35,TSH,Test,5980,5983
36,TSH,Test,6499,6502
37,TSH,Test,6708,6711
38,TSH,Test,6738,6741
39,TSH,Test,6790,6793
40,TSH,Test,6932,6935
41,TSH,Test,6957,6960
42,TSH,Test,7184,7187
43,TSH,Test,7238,7241
44,TSH,Test,7275,7278
45,TSH,Test,7364,7367
46,TSH,Test,7643,7646
47,TSH,Test,7707,7710
48,TSH,Test,7787,7790
49,TSH,Test,7889,7892
50,TSH,Test,7964,7967
51,TSH,Test,8007,8010
52,TSH,Test,8182,8185
53,TSH,Test,8711,8714
54,TSH,Test,8771,8774
55,TSH,Test,9725,9728
56,TSH,Test,9865,9868
57,TSH,Test,9888,9891
58,TSH,Test,9918,9921
59,TSH,Test,9943,9946
60,TSH,Test,9963,9966
61,TSH,Test,9981,9984
62,TSH,Test,9993,9996
63,TSH,Test,10049,10052
64,TSH,Test,10099,10102
65,TSH,Test,10133,10136
66,TSH,Test,10174,10177
67,TSH,Test,10219,10222
68,TSH,Test,10312,10315
69,TSH,Test,10342,10345
70,TSH,Test,10403,10406
71,TSH,Test,10457,10460
72,TSH,Test,10703,10706
73,TSH,Test,10766,10769
74,TSH,Test,10795,10798
75,TSH,Test,10806,10809
76,TSH,Test,10834,10837
77,TSH,Test,10847,10850
78,TSH,Test,10875,10878
79,TSH,Test,10889,10892
80,TSH,Test,11306,11309
81,TSH,Test,11376,11379
82,FT4,Test,232,235
83,FT4,Test,344,347
84,FT4,Test,407,410
85,FT4,Test,440,443
86,FT4,Test,686,689
87,FT4,Test,765,768
88,FT4,Test,1043,1046
89,FT4,Test,1116,1119
90,FT4,Test,1652,1655
91,FT4,Test,1995,1998
92,FT4,Test,2145,2148
93,FT4,Test,2256,2259
94,FT4,Test,2717,2720
95,FT4,Test,2774,2777
96,FT4,Test,3222,3225
97,FT4,Test,3404,3407
98,FT4,Test,3889,3892
99,FT4,Test,4327,4330
100,FT4,Test,4385,4388
101,FT4,Test,4496,4499
102,FT4,Test,4948,4951
103,FT4,Test,5133,5136
104,FT4,Test,5164,5167
105,FT4,Test,5267,5270
106,FT4,Test,5787,5790
107,FT4,Test,5855,5858
108,FT4,Test,5878,5881
109,FT4,Test,5966,5969
110,FT4,Test,6648,6651
111,FT4,Test,6664,6667
112,FT4,Test,6687,6690
113,FT4,Test,6786,6789
114,FT4,Test,6830,6833
115,FT4,Test,6883,6886
116,FT4,Test,7103,7106
117,FT4,Test,7134,7137
118,FT4,Test,7158,7161
119,FT4,Test,7234,7237
120,FT4,Test,7266,7269
121,FT4,Test,7360,7363
122,FT4,Test,7638,7641
123,FT4,Test,7703,7706
124,FT4,Test,7783,7786
125,FT4,Test,7842,7845
126,FT4,Test,7960,7963
127,FT4,Test,7998,8001
128,FT4,Test,8168,8171
129,FT4,Test,8647,8650
130,FT4,Test,9720,9723
131,FT4,Test,9788,9791
132,FT4,Test,9810,9813
133,FT4,Test,9837,9840
134,FT4,Test,10045,10048
135,FT4,Test,10093,10096
136,FT4,Test,10128,10131
137,FT4,Test,10170,10173
138,FT4,Test,10214,10217
139,FT4,Test,10622,10625
140,FT4,Test,10680,10683
141,FT4,Test,11012,11015
142,FT4,Test,11120,11123
143,FT4,Test,11302,11305
144,FT4,Test,11371,11374
145,FT3,Test,218,221
146,FT3,Test,339,342
147,FT3,Test,403,406
148,FT3,Test,434,437
149,FT3,Test,617,620
150,FT3,Test,761,764
151,FT3,Test,1039,1042
152,FT3,Test,1112,1115
153,FT3,Test,1629,1632
154,FT3,Test,1987,1990
155,FT3,Test,2140,2143
156,FT3,Test,2248,2251
157,FT3,Test,2536,2539
158,FT3,Test,2769,2772
159,FT3,Test,3214,3217
160,FT3,Test,3399,3402
161,FT3,Test,3885,3888
162,FT3,Test,4323,4326
163,FT3,Test,4381,4384
164,FT3,Test,4492,4495
165,FT3,Test,4943,4946
166,FT3,Test,5129,5132
167,FT3,Test,5160,5163
168,FT3,Test,5263,5266
169,FT3,Test,5783,5786
170,FT3,Test,5851,5854
171,FT3,Test,5873,5876
172,FT3,Test,5952,5955
173,FT3,Test,6566,6569
174,FT3,Test,6615,6618
175,FT3,Test,6782,6785
176,FT3,Test,6826,6829
177,FT3,Test,6879,6882
178,FT3,Test,6996,6999
179,FT3,Test,7018,7021
180,FT3,Test,7051,7054
181,FT3,Test,7084,7087
182,FT3,Test,7230,7233
183,FT3,Test,7261,7264
184,FT3,Test,7356,7359
185,FT3,Test,7634,7637
186,FT3,Test,7699,7702
187,FT3,Test,7779,7782
188,FT3,Test,7837,7840
189,FT3,Test,7956,7959
190,FT3,Test,7993,7996
191,FT3,Test,8154,8157
192,FT3,Test,8610,8613
193,FT3,Test,9716,9719
194,FT3,Test,9784,9787
195,FT3,Test,9806,9809
196,FT3,Test,9832,9835
197,FT3,Test,10041,10044
198,FT3,Test,10089,10092
199,FT3,Test,10123,10126
200,FT3,Test,10166,10169
201,FT3,Test,10209,10212
202,FT3,Test,10389,10392
203,FT3,Test,10443,10446
204,FT3,Test,10618,10621
205,FT3,Test,10676,10679
206,FT3,Test,11008,11011
