,entity,label,start,end
0,糖尿病视网膜病变,Disease,2651,2659
1,1型糖尿病,Disease,2731,2737
2,2型糖尿病,Disease,34,40
3,2型糖尿病,Disease,107,113
4,2型糖尿病,Disease,134,140
5,2型糖尿病,Disease,472,478
6,2型糖尿病,Disease,2067,2073
7,2型糖尿病,Disease,2093,2099
8,2型糖尿病,Disease,2285,2291
9,2型糖尿病,Disease,2341,2347
10,2型糖尿病,Disease,2378,2385
11,2型糖尿病,Disease,2912,2918
12,2型糖尿病,Disease,5041,5047
13,2型糖尿病,Disease,5451,5457
14,2型糖尿病,Disease,5501,5507
15,2型糖尿病,Disease,5875,5881
16,2型糖尿病,Disease,6019,6026
17,2型糖尿病,Disease,6700,6706
18,2型糖尿病,Disease,6805,6811
19,2型糖尿病,Disease,7093,7099
20,2型糖尿病,Disease,7337,7344
21,2型糖尿病,Disease,7409,7415
22,2型糖尿病,Disease,7462,7469
23,2型糖尿病,Disease,7529,7535
24,2型糖尿病,Disease,2443,2449
25,糖尿病肾病,Disease,166,171
26,糖尿病肾病,Disease,191,196
27,糖尿病肾病,Disease,575,580
28,糖尿病肾病,Disease,2540,2545
29,糖尿病肾病,Disease,4330,4335
30,糖尿病肾病,Disease,4357,4362
31,HBA1C,Test,3905,3910
32,HBA1C,Test,4791,4796
33,HBA1C,Test,5401,5406
34,HDL-C,Test,3871,3876
35,HDL-C,Test,4405,4410
36,HDL-C,Test,4697,4702
37,HDL-C,Test,5389,5394
38,LDL-C,Test,3888,3893
39,LDL-C,Test,4421,4426
40,LDL-C,Test,4714,4719
41,LDL-C,Test,5395,5400
42,TC,Test,4673,4675
43,TC,Test,5386,5388
44,TG,Test,4682,4684
45,TG,Test,5383,5385
46,高密度脂蛋白胆固醇,Test,4411,4420
47,高密度脂蛋白胆固醇,Test,4686,4696
48,低密度脂蛋白胆固醇,Test,4427,4436
49,低密度脂蛋白胆固醇,Test,4704,4713
50,妊娠糖尿病,Disease,2744,2749
51,总胆固醇,Test,3855,3859
52,总胆固醇,Test,4668,4672
53,体重指数,Test,2960,2964
54,体重指数,Test,4523,4527
55,收缩压,Test,2982,2985
56,收缩压,Test,5156,5160
57,收缩压,Test,5355,5358
58,收缩压,Test,7193,7196
59,舒张压,Test,2993,2996
60,舒张压,Test,5161,5164
61,舒张压,Test,5359,5362
62,舒张压,Reason,5435,5438
63,舒张压,Test,5559,5562
64,舒张压,Test,7197,7200
65,肾功能,Test,6542,6545
66,尿酸,Test,3917,3919
67,尿酸,Test,4721,4723
68,超敏C反应蛋白,Test,2143,2152
69,甘油三酯,Test,3839,3843
70,甘油三酯,Test,4677,4681
71,BMI,Test,4528,4531
72,BMI,Test,5149,5152
73,BMI,Test,5348,5351
74,BMI,Test,7186,7189
75,身高,Test,4517,4519
76,身高,Test,4545,4547
77,体重,Test,4520,4522
78,体重,Test,4537,4539
79,糖尿病肾病,Disease,2515,2521
80,冠心病,Disease,2223,2226
81,视网膜病变,Disease,179,185
82,视网膜病变,Disease,198,203
83,视网膜病变,Disease,2529,2534
84,视网膜病变,Disease,2547,2553
85,视网膜病变,Disease,4344,4349
86,视网膜病变,Disease,4363,4368
87,眼底检查,Test,4900,4905
88,24hUMA,Test,4802,4810
89,UMA,Test,4857,4860
90,UMA排泄量,Test,6579,6586
91,中性粒细胞与淋巴细胞比值,Test,88,100
92,NLR,Test,101,104
93,NLR,Test,231,234
94,NLR,Test,267,270
95,白细胞计数,Test,271,276
96,中性粒细胞计数,Test,277,284
97,白细胞计数,Test,2122,2127
98,WBCC,Test,2128,2132
99,白细胞介素6,Test,2134,2141
100,肿瘤坏死因子α,Test,2157,2165
101,血浆纤溶酶原激活物抑制物,Test,2166,2179
102,中性粒细胞与淋巴细胞比值,Test,2193,2205
103,NLR,Test,2207,2210
104,肿瘤,Disease,2231,2233
105,内异症,Disease,2238,2242
106,NLR,Test,2274,2277
107,24h尿蛋白,Test,2294,2302
108,NLR,Test,2335,2338
109,NLR,Test,2372,2375
110,糖尿病,Disease,2593,2596
111,微量白蛋白尿,Test,2610,2616
112,≥30mg/24h,Test_Value,2617,2630
113,酮症,Disease,2689,2691
114,糖尿病非酮症性高渗性昏迷,Disease,2692,2705
115,贫血,Disease,2772,2774
116,梗阻性肾病,Disease,2786,2792
117,尿路结石,Disease,2793,2797
118,感染,Disease,2798,2800
119,肝炎,Disease,2831,2833
120,肝硬化,Disease,2834,2837
121,血管紧张素转换酶抑制剂,Drug,2873,2885
122,血管紧张素2受体拮抗剂,Drug,2887,2898
123,白细胞计数,Test,4580,4585
124,NLR,Test,5209,5212
125,WBCC,Test,5213,5217
126,中性细胞计数,Test,5218,5224
127,NC,Test,5225,5227
128,LC,Test,5274,5276
129,淋巴细胞计数,Test,5267,5273
130,WBCC,Test,5363,5367
131,NC,Test,5368,5370
132,LC,Test,5371,5373
133,ESR,Test,5374,5377
134,FIB,Test,5378,5381
135,ESR,Reason,5439,5442
136,NC,Reason,5443,5445
137,LC,Reason,5446,5448
138,NC,Test,5945,5947
