,entity,label,start,end
0,1型糖尿病,Disease,85,91
1,1型糖尿病,Disease,220,226
2,1型糖尿病,Disease,3979,3985
3,1型糖尿病,Disease,6863,6869
4,HBA1C,Test,428,433
5,HBA1C,Test,563,568
6,HBA1C,Test,2383,2388
7,HBA1C,Test,5383,5388
8,HBA1C,Test,5537,5542
9,HBA1C,Test,6528,6533
10,HBA1C,Test,7673,7678
11,HBA1C,Test,7721,7726
12,HBA1C,Test,7816,7821
13,利拉鲁肽,Drug,54,58
14,利拉鲁肽,Drug,143,147
15,利拉鲁肽,Drug,342,346
16,利拉鲁肽,Drug,364,368
17,利拉鲁肽,Drug,1094,1098
18,利拉鲁肽,Drug,4198,4202
19,利拉鲁肽,Drug,4433,4437
20,利拉鲁肽,Drug,5175,5179
21,利拉鲁肽,Drug,5223,5227
22,利拉鲁肽,Drug,5254,5258
23,利拉鲁肽,Drug,5330,5334
24,利拉鲁肽,Drug,6927,6931
25,利拉鲁肽,Drug,6957,6962
26,利拉鲁肽,Drug,10521,10525
27,利拉鲁肽,Drug,10606,10610
28,利拉鲁肽,Drug,10667,10671
29,利拉鲁肽,Drug,10755,10760
30,利拉鲁肽,Drug,10815,10819
31,利拉鲁肽,Drug,11028,11032
32,利拉鲁肽,Drug,11308,11312
33,利拉鲁肽,Drug,11395,11399
34,体重,Test,4991,4993
35,胰升糖素水平,Test,682,688
36,胰升糖素水平,Test,896,902
37,胰升糖素水平,Test,6782,6789
38,胰升糖素水平,Test,7131,7138
39,随机血糖,Test,423,427
40,随机血糖,Test,5389,5393
41,链脲佐菌素,Drug,76,81
42,60mg/kg,Amount,249,259
43,腹腔注射,Method,262,266
44,链脲佐菌素,Drug,266,272
45,T1DM,Disease,275,279
46,T1DM,Disease,300,304
47,24h尿量,Test,434,441
48,24h尿蛋白,Test,443,451
49,ELISA法,Test,455,462
50,血清胰岛素,Test,464,470
51,C肽,Test,471,474
52,胰升糖素,Test,475,479
53,胃泌素,Test,480,483
54,胆囊收缩素,Test,484,489
55,免疫组化,Test,511,515
