,entity,label,start,end
0,肾功能,Test,3973,3976
1,乳腺癌,Disease,2756,2759
2,肺癌,Disease,2753,2755
3,冠心病,Disease,3515,3518
4,冠心病,Disease,4687,4690
5,下丘脑-垂体-肾上腺轴,Anatomy,105,117
6,阿尔茨海默病,Disease,153,160
7,嗜铬细胞瘤,Disease,172,177
8,原发性醛固酮增多症,Disease,178,187
9,库欣综合征,Disease,188,193
10,嗜铬细胞瘤,Disease,1443,1448
11,下丘脑-垂体-肾上腺,Anatomy,1542,1552
12,下丘脑-垂体-甲状腺,Anatomy,1553,1564
13,下丘脑-垂体-性腺,Anatomy,1565,1574
14,肾素-血管紧张素-醛固酮,Anatomy,1576,1589
15,RASS,Anatomy,1590,1594
16,下丘脑-垂体-肾上腺轴,Anatomy,1604,1615
17,阿尔茨海默病,Disease,1743,1749
18,肾上腺皮质网状带,Anatomy,1922,1931
19,阿尔茨海默病,Disease,1955,1961
20,精神抑郁,Disease,1949,1953
21,肾上腺皮质功能减退症,Disease,2044,2055
22,肾上腺皮质功能减退,Disease,2120,2129
23,肾上腺皮质功能减退,Disease,2170,2180
24,肺炎,Disease,2201,2203
25,慢性阻塞性肺部疾病,Disease,2204,2213
26,尿路感染,Disease,2214,2218
27,糖尿病,Disease,2219,2222
28,电解质紊乱,Disease,2224,2229
29,高血压,Disease,2258,2261
30,继发性高血压,Disease,2316,2322
31,原发性醛固酮增多症,Disease,2324,2333
32,库欣综合征,Disease,2334,2339
33,嗜铬细胞瘤,Disease,2341,2346
34,肾上腺肿瘤,Disease,2484,2489
35,嗜铬细胞瘤,Disease,2532,2537
36,无功能腺瘤,Disease,2548,2553
37,皮质醇分泌肿瘤,Disease,2564,2571
38,肾上腺皮质癌,Disease,2597,2603
39,醛固酮瘤,Disease,2604,2608
40,肾上腺意外瘤,Disease,2655,2661
41,嗜铬细胞瘤,Disease,2687,2692
42,皮质醇分泌肿瘤,Disease,2702,2710
43,髓样脂肪瘤,Disease,2717,2722
44,肾上腺皮质癌,Disease,2731,2737
45,黑素瘤,Disease,2760,2763
46,淋巴瘤,Disease,2764,2768
47,嗜铬细胞瘤,Disease,2819,2824
48,嗜铬细胞瘤,Disease,2801,2806
49,嗜铬细胞瘤,Disease,2868,2873
50,肾上腺意外瘤,Disease,2941,2947
51,无功能腺瘤,Disease,2995,3000
52,嗜铬细胞瘤,Disease,3017,3022
53,库欣综合征,Disease,3039,3045
54,嗜铬细胞瘤,Disease,3070,3075
55,嗜铬细胞瘤,Disease,3105,3111
56,嗜铬细胞瘤,Disease,3154,3159
57,儿茶酚胺,Anatomy,3220,3225
58,嗜铬细胞瘤,Disease,3444,3449
59,无功能腺瘤,Disease,3450,3455
60,库欣综合征,Disease,3470,3475
61,动脉硬化,Disease,3500,3504
62,高皮质醇血症,Disease,3554,3560
63,阿尔茨海默病,Disease,3573,3580
64,库欣综合征,Disease,3647,3652
