,entity,label,start,end
0,2型糖尿病,Disease,5,11
1,2型糖尿病,Disease,53,59
2,2型糖尿病,Disease,137,143
3,2型糖尿病,Disease,173,179
4,2型糖尿病,Disease,227,233
5,2型糖尿病,Disease,1019,1025
6,2型糖尿病,Disease,3680,3686
7,2型糖尿病,Disease,3791,3797
8,2型糖尿病,Disease,3896,3902
9,2型糖尿病,Disease,4016,4022
10,2型糖尿病,Disease,4166,4172
11,2型糖尿病,Disease,4788,4794
12,2型糖尿病,Disease,6253,6259
13,2型糖尿病,Disease,7193,7199
14,2型糖尿病,Disease,9077,9084
15,2型糖尿病,Disease,9127,9133
16,2型糖尿病,Disease,9281,9287
17,2型糖尿病,Disease,9337,9344
18,2型糖尿病,Disease,9774,9780
19,2型糖尿病,Disease,10593,10599
20,2型糖尿病,Disease,10603,10609
21,2型糖尿病,Disease,11065,11071
22,2型糖尿病,Disease,11227,11233
23,2型糖尿病,Disease,11301,11307
24,2型糖尿病,Disease,4078,4084
25,2型糖尿病,Disease,9950,9956
26,HBA1C,Test,3695,3700
27,HBA1C,Test,4184,4189
28,HBA1C,Test,4671,4676
29,HBA1C,Test,6281,6286
30,HBA1C,Test,7636,7641
31,HBA1C,Test,9087,9092
32,HBA1C,Test,9933,9938
33,HDL-C,Test,6337,6342
34,HDL-C,Test,7770,7775
35,HDL-C,Test,8109,8114
36,LDL-C,Test,6303,6308
37,LDL-C,Test,7787,7792
38,LDL-C,Test,8162,8167
39,T2DM,Disease,1532,1536
40,T2DM,Disease,1586,1590
41,T2DM,Disease,3289,3293
42,T2DM,Disease,3420,3424
43,空腹血糖,Test,4598,4602
44,空腹血糖,Test,6310,6314
45,空腹血糖,Test,6764,6768
46,空腹血糖,Test,7360,7364
47,空腹血糖,Test,9922,9926
48,冠状动脉狭窄程度,Test,17,25
49,冠脉造影术,Test,130,135
50,冠脉造影,Test,158,162
51,冠心病,Disease,181,184
52,冠心病,Disease,219,222
53,冠心病,Disease,236,239
54,72h动态血糖监测,Test,284,295
55,CGM,Test,327,330
56,动态血糖波动指标,Test,334,342
57,冠脉造影,Test,346,351
58,动态血糖指标,Test,387,393
59,Gensini积分,Test,394,404
60,最大血糖波动幅度,Test,483,491
61,LAGE,Test,492,496
62,24h内血糖波动标准差,Test,498,511
63,SDBG,Test,512,516
64,日内血糖平均波动幅度,Test,518,529
65,MAGE,Test,530,534
66,餐后血糖波动幅度,Test,536,544
67,MPPGE,Test,545,550
68,日间血糖波动平均绝对差,Test,552,563
69,MODD,Test,565,569
70,冠心病,Disease,644,647
71,8.1±2.1,Test_Value,572,583
72,1.9±0.5,Test_Value,586,597
73,4.8±1.3,Test_Value,600,611
74,4.5±1.4,Test_Value,614,625
75,2.4±0.8,Test_Value,628,639
76,11.3±3.5,Test_Value,653,665
77,3.2±1.2,Test_Value,668,679
78,7.0±2.6,Test_Value,682,693
79,6.4±1.9,Test_Value,696,706
80,3.1±1.3,Test_Value,709,719
81,MPPGE,Test,794,799
82,MODD,Test,800,804
83,LAGE,Test,805,809
84,C反应蛋白,Test,810,816
85,Gensini积分,Test,818,828
86,左室射血分数,Test,878,884
87,LVEF,Test,885,889
88,Gensini积分,Test,892,902
89,MPPGE,Test,942,947
90,LVEF,Test,948,952
91,Gensini积分,Test,955,965
92,冠心病,Disease,1027,1030
93,冠状动脉狭窄程度,Test,1049,1057
94,冠脉狭窄程度,Test,1073,1079
95,慢性持续性高血糖,Symptom,3564,3572
96,慢性波动性高血糖,Symptom,3573,3581
97,糖尿病,Disease,3582,3585
98,糖代谢紊乱,Symptom,3586,3591
99,持续性高血糖,Symptom,3630,3637
100,波动性高血糖,Symptom,3638,3644
101,糖尿病,Disease,3648,3651
102,慢性血管并发症,Disease,3655,3663
103,冠心病,Disease,3688,3692
104,血糖,Test,3704,3706
105,冠脉病变,Disease,3742,3746
106,慢性大血管并发症,Disease,3768,3776
107,冠状动脉病变,Disease,3776,3782
108,冠心病,Disease,3799,3802
109,冠脉病变,Disease,3811,3816
110,72h血糖,Test,3972,3979
111,冠脉造影,Test,4009,4013
112,冠心病,Disease,4024,4027
113,冠心病,Disease,4034,4037
114,冠心病,Disease,4073,4076
115,糖尿病,Disease,4149,4152
116,急性心肌梗死,Disease,4232,4238
117,急慢性感染,Disease,4268,4273
118,肿瘤,Disease,4275,4277
119,结缔组织病,Disease,4279,4284
120,肝肾功能不全,Disease,4310,4317
121,严重,Level,4308,4310
122,脑卒中,Disease,4318,4321
123,胰腺疾病,Disease,4322,4326
124,非类同醇类消炎镇痛药,Drug,4335,4346
125,类固醇药物,Drug,4347,4352
126,甲状腺功能亢进症,Disease,4353,4361
127,自身免疫性疾病,Disease,4362,4370
128,风湿性瓣膜病,Disease,4371,4377
129,急性冠脉综合征,Disease,4378,4385
130,急性代谢紊乱,Disease,4386,4393
131,急性感染,Disease,4394,4398
132,创伤,Disease,4399,4401
133,冠心病,Disease,4510,4513
134,糖尿病,Disease,4514,4517
135,高脂血症,Disease,4518,4523
136,脑卒中,Disease,4524,4527
137,收缩压,Test,4533,4536
138,舒张压,Test,4537,4540
139,身高,Test,4541,4543
140,体重,Test,4544,4546
141,体重指数,Test,4551,4555
142,血脂,Test,4604,4606
143,尿酸,Test,4607,4609
144,C反应蛋白,Test,4610,4616
145,冠状动脉狭窄程度,Test,4681,4689
146,桡动脉,Anatomy,4738,4741
147,冠状动脉造影,Test,4744,4750
148,左主干,Anatomy,4754,4757
149,前降支,Anatomy,4758,4762
150,回旋支,Anatomy,4763,4766
151,右冠状动脉,Anatomy,4767,4772
152,冠心病,Disease,4796,4799
153,冠心病,Disease,4801,4804
154,心外膜冠状动脉狭窄,Test,4807,4817
155,<50%,Test_Value,4817,4821
156,冠心病,Disease,4827,4830
157,冠脉狭窄积分,Test,4872,4878
158,CSS,Test,4904,4907
159,冠状动脉狭窄病变程度,Test,4940,4950
160,左主干,Anatomy,5081,5084
161,LM,Anatomy,5085,5087
162,左前降支,Anatomy,5095,5099
163,LAD,Anatomy,5100,5103
164,第一对角支,Anatomy,5135,5140
165,第二对角支,Anatomy,5148,5153
166,左回旋支,Anatomy,5165,5169
167,D1,Anatomy,5141,5143
168,D2,Anatomy,5154,5156
169,LCX,Anatomy,5170,5173
170,右冠状动脉,Anatomy,5206,5211
171,RCA,Anatomy,5212,5215
172,冠状动脉病变总积分,Test,5238,5247
173,动态血糖监测,Test,5261,5267
174,皮下组织间液,Anatomy,5379,5385
175,葡萄糖浓度,Test,5386,5391
176,血糖,Test,5394,5396
177,腹部皮下,Anatomy,5437,5441
178,日内平均血糖波动幅度,Test,5659,5669
179,MAGE,Test,5707,5711
180,波动次数,Test,5767,5771
181,NGE,Test,5804,5807
182,MAGE,Test,5809,5813
183,日间血糖平均绝对差,Test,5832,5841
184,MODD,Test,5869,5873
185,最大血糖波动幅度,Test,5921,5929
186,LAGE,Test,5931,5935
187,平均餐后血糖漂移幅度,Test,5964,5974
188,MPPGE,Test,5975,5980
189,冠心病,Disease,6245,6248
190,体重指数,Test,6263,6267
191,收缩压,Test,6268,6271
192,舒张压,Test,6272,6275
193,总胆固醇,Test,6287,6292
194,低密度脂蛋白胆固醇,Test,6293,6302
195,冠心病,Disease,6322,6325
196,高密度脂蛋白胆固醇,Test,6327,6336
197,甘油三酯,Test,6345,6349
198,C反应蛋白,Test,6396,6403
199,尿酸,Test,6404,6406
200,冠心病,Disease,6414,6417
201,左室射血分数,Test,6419,6425
202,LVEF,Test,6427,6431
203,LAGE,Test,6487,6491
204,SDBG,Test,6493,6497
205,MAGE,Test,6498,6502
206,MPPGE,Test,6503,6508
207,MODD,Test,6510,6514
208,8.1±2.1,Test_Value,6520,6531
209,1.9±0.5,Test_Value,6534,6545
210,4.8±1.3,Test_Value,6548,6559
211,4.5±1.4,Test_Value,6562,6573
212,2.4±0.8,Test_Value,6576,6587
213,冠心病,Disease,6592,6595
214,11.3±3.5,Test_Value,6601,6613
215,3.2±1.2,Test_Value,6616,6627
216,7.0±2.6,Test_Value,6630,6641
217,6.4±1.9,Test_Value,6644,6655
218,3.1±1.3,Test_Value,6658,6669
219,冠心病,Disease,6707,6710
220,Gensini积分,Test,6742,6752
221,LVEF,Test,6759,6763
222,MBG,Test,6770,6773
223,LAGE,Test,6774,6778
224,SDBG,Test,6779,6783
225,MAGE,Test,6784,6788
226,MPPGE,Test,6789,6794
227,MODD,Test,6795,6799
228,MAGE,Test,6823,6827
229,MODD,Test,6828,6832
230,MPPGE,Test,6867,6872
231,MODD,Test,6873,6877
232,LAGE,Test,6878,6882
233,Gensini积分,Test,6885,6895
234,LVEF,Test,6946,6950
235,Gensini积分,Test,6953,6963
236,MPPGE,Test,7003,7008
237,LVEF,Test,7009,7013
238,慢性持续性高血糖,Symptom,9138,9146
239,慢性波动性高血糖,Symptom,9147,9155
240,心血管并发症,Disease,9202,9208
241,冠脉病变狭窄程度,Test,9245,9253
242,糖尿病并发症,Disease,9157,9164
243,慢性血糖波动水平,Test,9290,9299
244,冠脉狭窄程度,Test,9300,9306
245,冠心病,Disease,9346,9349
246,慢性血糖波动,Symptom,9357,9363
247,糖尿病,Disease,9378,9381
248,糖尿病,Disease,9389,9392
249,2型糖尿病,Disease,9417,9424
250,冠心病,Disease,9497,9500
251,餐后或负荷后波动性高血糖,Symptom,9537,9549
252,心血管疾病,Disease,9550,9556
253,餐后血糖水平,Test,9572,9578
254,心血管疾病,Disease,9601,9607
255,MAGE,Test,9615,9619
256,平均血糖值,Test,9645,9650
257,MPPGE,Test,9671,9676
258,糖尿病,Disease,9700,9703
259,MODD,Test,9717,9721
260,冠心病,Disease,9782,9785
261,2型糖尿病,Disease,9808,9815
262,冠心病,Disease,9816,9819
263,日间血糖波动幅度,Test,9823,9831
264,餐后血糖波动幅度,Test,9832,9841
265,日内最大血糖波动幅度,Test,9842,9852
266,冠脉狭窄程度,Test,9854,9860
267,Gensini积分,Test,9862,9872
268,餐后血糖波动幅度,Test,9882,9890
269,Gensini积分,Test,9893,9903
270,平均血糖,Test,9927,9931
271,冠脉病变,Disease,9994,9998
272,冠脉狭窄程度,Test,10018,10024
273,冠脉病变,Disease,10043,10047
274,冠脉病变,Disease,10064,10068
275,人脐静脉内皮细胞,Anatomy,10137,10145
276,HUVEC,Anatomy,10146,10151
277,内皮细胞,Anatomy,10199,10203
278,动脉硬化,Disease,10225,10229
279,动脉粥样硬化,Disease,10255,10262
280,心血管,Anatomy,10284,10288
281,内皮细胞,Anatomy,10342,10346
282,血管,Anatomy,10352,10354
283,高血糖波动,Symptom,10402,10407
284,内皮细胞,Anatomy,10419,10424
285,糖尿病并发症,Disease,10428,10434
286,内皮细胞,Anatomy,10461,10465
287,动脉粥样硬化,Disease,10519,10525
288,冠心病,Disease,10611,10614
289,BNP,Test,10616,10619
290,LVEF,Test,10621,10625
291,C反应蛋白,Test,10626,10632
292,尿酸,Test,10633,10635
293,LAGE,Test,10646,10650
294,SDBG,Test,10652,10656
295,MAGE,Test,10658,10662
296,MPPGE,Test,10664,10669
297,MODD,Test,10671,10675
298,MPPGE,Test,10685,10690
299,MODD,Test,10692,10696
300,LAGE,Test,10697,10701
301,Gensini积分,Test,10704,10714
302,LVEF,Test,10721,10725
303,Gensini积分,Test,10728,10738
304,MPPGE,Test,10809,10814
305,Gensini积分,Test,10817,10827
306,血管内皮细胞,Anatomy,10855,10861
307,平均血糖水平,Test,10944,10950
308,糖皮质激素,Drug,11000,11006
309,冠状动脉狭窄程度,Test,11073,11082
310,冠脉狭窄程度,Test,11109,11115
311,平均血糖,Test,11192,11196
312,冠心病,Disease,11295,11299
313,血糖,Test,11326,11328
314,高密度脂蛋白胆固醇,Test,8115,8124
315,低密度脂蛋白胆固醇,Test,8168,8177
316,总胆固醇,Test,7706,7710
317,体重指数,Test,7233,7237
318,收缩压,Test,7289,7292
319,舒张压,Test,7324,7327
320,尿酸,Test,7682,7684
321,甘油三酯,Test,7740,7744
322,餐后血糖,Test,8896,8900
323,冠心病,Disease,7478,7481
324,冠心病,Disease,7940,7943
325,冠心病,Disease,8581,8584
326,血糖,Test,3957,3959
327,血糖,Test,5283,5285
328,血糖,Test,5738,5740
329,血糖,Test,5817,5819
330,血糖,Test,8324,8326
331,血糖,Test,8709,8711
332,血糖,Test,8741,8743
333,血糖,Test,8793,8795
334,血糖,Test,8844,8846
335,血糖,Test,8949,8951
336,Gensini积分,Test,364,374
337,>3个月,Duration,4178,4183
338,6.5%~13.0%,Test_Value,4190,4204
339,肝,Anatomy,4242,4243
340,肾,Anatomy,4243,4244
341,静脉,Anatomy,4588,4590
342,心血管,Anatomy,4729,4732
343,血管狭窄,Test,4775,4779
344,管腔狭窄,Test,4961,4965
345,≤25,Test_Value,4965,4968
346,1分,Level,4972,4975
347,26%~50%,Test_Value,4977,4986
348,2分,Level,4990,4993
349,51%~75%,Test_Value,4995,5004
350,4分,Level,5008,5011
351,76%~90%,Test_Value,5012,5021
352,8分,Level,5025,5028
353,91%~99%,Test_Value,5029,5038
354,16分,Level,5041,5045
355,100%,Test_Value,5046,5050
356,32分,Level,5053,5057
357,对角支,Anatomy,5129,5132
358,后降支,Anatomy,5190,5194
359,后侧支,Anatomy,5197,5200
360,后降支,Anatomy,5226,5229
361,波动峰值,Test,5744,5748
362,谷值,Test,5749,5751
363,波动幅度,Test,5758,5762
364,最大值,Test,5950,5953
365,最小值,Test,5954,5957
366,吸烟比例,Test,6276,6280
367,Gensini积分,Test,7016,7026
368,糖尿病,Disease,9915,9918
369,内皮,Anatomy,10491,10493
370,凝血纤溶系统功能障碍,Reason,10495,10505
371,自由基产生增加,Reason,10507,10514
372,氧化应激,Reason,10769,10773
373,黏附分子,Anatomy,10865,10869
374,蛋白激酶C,Anatomy,10894,10900
375,多元醇,Anatomy,10881,10884
376,己糖氨,Anatomy,10885,10888
377,血管,Anatomy,10923,10925
378,冠脉病变,Disease,10971,10975
379,临床生化指标,Test,407,414
380,应激,Disease,4404,4406
381,生化指标,Test,4593,4597
382,2.2~22.2mmol/L,Test_Value,5407,5428
383,24h,Duration,5626,5630
384,MPPGE,Test,7050,7055
385,加重,Level,10068,10070
386,波动性高糖,Symptom,10193,10198
387,反复波动的高糖,Symptom,10451,10458
388,持续稳定的高糖,Symptom,10475,10482
389,24h,Duration,5885,5889
390,24h,Duration,5941,5945
391,冠状动脉狭窄程度,Test,67,75
392,血糖变异性,Test,11,16
393,血糖变异性,Test,61,66
