,entity,label,start,end
0,肝肾功能,Test,1651,1655
1,肾功能,Test,3844,3847
2,甲状腺功能,Test,1489,1494
3,甲状腺功能,Test,1661,1667
4,甲状腺功能,Test,3848,3853
5,头颅外伤,Disease,574,578
6,头晕,Symptom,584,586
7,乏力,Symptom,587,589
8,非喷射性呕吐胃内容物数次,Symptom,590,602
9,神志清晰,Symptom,604,608
10,搀扶后可行走,Symptom,609,616
11,头颅CT,Test,620,625
12,左枕骨骨折,Test_Value,629,634
13,双侧额部少许硬膜下血肿,Test_Value,635,647
14,左额叶脑挫裂伤,Test_Value,648,655
15,头颅CT,Test,667,672
16,血钠,Test,699,701
17,明显降低,Test_Value,702,707
18,头昏,Symptom,733,735
19,食欲减退,Symptom,736,740
20,头颅外伤,Disease,757,761
21,甘露醇,Drug,772,776
22,速尿,Drug,777,779
23,静脉补钠、补水,Treatment,787,794
24,24h尿量,Test,834,841
25,2500ml,Test_Value,843,851
26,血钠,Test,853,855
27,126~128mmol/L,Test_Value,867,885
28,口服,Method,890,892
29,盐胶囊,Drug,892,895
30,每天3粒,Amount,923,929
31,血钠,Test,947,949
32,134mmol/L,Test_Value,953,965
33,口服,Method,974,976
34,盐胶囊,Drug,976,979
35,tid,Frequency,984,987
36,2粒,Amount,980,983
37,尿量,Test,1018,1020
38,800ml/24h,Test_Value,1022,1035
39,血钠,Test,1040,1042
40,盐胶囊,Drug,1055,1058
41,2粒,Amount,1061,1064
42,bid,Frequency,1065,1068
43,头昏,Symptom,1079,1081
44,肢体乏力,Symptom,1082,1086
45,睡眠差,Symptom,1087,1090
46,食欲不佳,Symptom,1091,1095
47,血钠,Test,1096,1098
48,降低,Test_Value,1098,1100
49,124~128mmol/L,Test_Value,1105,1123
50,盐胶囊,Drug,1127,1130
51,8~10粒/d,Amount,1131,1143
52,血钠,Test,1153,1155
53,正常,Test_Value,1155,1158
54,盐胶囊,Drug,1168,1171
55,2粒,Amount,1172,1175
56,tid,Frequency,1176,1179
57,血压,Test,1229,1231
58,110/70mmHg,Test_Value,1232,1245
59,神志清,Symptom,1268,1271
60,无皮肤色素沉着,Symptom,1272,1279
61,皮肤弹性好,Symptom,1280,1285
62,面部无痤疮,Symptom,1286,1291
63,双侧甲状腺无肿大,Symptom,1293,1302
64,双肺呼吸音清,Symptom,1304,1310
65,未闻及干湿啰音,Symptom,1311,1318
66,心率,Test,1320,1322
67,70次/min,Test_Value,1323,1333
68,心律齐,Symptom,1335,1338
69,腹平软,Symptom,1340,1343
70,腹部无紫纹,Symptom,1344,1349
71,无腹壁静脉曲张,Symptom,1350,1357
72,肝脾肋下未及,Symptom,1369,1375
73,双下肢无水肿,Symptom,1377,1383
74,四肢肌力V级,Symptom,1384,1392
75,四肢肌张力正常,Symptom,1393,1401
76,生理反射存在,Symptom,1403,1409
77,病理反射未引出,Symptom,1410,1417
78,血尿同步电解质,Test,1434,1441
79,血气分析,Test,1442,1447
80,血尿渗透压,Test,1448,1453
81,肾素-血管紧张素-醛固酮立卧位试验,Test,1454,1471
82,过夜1mg地塞米松抑制试验,Test,1472,1488
83,肾上腺CT增强,Test,1495,1504
84,头颅MRI,Test,1505,1511
85,垂体MRI,Test,1512,1518
86,低钠血症,Disease,1529,1533
87,血尿同步电解质,Test,1543,1550
88,血尿渗透压,Test,1551,1556
89,尿钠,Test,1569,1571
90,尿氯,Test,1572,1574
91,尿渗透压,Test,1582,1586
92,增高,Test_Value,1586,1588
93,血渗透压,Test,1592,1596
