,entity,label,start,end
0,2型糖尿病,Disease,710,716
1,2型糖尿病,Disease,812,818
2,2型糖尿病,Disease,883,889
3,2型糖尿病,Disease,941,947
4,2型糖尿病,Disease,1165,1171
5,2型糖尿病,Disease,3771,3778
6,2型糖尿病,Disease,3884,3890
7,2型糖尿病,Disease,4091,4097
8,2型糖尿病,Disease,4124,4130
9,2型糖尿病,Disease,4251,4257
10,2型糖尿病,Disease,4335,4341
11,2型糖尿病,Disease,5159,5165
12,2型糖尿病,Disease,5192,5198
13,2型糖尿病,Disease,5254,5260
14,2型糖尿病,Disease,5394,5400
15,2型糖尿病,Disease,5812,5818
16,2型糖尿病,Disease,5878,5884
17,2型糖尿病,Disease,6242,6248
18,2型糖尿病,Disease,8674,8680
19,2型糖尿病,Disease,9590,9596
20,2型糖尿病,Disease,9705,9711
21,2型糖尿病,Disease,10357,10363
22,2型糖尿病,Disease,10524,10530
23,2型糖尿病,Disease,10753,10759
24,2型糖尿病,Disease,11508,11514
25,2型糖尿病,Disease,11637,11643
26,2型糖尿病,Disease,11671,11677
27,2型糖尿病,Disease,11723,11729
28,2型糖尿病,Disease,11764,11770
29,2型糖尿病,Disease,11809,11815
30,2型糖尿病,Disease,11838,11844
31,2型糖尿病,Disease,12160,12166
32,2型糖尿病,Disease,12197,12203
33,2型糖尿病,Disease,3416,3422
34,他汀类药物,Drug,5209,5214
35,他汀类药物,Drug,5247,5252
36,他汀类药物,Drug,5344,5350
37,他汀类药物,Drug,5870,5876
38,他汀类药物,Drug,11891,11896
39,他汀类药物,Drug,12037,12042
40,HBA1C,Test,6185,6190
41,HBA1C,Test,7102,7107
42,HBA1C,Test,11320,11325
43,HDL-C,Test,4985,4990
44,HDL-C,Test,6581,6586
45,HDL-C,Test,8342,8347
46,HDL-C,Test,8824,8829
47,HDL-C,Test,9832,9837
48,LDL-C,Test,1067,1072
49,LDL-C,Test,1132,1137
50,LDL-C,Test,2703,2708
51,LDL-C,Test,2959,2964
52,LDL-C,Test,3560,3565
53,LDL-C,Test,3589,3594
54,LDL-C,Test,3616,3621
55,LDL-C,Test,3628,3633
56,LDL-C,Test,3637,3642
57,LDL-C,Test,3649,3654
58,LDL-C,Test,3784,3789
59,LDL-C,Test,3844,3849
60,LDL-C,Test,3867,3872
61,LDL-C,Test,5913,5918
62,LDL-C,Test,6071,6076
63,LDL-C,Test,6534,6539
64,LDL-C,Test,8290,8295
65,LDL-C,Test,8962,8967
66,LDL-C,Test,9553,9558
67,LDL-C,Test,9760,9765
68,LDL-C,Test,9780,9785
69,LDL-C,Test,10143,10148
70,LDL-C,Test,10161,10166
71,LDL-C,Test,10675,10680
72,LDL-C,Test,10721,10726
73,LDL-C,Test,10837,10842
74,LDL-C,Test,11559,11564
75,LDL-C,Test,11587,11592
76,LDL-C,Test,11601,11606
77,LDL-C,Test,12052,12057
78,LDL-C,Test,12237,12242
79,空腹血糖,Test,1096,1100
80,空腹血糖,Test,4915,4919
81,空腹血糖,Test,6124,6128
82,空腹血糖,Test,6996,7000
83,空腹血糖,Test,9801,9805
84,空腹血糖,Test,10937,10941
85,空腹血糖,Test,11057,11061
86,空腹血糖,Test,11410,11414
87,空腹血糖,Test,12221,12225
88,血脂谱,Test,9731,9734
89,血脂谱,Test,11826,11829
90,TC,Test,9161,9163
91,TC,Test,9288,9290
92,高密度脂蛋白胆固醇,Test,8348,8357
93,低密度脂蛋白胆固醇,Test,1057,1066
94,低密度脂蛋白胆固醇,Test,1250,1259
95,低密度脂蛋白胆固醇,Test,3513,3522
96,低密度脂蛋白胆固醇,Test,8296,8305
97,谷丙转氨酶,Test,6172,6178
98,谷丙转氨酶,Test,7632,7637
99,谷草转氨酶,Test,6179,6184
100,谷草转氨酶,Test,7671,7676
101,总胆固醇,Test,1052,1056
102,总胆固醇,Test,1138,1142
103,总胆固醇,Test,5908,5912
104,总胆固醇,Test,6066,6070
105,总胆固醇,Test,6500,6504
106,总胆固醇,Test,8933,8937
107,总胆固醇,Test,8969,8973
108,总胆固醇,Test,9291,9295
109,总胆固醇,Test,9542,9546
110,总胆固醇,Test,9752,9756
111,总胆固醇,Test,10832,10836
112,总胆固醇,Test,10966,10970
113,总胆固醇,Test,11015,11020
114,总胆固醇,Test,12226,12230
115,体重指数,Test,4391,4395
116,体重指数,Test,5308,5312
117,体重指数,Test,6148,6152
118,体重指数,Test,6398,6402
119,体重指数,Test,10666,10670
120,收缩压,Test,5904,5907
121,收缩压,Test,6120,6123
122,收缩压,Test,6429,6432
123,收缩压,Test,10828,10831
124,收缩压,Test,10932,10936
125,舒张压,Test,6153,6156
126,舒张压,Test,6464,6467
127,腰围,Test,4588,4590
128,尿酸,Test,7565,7567
129,臀围,Test,4591,4593
130,胰岛β细胞功能指数,Test,4858,4870
131,胰岛β细胞功能指数,Test,8529,8540
132,口服葡萄糖耐量试验,Test,4297,4306
133,胰岛素抵抗指数,Test,4756,4764
134,胰岛素抵抗指数,Test,8455,8462
135,HOMA-IR,Test,4767,4774
136,HOMA-IR,Test,4788,4795
137,HOMA-IR,Test,6191,6198
138,HOMA-IR,Test,7113,7120
139,HOMA-IR,Test,8440,8447
140,HOMA-IR,Test,11067,11074
141,HOMA-IR,Test,11327,11334
142,HOMA-IR,Test,11398,11405
143,动脉粥样硬化,Disease,1143,1149
144,动脉粥样硬化,Disease,1200,1206
145,动脉粥样硬化,Disease,3714,3720
146,动脉粥样硬化,Disease,4058,4065
147,动脉粥样硬化,Disease,4944,4950
148,动脉粥样硬化,Disease,4959,4965
149,动脉粥样硬化,Disease,6105,6111
150,动脉粥样硬化,Disease,6219,6225
151,动脉粥样硬化,Disease,8403,8409
152,动脉粥样硬化,Disease,8896,8902
153,动脉粥样硬化,Disease,9321,9328
154,动脉粥样硬化,Disease,9564,9570
155,动脉粥样硬化,Disease,10771,10777
156,动脉粥样硬化,Disease,10918,10924
157,动脉粥样硬化,Disease,11647,11653
158,动脉粥样硬化,Disease,11729,11735
159,动脉粥样硬化,Disease,11846,11853
160,HOMA-β,Test,4871,4877
161,HOMA-β,Test,4885,4891
162,HOMA-β,Test,6199,6205
163,HOMA-β,Test,7121,7127
164,HOMA-β,Test,8515,8521
165,HOMA-β,Test,11335,11341
166,HOMA-β,Test,11384,11390
167,空腹胰岛素,Test,4897,4903
168,空腹胰岛素,Test,7034,7039
169,空腹胰岛素,Test,11416,11421
170,身高,Test,4585,4587
171,体重,Test,4582,4584
172,前蛋白转化酶枯草溶菌素9,Test,718,731
173,ELISA,Test,911,916
174,PCSK9,Test,952,957
175,三酰甘油,Test,1047,1051
176,收缩压,Test,1091,1095
177,三酰甘油,Test,1123,1127
178,AIP,Test,1128,1131
179,PCSK9,Test,1176,1181
180,PCSK9,Test,1191,1196
181,糖尿病,Disease,3316,3319
182,糖尿病,Disease,3352,3355
183,血脂异常,Disease,3424,3428
184,高三酰甘油血症,Disease,3433,3440
185,糖尿病,Disease,3578,3581
186,三酰甘油,Test,3610,3614
187,低密度脂蛋白受体,Anatomy,3656,3665
188,2型糖尿病,Disease,3731,3738
189,血脂,Test,3740,3742
190,血脂异常,Disease,3892,3897
191,PCSK9,Test,3901,3906
192,LDLR,Anatomy,3910,3914
193,PCSK9,Test,3952,3957
194,PCSK9,Test,3984,3989
195,PCSK9,Test,4024,4029
196,心血管疾病,Disease,4068,4073
197,PCSK9,Test,4135,4140
198,PCSK9,Test,4148,4153
199,糖尿病,Disease,4284,4287
200,肥胖,Disease,4422,4424
201,肝肾功能异常,Disease,4425,4431
202,甲状腺疾病,Disease,4432,4438
203,固醇类激素,Drug,4447,4452
204,血压,Test,4594,4596
205,PCSK9,Test,4643,4648
206,PCSK9,Test,4671,4676
207,PCSK9,Test,4724,4729
208,胰岛素抵抗,Disease,4778,4783
209,PCSK9,Test,5039,5044
210,PCSK9,Test,5078,5083
211,PCSK9,Test,5405,5410
212,2型糖尿病,Disease,5437,5444
213,PCSK9,Test,5450,5455
214,PCSK9,Test,5562,5567
215,PCSK9,Test,5668,5673
216,PCSK9,Test,5764,5769
217,PCSK9,Test,5778,5783
218,PCSK9,Test,5822,5827
219,PCSK9,Test,5891,5896
220,三酰甘油,Test,5919,5923
221,AIP,Test,5924,5927
222,空腹血糖,Test,5928,5933
223,PCSK9,Test,6048,6053
224,三酰甘油,Test,6077,6081
225,PCSK9,Test,6094,6099
226,PCSK9,Test,6138,6143
227,脂蛋白a,Test,6157,6162
228,三酰甘油,Test,6551,6555
229,PCSK9,Test,8701,8706
230,PCSK9,Test,8834,8839
231,PCSK9,Test,8855,8860
232,PCSK9,Test,8883,8888
233,AIP,Test,8938,8941
234,三酰甘油,Test,8974,8978
235,AIP,Test,8980,8983
236,PCSK9,Test,9000,9005
237,PCSK9,Test,9528,9533
238,AIP,Test,9548,9551
239,三酰甘油,Test,9559,9563
240,脂代谢异常,Disease,9601,9606
241,三酰甘油,Test,9806,9810
242,心血管疾病,Disease,9853,9858
243,PCSK9,Test,10030,10035
244,肝脏,Anatomy,10039,10041
245,小肠,Anatomy,10043,10045
246,肾脏,Anatomy,10046,10048
247,肝脏,Anatomy,10087,10089
248,LDLR,Anatomy,10125,10129
249,PCSK9,Test,10192,10197
250,冠心病,Disease,10220,10223
251,PCSK9,Test,10305,10310
252,PCSK9,Test,10369,10374
253,PCSK9,Test,10452,10457
254,PCSK9,Test,10498,10503
255,PCSK9,Test,10540,10545
256,PCSK9,Test,10656,10661
257,血压,Test,10672,10674
258,三酰甘油,Test,10681,10685
259,PCSK9,Test,10713,10718
260,三酰甘油,Test,10728,10732
261,PCSK9,Test,10764,10769
262,PCSK9,Test,10818,10823
263,三酰甘油,Test,10843,10847
264,AIP,Test,10849,10852
265,PCSK9,Test,10874,10879
266,PCSK9,Test,10909,10914
267,PCSK9,Test,10955,10960
268,PCSK9,Test,11006,11011
269,PCSK9,Test,11114,11119
270,PCSK9,Test,11147,11152
271,LDLR,Anatomy,11162,11166
272,糖耐量受损,Disease,11181,11186
273,胰岛细胞,Anatomy,11193,11197
274,PCSK9,Test,11211,11216
275,胰岛,Anatomy,11221,11223
276,PCSK9,Test,11245,11250
277,PCSK9,Test,11282,11287
278,空腹血糖,Test,11290,11297
279,空腹胰岛素,Test,11309,11318
280,血糖,Test,11354,11356
281,PCSK9,Test,11359,11364
282,高胰岛素正糖钳夹,Test,11489,11497
283,PCSK9,Test,11500,11505
284,AIP,Test,11553,11556
285,AIP,Test,11577,11580
286,AIP,Test,11623,11626
287,PCSK9,Test,11680,11685
288,AIP,Test,11699,11702
289,PCSK9,Test,11711,11716
290,PCSK9抑制剂,Drug,11751,11760
291,三酰甘油,Test,11793,11797
292,大血管并发症,Disease,11856,11862
293,PCSK9抑制剂,Drug,11933,11942
