char,label
中,O
国,O
慢,B-Disease
性,I-Disease
肾,I-Disease
脏,I-Disease
病,I-Disease
患,O
者,O
合,O
并,O
高,B-Disease
尿,I-Disease
酸,I-Disease
血,I-Disease
症,I-Disease
诊,O
治,O
专,O
家,O
共,O
识,O
"
",O
中,O
国,O
慢,B-Disease
性,I-Disease
肾,I-Disease
脏,I-Disease
病,I-Disease
患,O
者,O
合,O
并,O
高,B-Disease
尿,I-Disease
酸,I-Disease
血,I-Disease
症,I-Disease
诊,O
治,O
共,O
识,O
专,O
家,O
组,O
"
",O
前,O
 ,O
言,O
"
",O
慢,B-Disease
性,I-Disease
肾,I-Disease
脏,I-Disease
病,I-Disease
(,O
c,O
h,O
r,O
o,O
n,O
i,O
c,O
 ,O
k,O
i,O
d,O
n,O
e,O
v,O
 ,O
d,O
i,O
s,O
e,O
a,O
s,O
e,O
",",O
c,O
K,O
D,O
),O
已,O
成,O
为,O
全,O
球,O
"
",O
性,O
重,O
要,O
公,O
共,O
卫,O
生,O
问,O
题,O
",",O
中,O
国,O
流,O
行,O
病,O
学,O
研,O
究,O
显,O
示,O
",",O
我,O
国,O
普,O
通,O
"
",O
人,O
群,O
c,B-Disease
K,I-Disease
D,I-Disease
的,O
患,O
病,O
率,O
为,O
1,O
0,O
.,O
8,O
%,O
”,O
】,O
",",O
中,O
国,O
南,O
方,O
地,O
区,O
普,O
通,O
人,O
群,O
为,O
"
",O
1,O
2,O
.,O
1,O
%,O
”,O
1,O
",",O
农,O
村,O
地,O
区,O
为,O
1,O
3,O
.,O
6,O
%,O
9,O
】,O
",",O
高,O
原,O
地,O
区,O
藏,O
族,O
人,O
群,O
为,O
1,O
9,O
.,O
1,O
%,O
㈣,O
",",O
"
",O
北,O
方,O
地,O
区,O
普,O
通,O
人,O
群,O
为,O
1,O
6,O
.,O
9,O
%,O
”,O
1,O
。,O
c,B-Disease
K,I-Disease
D,I-Disease
持,O
续,O
进,O
展,O
至,O
终,B-Disease
末,I-Disease
期,I-Disease
肾,I-Disease
"
",I-Disease
病,I-Disease
(,O
e,O
n,O
d,O
 ,O
s,O
t,O
a,O
g,O
e,O
 ,O
r,O
e,O
n,O
a,O
l,O
 ,O
d,O
i,O
s,O
e,O
a,O
s,O
e,O
",",O
E,O
s,O
R,O
D,O
),O
会,O
严,O
重,O
影,O
响,O
患,O
者,O
的,O
生,O
存,O
"
",O
和,O
生,O
活,O
质,O
量,O
。,O
E,B-Disease
S,I-Disease
R,I-Disease
D,I-Disease
所,O
需,O
的,O
医,O
疗,O
费,O
用,O
也,O
对,O
国,O
家,O
、,O
社,O
会,O
和,O
患,O
"
",O
者,O
家,O
庭,O
造,O
成,O
巨,O
大,O
的,O
经,O
济,O
负,O
担,O
。,O
寻,O
找,O
可,O
控,O
的,O
危,O
险,O
因,O
素,O
进,O
而,O
"
",O
采,O
取,O
针,O
对,O
性,O
措,O
施,O
对,O
于,O
延,O
缓,O
c,B-Disease
K,I-Disease
D,I-Disease
的,O
持,O
续,O
进,O
展,O
非,O
常,O
重,O
要,O
。,O
"
",O
我,O
国,O
C,B-Disease
K,I-Disease
D,I-Disease
患,O
者,O
中,O
的,O
高,B-Disease
尿,I-Disease
酸,I-Disease
血,I-Disease
症,I-Disease
(,O
h,O
v,O
p,O
e,O
m,O
r,O
i,O
c,O
e,O
m,O
i,O
a,O
",",O
H,O
u,O
A,O
),O
"
",O
患,O
病,O
率,O
为,O
3,O
6,O
.,O
6,O
%,O
一,O
5,O
0,O
.,O
0,O
%,O
",",O
随,O
c,B-Disease
K,I-Disease
D,I-Disease
的,O
进,O
展,O
其,O
患,O
病,O
率,O
明,O
显,O
升,O
"
",O
高,O
9,O
“,O
·,O
。,O
在,O
I,O
姐,O
肾,B-Disease
病,I-Disease
患,O
者,O
队,O
列,O
中,O
的,O
研,O
究,O
显,O
示,O
",",O
H,B-Disease
u,I-Disease
A,I-Disease
是,O
肾,B-Test
功,I-Test
"
",I-Test
能,I-Test
进,O
展,O
的,O
独,O
立,O
危,O
险,O
因,O
素,O
",",O
且,O
该,O
作,O
用,O
独,O
立,O
于,O
患,O
者,O
的,O
基,O
线,O
"
",O
e,B-Test
G,I-Test
F,I-Test
R,I-Test
水,O
平,O
吲,O
。,O
维,B-Treatment
持,I-Treatment
性,I-Treatment
腹,I-Treatment
膜,I-Treatment
透,I-Treatment
析,I-Treatment
(,O
腹,B-Treatment
透,I-Treatment
),O
患,O
者,O
的,O
队,O
列,O
研,O
究,O
显,O
"
",O
示,O
",",O
血,B-Test
尿,I-Test
酸,I-Test
水,O
平,O
与,O
腹,B-Treatment
透,I-Treatment
患,O
者,O
的,O
全,B-Disease
因,I-Disease
死,I-Disease
亡,I-Disease
及,O
心,B-Disease
血,I-Disease
管,I-Disease
疾,I-Disease
病,I-Disease
"
",I-Disease
(,I-Disease
c,I-Disease
a,I-Disease
r,I-Disease
d,I-Disease
i,I-Disease
o,I-Disease
v,I-Disease
a,I-Disease
s,I-Disease
c,I-Disease
u,I-Disease
l,I-Disease
a,I-Disease
r,I-Disease
 ,I-Disease
d,I-Disease
i,I-Disease
s,I-Disease
e,I-Disease
a,I-Disease
s,I-Disease
e,I-Disease
",",I-Disease
C,I-Disease
V,I-Disease
D,I-Disease
),I-Disease
死,I-Disease
亡,I-Disease
均,O
独,O
立,O
相,O
关,O
9,O
。,O
9,O
1,O
。,O
"
",O
然,O
而,O
",",O
目,O
前,O
对,O
于,O
c,B-Disease
K,I-Disease
D,I-Disease
患,O
者,O
中,O
无,O
症,O
状,O
H,B-Disease
u,I-Disease
A,I-Disease
的,O
治,O
疗,O
仍,O
存,O
"
",O
在,O
争,O
议,O
。,O
我,O
们,O
需,O
要,O
基,O
于,O
目,O
前,O
已,O
有,O
的,O
证,O
据,O
和,O
经,O
验,O
",",O
制,O
定,O
符,O
"
",O
合,O
中,O
国,O
c,B-Disease
K,I-Disease
D,I-Disease
患,O
者,O
实,O
际,O
情,O
况,O
的,O
专,O
家,O
共,O
识,O
",",O
指,O
导,O
临,O
"
",O
床,O
医,O
生,O
关,O
注,O
和,O
重,O
视,O
C,B-Disease
K,I-Disease
D,I-Disease
患,O
者,O
H,B-Disease
u,I-Disease
A,I-Disease
的,O
诊,O
断,O
和,O
治,O
"
",O
疗,O
",",O
并,O
为,O
将,O
来,O
制,O
定,O
临,O
床,O
指,O
南,O
提,O
供,O
基,O
础,O
。,O
"
",O
证,O
据,O
来,O
源,O
"
",O
1,O
.,O
证,O
据,O
来,O
源,O
:,O
本,O
共,O
识,O
以,O
关,O
键,O
词,O
检,O
索,O
当,O
前,O
有,O
"
",O
关,O
c,B-Disease
K,I-Disease
D,I-Disease
合,O
并,O
H,B-Disease
u,I-Disease
A,I-Disease
的,O
相,O
关,O
研,O
究,O
证,O
据,O
",",O
主,O
要,O
关,O
键,O
词,O
"
",O
包,O
括,O
:,O
慢,B-Disease
性,I-Disease
肾,I-Disease
脏,I-Disease
病,I-Disease
(,O
c,O
h,O
m,O
n,O
i,O
c,O
 ,O
k,O
i,O
d,O
n,O
e,O
y,O
 ,O
d,O
i,O
s,O
e,O
a,O
s,O
e,O
),O
、,O
高,B-Disease
尿,I-Disease
"
",I-Disease
酸,I-Disease
血,I-Disease
症,I-Disease
(,O
h,O
y,O
p,O
e,O
m,O
r,O
i,O
c,O
e,O
m,O
i,O
a,O
),O
、,O
指,O
南,O
(,O
g,O
u,O
i,O
d,O
e,O
l,O
i,O
n,O
e,O
),O
、,O
荟,O
萃,O
"
",O
分,O
析,O
(,O
m,O
e,O
t,O
a,O
 ,O
a,O
n,O
a,O
l,O
v,O
s,O
i,O
s,O
),O
、,O
系,O
统,O
评,O
价,O
(,O
s,O
y,O
s,O
t,O
e,O
m,O
i,O
c,O
"
",O
r,O
e,O
v,O
i,O
e,O
w,O
),O
、,O
随,O
机,O
对,O
照,O
试,O
验,O
(,O
r,O
a,O
n,O
d,O
o,O
m,O
i,O
z,O
e,O
d,O
 ,O
c,O
o,O
n,O
t,O
r,O
o,O
l,O
l,O
e,O
d,O
"
",O
t,O
r,O
i,O
a,O
l,O
),O
。,O
检,O
索,O
数,O
据,O
库,O
包,O
括,O
:,O
E,O
m,O
b,O
a,O
s,O
e,O
、,O
M,O
e,O
d,O
l,O
i,O
n,O
e,O
、,O
"
",O
P,O
u,O
b,O
M,O
e,O
d,O
、,O
循,O
证,O
医,O
学,O
数,O
据,O
库,O
(,O
包,O
括,O
C,O
D,O
s,O
R,O
、,O
D,O
A,O
R,O
E,O
、,O
"
",O
c,O
c,O
T,O
R,O
及,O
A,O
c,O
P,O
 ,O
J,O
o,O
u,O
r,O
n,O
a,O
l,O
 ,O
c,O
l,O
u,O
b,O
),O
、,O
0,O
v,O
I,O
D,O
平,O
台,O
数,O
据,O
库,O
、,O
"
",O
S,O
p,O
r,O
i,O
n,O
g,O
e,O
r,O
—,O
L,O
i,O
n,O
k,O
、,O
E,O
l,O
s,O
e,O
v,O
i,O
e,O
r,O
 ,O
S,O
c,O
i,O
e,O
n,O
c,O
e,O
D,O
i,O
r,O
e,O
c,O
t,O
电,O
子,O
期,O
刊,O
、,O
"
",O
中,O
国,O
生,O
物,O
医,O
学,O
文,O
献,O
数,O
据,O
库,O
(,O
C,O
B,O
M,O
),O
、,O
中,O
国,O
期,O
刊,O
网,O
全,O
文,O
数,O
据,O
"
",O
库,O
(,O
v,O
I,O
P,O
),O
。,O
检,O
索,O
时,O
间,O
从,O
建,O
库,O
至,O
2,O
0,O
1,O
6,O
年,O
8,O
月,O
底,O
。,O
同,O
时,O
检,O
索,O
"
",O
医,O
脉,O
通,O
、,O
u,O
p,O
t,O
o,O
d,O
a,O
t,O
e,O
、,O
D,O
v,O
n,O
a,O
m,O
e,O
d,O
补,O
充,O
指,O
南,O
和,O
相,O
关,O
研,O
究,O
",",O
查,O
看,O
纳,O
"
",O
入,O
研,O
究,O
的,O
参,O
考,O
文,O
献,O
。,O
若,O
缺,O
乏,O
指,O
南,O
和,O
系,O
统,O
评,O
价,O
证,O
据,O
支,O
持,O
",",O
"
",O
则,O
选,O
用,O
随,O
机,O
对,O
照,O
试,O
验,O
(,O
R,O
c,O
T,O
),O
",",O
若,O
R,O
c,O
T,O
缺,O
乏,O
",",O
则,O
补,O
充,O
观,O
察,O
性,O
"
",O
研,O
究,O
和,O
综,O
述,O
。,O
见,O
图,O
1,O
。,O
"
",O
2,O
.,O
纳,O
入,O
、,O
排,O
除,O
标,O
准,O
:,O
纳,O
入,O
所,O
有,O
c,B-Disease
K,I-Disease
D,I-Disease
合,O
并,O
H,B-Disease
u,I-Disease
A,I-Disease
相,O
关,O
的,O
"
",O
研,O
究,O
",",O
研,O
究,O
类,O
型,O
包,O
括,O
指,O
南,O
、,O
系,O
统,O
评,O
价,O
、,O
观,O
察,O
性,O
研,O
究,O
、,O
综,O
述,O
。,O
"
",O
部,O
分,O
研,O
究,O
作,O
为,O
支,O
撑,O
推,O
荐,O
意,O
见,O
的,O
相,O
关,O
证,O
据,O
",",O
部,O
分,O
研,O
究,O
作,O
为,O
"
",O
提,O
供,O
参,O
考,O
的,O
背,O
景,O
材,O
料,O
。,O
未,O
纳,O
入,O
非,O
中,O
、,O
英,O
文,O
发,O
表,O
的,O
研,O
究,O
和,O
"
",O
摘,O
要,O
。,O
见,O
图,O
1,O
。,O
"
",O
3,O
.,O
方,O
法,O
学,O
质,O
量,O
评,O
价,O
:,O
对,O
检,O
索,O
到,O
的,O
文,O
献,O
进,O
行,O
质,O
量,O
评,O
价,O
",",O
"
",O
其,O
中,O
对,O
指,O
南,O
使,O
用,O
A,O
G,O
R,O
E,O
E,O
Ⅱ,O
工,O
具,O
",",O
对,O
系,O
统,O
评,O
价,O
使,O
用,O
"
",O
A,O
M,O
s,O
T,O
A,O
R,O
工,O
具,O
",",O
对,O
R,O
c,O
T,O
使,O
用,O
c,O
o,O
c,O
h,O
r,O
a,O
n,O
e,O
 ,O
R,O
i,O
s,O
k,O
 ,O
o,O
f,O
 ,O
B,O
i,O
a,O
s,O
工,O
具,O
",",O
对,O
"
",O
观,O
察,O
性,O
研,O
究,O
使,O
用,O
对,O
应,O
的,O
方,O
法,O
学,O
质,O
量,O
评,O
价,O
工,O
具,O
。,O
"
",O
诊,O
断,O
标,O
准,O
和,O
分,O
型,O
"
",O
1,O
.,O
c,B-Disease
K,I-Disease
D,I-Disease
的,O
诊,O
断,O
标,O
准,O
和,O
分,O
期,O
:,O
c,B-Disease
K,I-Disease
D,I-Disease
的,O
诊,O
断,O
标,O
准,O
:,O
①,O
肾,O
"
",O
图,O
1,O
证,O
据,O
筛,O
选,O
流,O
程,O
图,O
"
",O
脏,O
损,O
伤,O
(,O
肾,O
脏,O
结,O
构,O
或,O
功,O
能,O
异,O
常,O
),O
≥,O
3,O
个,O
月,O
",",O
伴,O
或,O
不,O
伴,O
有,O
肾,B-Test
小,I-Test
"
",I-Test
球,I-Test
滤,I-Test
过,I-Test
率,I-Test
(,O
G,B-Test
F,I-Test
R,I-Test
),O
下,B-Test_Value
降,I-Test_Value
",",O
肾,B-Test
脏,I-Test
病,I-Test
理,I-Test
学,I-Test
检,I-Test
查,I-Test
异,B-Test_Value
常,I-Test_Value
或,O
肾,B-Disease
脏,I-Disease
损,I-Disease
伤,I-Disease
"
",O
(,O
血,O
、,O
尿,O
成,O
分,O
或,O
影,B-Test
像,I-Test
学,I-Test
检,I-Test
查,I-Test
异,B-Test_Value
常,I-Test_Value
),O
;,O
②,O
G,B-Test
F,I-Test
R,I-Test
<,B-Test_Value
6,I-Test_Value
0,I-Test_Value
 ,I-Test_Value
m,I-Test_Value
1,I-Test_Value
.,I-Test_Value
m,I-Test_Value
i,I-Test_Value
n,I-Test_Value
~,I-Test_Value
·,I-Test_Value
"
",I-Test_Value
(,I-Test_Value
1,I-Test_Value
.,I-Test_Value
7,I-Test_Value
3,I-Test_Value
 ,I-Test_Value
m,I-Test_Value
2,I-Test_Value
),I-Test_Value
。,O
达,O
到,O
或,O
超,O
过,O
3,O
个,O
月,O
",",O
有,O
或,O
无,O
肾,O
脏,O
损,O
伤,O
证,O
据,O
“,O
“,O
1,O
”,O
。,O
"
",O
c,B-Disease
K,I-Disease
D,I-Disease
的,O
分,O
期,O
参,O
考,O
改,O
善,O
全,O
球,O
肾,O
脏,O
病,O
预,O
后,O
组,O
织,O
(,O
T,O
h,O
e,O
 ,O
K,O
i,O
d,O
n,O
e,O
y,O
"
",O
D,O
i,O
s,O
e,O
a,O
s,O
e,O
:,O
I,O
m,O
p,O
r,O
o,O
v,O
i,O
n,O
g,O
 ,O
G,O
l,O
o,O
b,O
a,O
l,O
 ,O
O,O
u,O
t,O
c,O
o,O
m,O
e,O
s,O
",",O
K,O
D,O
I,O
G,O
0,O
),O
的,O
标,O
准,O
‘,O
⋯,O
。,O
"
",O
2,O
.,O
H,B-Disease
u,I-Disease
A,I-Disease
的,O
诊,O
断,O
标,O
准,O
和,O
分,O
型,O
:,O
H,B-Disease
u,I-Disease
A,I-Disease
的,O
诊,O
断,O
标,O
准,O
:,O
正,O
常,O
"
",O
嘌,O
呤,O
饮,O
食,O
状,O
态,O
下,O
",",O
非,O
同,O
