char,label
糖,B-Disease
尿,I-Disease
病,I-Disease
肾,I-Disease
病,I-Disease
防,O
治,O
专,O
家,O
共,O
识,O
(,O
2,O
0,O
1,O
4,O
年,O
版,O
),O
"
",O
中,O
华,O
医,O
学,O
会,O
糖,O
尿,O
病,O
学,O
分,O
会,O
微,O
血,O
管,O
并,O
发,O
症,O
学,O
组,O
"
",O
糖,B-Disease
尿,I-Disease
病,I-Disease
肾,I-Disease
病,I-Disease
是,O
糖,B-Disease
尿,I-Disease
病,I-Disease
最,O
主,O
要,O
的,O
微,B-Disease
血,I-Disease
管,I-Disease
并,I-Disease
发,I-Disease
症,I-Disease
之,O
一,O
",",O
是,O
"
",O
目,O
前,O
引,O
起,O
终,B-Disease
末,I-Disease
期,I-Disease
。,I-Disease
肾,I-Disease
病,I-Disease
(,O
e,O
n,O
d,O
.,O
s,O
t,O
a,O
g,O
e,O
 ,O
r,O
e,O
n,O
a,O
l,O
 ,O
d,O
i,O
s,O
e,O
a,O
s,O
e,O
",",O
E,B-Disease
S,I-Disease
R,I-Disease
D,I-Disease
),O
的,O
首,O
要,O
"
",O
原,O
因,O
⋯,O
。,O
国,O
外,O
研,O
究,O
资,O
料,O
显,O
示,O
",",O
2,B-Duration
0,I-Duration
年,I-Duration
以,I-Duration
上,I-Duration
病,O
程,O
的,O
糖,B-Disease
尿,I-Disease
病,I-Disease
肾,I-Disease
病,I-Disease
患,O
"
",O
者,O
发,O
展,O
为,O
E,B-Disease
S,I-Disease
R,I-Disease
D,I-Disease
的,O
发,O
生,O
率,O
为,O
4,O
0,O
.,O
8,O
/,O
1,O
 ,O
0,O
0,O
0,O
人,O
年,O
",",O
需,O
要,O
进,O
行,O
透,B-Treatment
析,I-Treatment
"
",O
或,O
移,B-Operation
植,I-Operation
等,O
肾,O
脏,O
替,O
代,O
治,O
疗,O
”,O
",",O
。,O
我,O
国,O
糖,B-Disease
尿,I-Disease
病,I-Disease
肾,I-Disease
病,I-Disease
的,O
患,O
病,O
率,O
亦,O
呈,O
"
",O
快,O
速,O
增,O
长,O
趋,O
势,O
",",O
2,O
0,O
0,O
9,O
至,O
2,O
0,O
1,O
2,O
年,O
我,O
国,O
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
患,O
者,O
的,O
糖,B-Disease
尿,I-Disease
"
",I-Disease
病,I-Disease
肾,I-Disease
病,I-Disease
患,O
病,O
率,O
在,O
社,O
区,O
患,O
者,O
中,O
为,O
3,O
0,O
%,O
.,O
5,O
0,O
%,O
t,O
3,O
’,O
4,O
1,O
",",O
在,O
住,O
院,O
患,O
者,O
中,O
"
",O
为,O
4,O
0,O
%,O
左,O
右,O
”,O
",",O
。,O
糖,B-Disease
尿,I-Disease
病,I-Disease
肾,I-Disease
病,I-Disease
起,O
病,O
隐,O
匿,O
",",O
一,O
旦,O
进,O
入,O
大,B-Level
量,I-Level
蛋,B-Symptom
白,I-Symptom
尿,I-Symptom
"
",O
期,O
后,O
",",O
进,O
展,O
至,O
E,B-Disease
S,I-Disease
R,I-Disease
D,I-Disease
的,O
速,O
度,O
大,O
约,O
为,O
其,O
他,O
肾,B-Disease
脏,I-Disease
病,I-Disease
变,I-Disease
的,O
1,O
4,O
倍,O
",",O
因,O
"
",O
此,O
早,O
期,O
诊,O
断,O
、,O
预,O
防,O
与,O
延,O
缓,O
糖,B-Disease
尿,I-Disease
病,I-Disease
肾,I-Disease
病,I-Disease
的,O
发,O
生,O
发,O
展,O
对,O
提,O
高,O
糖,B-Disease
"
",I-Disease
尿,I-Disease
病,I-Disease
患,O
者,O
存,O
活,O
率,O
",",O
改,O
善,O
其,O
生,O
活,O
质,O
量,O
具,O
有,O
重,O
要,O
意,O
义,O
。,O
为,O
规,O
范,O
"
",O
糖,B-Disease
尿,I-Disease
病,I-Disease
。,I-Disease
肾,I-Disease
病,I-Disease
的,O
诊,O
断,O
和,O
治,O
疗,O
",",O
中,O
华,O
医,O
学,O
会,O
糖,O
尿,O
病,O
学,O
分,O
会,O
微,O
血,O
"
",O
管,O
并,O
发,O
症,O
学,O
组,O
组,O
织,O
国,O
内,O
的,O
内,O
分,O
泌,O
和,O
肾,O
内,O
科,O
领,O
域,O
专,O
家,O
共,O
同,O
制,O
"
",O
定,O
本,O
共,O
识,O
。,O
"
",O
一,O
、,O
糖,B-Disease
尿,I-Disease
病,I-Disease
肾,I-Disease
病,I-Disease
的,O
定,O
义,O
与,O
诊,O
断,O
"
",O
糖,B-Disease
尿,I-Disease
病,I-Disease
肾,I-Disease
病,I-Disease
是,O
由,O
糖,B-Reason
尿,I-Reason
病,I-Reason
引,O
起,O
的,O
。,O
肾,B-Disease
脏,I-Disease
损,I-Disease
伤,I-Disease
",",O
以,O
往,O
用,O
D,B-Disease
N,I-Disease
"
",I-Disease
(,I-Disease
d,I-Disease
i,I-Disease
a,I-Disease
b,I-Disease
e,I-Disease
t,I-Disease
i,I-Disease
c,I-Disease
 ,I-Disease
n,I-Disease
e,I-Disease
p,I-Disease
h,I-Disease
r,I-Disease
o,I-Disease
p,I-Disease
a,I-Disease
t,I-Disease
h,I-Disease
y,I-Disease
),I-Disease
表,O
示,O
",",O
2,O
0,O
0,O
7,O
年,O
美,O
国,O
。,O
肾,O
脏,O
病,O
基,O
金,O
会,O
"
",O
(,O
N,O
K,O
F,O
),O
制,O
定,O
了,O
肾,O
脏,O
病,O
生,O
存,O
质,O
量,O
指,O
导,O
指,O
南,O
",",O
简,O
称,O
N,O
K,O
F,O
/,O
"
",O
K,O
D,O
O,O
Q,O
I,O
。,O
该,O
指,O
南,O
建,O
议,O
用,O
D,B-Disease
K,I-Disease
D,I-Disease
(,O
d,O
i,O
a,O
b,O
e,O
t,O
i,O
c,O
 ,O
k,O
i,O
d,O
n,O
e,O
y,O
 ,O
d,O
i,O
s,O
e,O
a,O
s,O
e,O
),O
取,O
代,O
"
",O
D,O
N,O
⋯,O
。,O
2,O
0,O
1,O
4,O
年,O
美,O
国,O
糖,O
尿,O
病,O
协,O
会,O
(,O
A,O
D,O
A,O
),O
与,O
N,O
K,O
F,O
达,O
成,O
共,O
识,O
",",O
认,O
"
",O
为,O
D,B-Disease
K,I-Disease
D,I-Disease
是,O
指,O
由,O
糖,B-Disease
尿,I-Disease
病,I-Disease
引,O
起,O
的,O
慢,B-Disease
性,I-Disease
肾,I-Disease
病,I-Disease
",",O
主,O
要,O
包,O
括,O
肾,B-Test
小,I-Test
球,I-Test
滤,I-Test
"
",I-Test
(,I-Test
A,I-Test
C,I-Test
R,I-Test
),I-Test
高,B-Test_Value
于,I-Test_Value
3,I-Test_Value
0,I-Test_Value
 ,I-Test_Value
m,I-Test_Value
g,I-Test_Value
/,I-Test_Value
g,I-Test_Value
持,B-Duration
续,I-Duration
超,I-Duration
过,I-Duration
3,I-Duration
个,I-Duration
月,I-Duration
”,O
’,O
6,O
。,O
7,O
l,O
。,O
糖,B-Disease
尿,I-Disease
病,I-Disease
性,I-Disease
。,I-Disease
肾,I-Disease
小,I-Disease
球,I-Disease
"
",I-Disease
。,I-Disease
肾,I-Disease
病,I-Disease
(,I-Disease
d,I-Disease
i,I-Disease
a,I-Disease
b,I-Disease
e,I-Disease
t,I-Disease
i,I-Disease
c,I-Disease
 ,I-Disease
g,I-Disease
l,I-Disease
o,I-Disease
m,I-Disease
e,I-Disease
r,I-Disease
u,I-Disease
l,I-Disease
o,I-Disease
p,I-Disease
a,I-Disease
t,I-Disease
h,I-Disease
y,I-Disease
),I-Disease
专,O
指,O
经,O
。,O
肾,B-Test
脏,I-Test
活,I-Test
检,I-Test
证,O
实,O
的,O
由,O
糖,B-Disease
"
",I-Disease
尿,I-Disease
病,I-Disease
引,O
起,O
的,O
肾,B-Test
小,I-Test
球,I-Test
病,I-Test
变,I-Test
⋯,O
。,O
"
",O
糖,B-Disease
尿,I-Disease
病,I-Disease
肾,I-Disease
病,I-Disease
的,O
诊,O
断,O
分,O
为,O
病,O
理,O
诊,O
断,O
和,O
临,O
床,O
诊,O
断,O
。,O
肾,B-Test
