char,label
中,O
国,O
2,O
0,O
岁,O
以,O
上,O
人,O
口,O
的,O
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
的,O
患,O
病,O
率,O
已,O
经,O
达,O
"
",O
到,O
9,O
.,O
7,O
%,O
。,O
传,O
统,O
降,B-Drug
糖,I-Drug
药,I-Drug
物,I-Drug
在,O
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
的,O
防,O
治,O
中,O
发,O
挥,O
了,O
"
",O
重,O
要,O
作,O
用,O
",",O
但,O
仍,O
存,O
在,O
低,B-Symptom
血,I-Symptom
糖,I-Symptom
、,O
体,B-Symptom
重,I-Symptom
增,I-Symptom
加,I-Symptom
、,O
增,O
加,O
心,B-Disease
血,I-Disease
管,I-Disease
"
",I-Disease
风,I-Disease
险,I-Disease
以,O
及,O
药,B-Reason
物,I-Reason
继,I-Reason
发,I-Reason
失,I-Reason
效,I-Reason
使,O
血,O
糖,B-Symptom
控,I-Symptom
制,I-Symptom
进,I-Symptom
行,I-Symptom
性,I-Symptom
恶,I-Symptom
化,I-Symptom
等,O
局,O
限,O
"
",O
性,O
。,O
二,B-Drug
肽,I-Drug
基,I-Drug
肽,I-Drug
酶,I-Drug
-,I-Drug
4,I-Drug
 ,I-Drug
(,I-Drug
d,I-Drug
i,I-Drug
p,I-Drug
e,I-Drug
p,I-Drug
t,I-Drug
i,I-Drug
d,I-Drug
y,I-Drug
l,I-Drug
 ,I-Drug
p,I-Drug
e,I-Drug
p,I-Drug
t,I-Drug
i,I-Drug
d,I-Drug
a,I-Drug
s,I-Drug
e,I-Drug
-,I-Drug
4,I-Drug
",",I-Drug
 ,I-Drug
D,I-Drug
P,I-Drug
P,I-Drug
-,I-Drug
4,I-Drug
),I-Drug
抑,I-Drug
"
",I-Drug
制,I-Drug
剂,I-Drug
是,O
近,O
年,O
研,O
发,O
的,O
口,B-Drug
服,I-Drug
降,I-Drug
糖,I-Drug
药,I-Drug
",",O
因,O
作,O
用,O
机,O
制,O
独,O
特,O
、,O
疗,O
"
",O
效,O
确,O
定,O
、,O
低,B-Symptom
血,I-Symptom
糖,I-Symptom
发,O
生,O
率,O
少,O
、,O
对,O
体,B-Test
重,I-Test
中,O
性,O
作,O
用,O
或,O
轻,O
度,O
降,O
"
",O
低,O
、,O
心,O
血,O
管,O
安,O
全,O
性,O
良,O
好,O
等,O
特,O
点,O
受,O
到,O
普,O
遍,O
关,O
注,O
",",O
临,O
床,O
应,O
"
",O
用,O
越,O
来,O
越,O
广,O
泛,O
。,O
D,B-Drug
P,I-Drug
P,I-Drug
-,I-Drug
4,I-Drug
抑,I-Drug
制,I-Drug
剂,I-Drug
减,O
少,O
体,O
内,O
胰,O
高,O
血,B-Test
糖,I-Test
素,O
样,O
"
",O
肽,O
-,O
1,O
(,O
g,O
l,O
u,O
c,O
a,O
g,O
o,O
n,O
-,O
l,O
i,O
k,O
e,O
 ,O
p,O
e,O
p,O
t,O
i,O
d,O
e,O
-,O
1,O
",",O
 ,O
G,B-Anatomy
L,I-Anatomy
P,I-Anatomy
-,I-Anatomy
1,I-Anatomy
),O
降,O
解,O
而,O
增,O
加,O
循,O
环,O
"
",O
G,B-Anatomy
L,I-Anatomy
P,I-Anatomy
-,I-Anatomy
1,I-Anatomy
浓,O
度,O
2,B-Level
~,I-Level
3,I-Level
倍,I-Level
",",O
G,B-Anatomy
L,I-Anatomy
P,I-Anatomy
-,I-Anatomy
1,I-Anatomy
通,O
过,O
血,B-Test
糖,I-Test
依,O
赖,O
性,O
刺,O
激,O
胰,B-Anatomy
岛,I-Anatomy
β,I-Anatomy
"
",I-Anatomy
细,I-Anatomy
胞,I-Anatomy
分,O
泌,O
胰,O
岛,O
素,O
",",O
抑,O
制,O
胰,B-Anatomy
岛,I-Anatomy
α,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
分,O
泌,O
胰,O
高,O
血,B-Test
糖,I-Test
素,O
而,O
"
",O
发,O
挥,O
降,O
低,O
血,B-Test
糖,I-Test
的,O
作,O
用,O
。,O
"
",O
国,O
内,O
批,O
准,O
临,O
床,O
应,O
用,O
的,O
D,B-Drug
P,I-Drug
P,I-Drug
-,I-Drug
4,I-Drug
抑,I-Drug
制,I-Drug
剂,I-Drug
有,O
5,O
种,O
",",O
包,O
括,O
"
",O
西,B-Drug
格,I-Drug
列,I-Drug
汀,I-Drug
(,I-Drug
s,I-Drug
i,I-Drug
t,I-Drug
a,I-Drug
g,I-Drug
l,I-Drug
i,I-Drug
p,I-Drug
t,I-Drug
i,I-Drug
n,I-Drug
),I-Drug
、,O
沙,B-Drug
格,I-Drug
列,I-Drug
汀,I-Drug
(,I-Drug
s,I-Drug
a,I-Drug
x,I-Drug
a,I-Drug
g,I-Drug
l,I-Drug
i,I-Drug
p,I-Drug
t,I-Drug
i,I-Drug
n,I-Drug
),O
、,O
维,B-Drug
格,I-Drug
"
",I-Drug
列,I-Drug
汀,I-Drug
(,I-Drug
v,I-Drug
i,I-Drug
l,I-Drug
d,I-Drug
a,I-Drug
g,I-Drug
l,I-Drug
i,I-Drug
p,I-Drug
t,I-Drug
i,I-Drug
n,I-Drug
),I-Drug
、,O
阿,B-Drug
格,I-Drug
列,I-Drug
汀,I-Drug
(,I-Drug
a,I-Drug
l,I-Drug
o,I-Drug
g,I-Drug
l,I-Drug
i,I-Drug
p,I-Drug
t,I-Drug
i,I-Drug
n,I-Drug
),I-Drug
、,O
利,B-Drug
格,I-Drug
列,I-Drug
汀,I-Drug
"
",I-Drug
(,I-Drug
l,I-Drug
i,I-Drug
n,I-Drug
a,I-Drug
g,I-Drug
l,I-Drug
i,I-Drug
p,I-Drug
t,I-Drug
i,I-Drug
n,I-Drug
),I-Drug
。,O
虽,O
然,O
不,O
同,O
的,O
D,B-Drug
P,I-Drug
P,I-Drug
-,I-Drug
4,I-Drug
抑,I-Drug
制,I-Drug
剂,I-Drug
在,O
结,O
构,O
和,O
药,O
物,O
"
",O
代,O
谢,O
动,O
力,O
学,O
上,O
存,O
在,O
明,O
显,O
差,O
异,O
",",O
但,O
是,O
所,O
有,O
D,B-Drug
P,I-Drug
P,I-Drug
-,I-Drug
4,I-Drug
抑,I-Drug
制,I-Drug
剂,I-Drug
"
",O
均,O
显,O
示,O
出,O
相,O
近,O
的,O
降,O
糖,O
效,O
果,O
(,O
降,O
低,O
H,O
B,O
A,O
1,O
C,O
0,B-Level
.,I-Level
5,I-Level
%,I-Level
~,I-Level
1,I-Level
.,I-Level
0,I-Level
%,I-Level
),O
和,O
"
",O
良,O
好,O
的,O
安,O
全,O
性,O
。,O
"
",O
由,O
于,O
各,O
种,O
药,O
物,O
说,O
明,O
书,O
批,O
准,O
的,O
适,O
应,O
证,O
存,O
在,O
一,O
定,O
差,O
"
",O
异,O
",",O
而,O
且,O
中,O
国,O
大,O
多,O
数,O
医,O
生,O
目,O
前,O
还,O
缺,O
乏,O
实,O
际,O
应,O
用,O
经,O
验,O
",",O
"
",O
所,O
以,O
为,O
了,O
更,O
好,O
、,O
更,O
合,O
理,O
地,O
应,O
用,O
这,O
类,O
药,O
物,O
",",O
消,O
除,O
可,O
能,O
的,O
"
",O
误,O
解,O
",",O
造,O
福,O
糖,B-Disease
尿,I-Disease
病,I-Disease
患,O
者,O
",",O
本,O
共,O
识,O
基,O
于,O
国,O
内,O
外,O
药,O
物,O
说,O
"
",O
明,O
书,O
、,O
临,O
床,O
研,O
究,O
证,O
据,O
、,O
以,O
及,O
国,O
内,O
外,O
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
防,O
治,O
指,O
"
",O
南,O
",",O
对,O
可,O
能,O
出,O
现,O
的,O
超,O
药,O
物,O
说,O
明,O
书,O
用,O
药,O
(,O
药,O
品,O
说,O
明,O
书,O
之,O
"
",O
外,O
用,O
法,O
),O
提,O
供,O
参,O
考,O
意,O
见,O
。,O
"
",O
超,O
药,O
物,O
说,O
明,O
书,O
用,O
法,O
",",O
又,O
称,O
为,O
“,O
药,O
品,O
未,O
注,O
册,O
用,O
法,O
”,O
"
",O
或,O
“,O
药,O
品,O
说,O
明,O
书,O
之,O
外,O
的,O
用,O
法,O
”,O
(,O
u,O
n,O
l,O
a,O
b,O
e,O
l,O
e,O
d,O
 ,O
u,O
s,O
e,O
s,O
",",O
o,O
f,O
f,O
-,O
"
",O
l,O
a,O
b,O
e,O
l,O
 ,O
u,O
s,O
e,O
s,O
",",O
o,O
u,O
t,O
-,O
o,O
f,O
 ,O
l,O
a,O
b,O
e,O
l,O
 ,O
u,O
s,O
a,O
g,O
e,O
 ,O
o,O
r,O
 ,O
o,O
u,O
t,O
s,O
i,O
d,O
e,O
 ,O
o,O
f,O
 ,O
l,O
a,O
b,O
e,O
l,O
i,O
n,O
g,O
),O
是,O
"
",O
指,O
药,O
品,O
使,O
用,O
的,O
适,O
应,O
证,O
、,O
给,O
药,O
方,O
法,O
、,O
剂,O
量,O
或,O
给,O
药,O
途,O
径,O
不,O
"
",O
在,O
药,O
品,O
监,O
督,O
管,O
理,O
部,O
门,O
批,O
准,O
的,O
说,O
明,O
书,O
之,O
内,O
的,O
用,O
法,O
。,O
美,O
国,O
"
",O
等,O
国,O
家,O
的,O
药,O
品,O
管,O
理,O
机,O
构,O
同,O
意,O
在,O
一,O
定,O
条,O
件,O
下,O
",",O
允,O
许,O
医,O
师,O
"
",O
进,O
行,O
超,O
药,O
物,O
说,O
明,O
书,O
用,O
法,O
。,O
我,O
国,O
对,O
此,O
没,O
有,O
相,O
应,O
的,O
管,O
理,O
法,O
"
",O
规,O
。,O
存,O
在,O
超,O
药,O
物,O
说,O
明,O
书,O
用,O
法,O
的,O
主,O
要,O
原,O
因,O
是,O
药,O
品,O
说,O
明,O
书,O
"
",O
用,O
法,O
往,O
往,O
滞,O
后,O
于,O
科,O
学,O
知,O
识,O
和,O
文,O
献,O
的,O
更,O
新,O
和,O
发,O
展,O
。,O
"
",O
药,O
物,O
说,O
明,O
书,O
依,O
然,O
是,O
临,O
床,O
安,O
全,O
使,O
用,O
药,O
物,O
的,O
基,O
础,O
",",O
超,O
"
",O
药,O
物,O
说,O
明,O
书,O
用,O
法,O
不,O
是,O
“,O
试,O
验,O
性,O
用,O
法,O
(,O
e,O
x,O
p,O
e,O
r,O
i,O
m,O
e,O
n,O
t,O
a,O
l,O
 ,O
u,O
s,O
e,O
s,O
),O
"
",O
或,O
试,O
验,O
性,O
用,O
药,O
”,O
",",O
是,O
建,O
立,O
在,O
充,O
分,O
循,O
证,O
证,O
据,O
和,O
权,O
威,O
指,O
南,O
"
",O
推,O
荐,O
的,O
基,O
础,O
上,O
",",O
完,O
全,O
是,O
为,O
了,O
患,O
者,O
的,O
利,O
益,O
使,O
用,O
。,O
在,O
具,O
体,O
"
",O
使,O
用,O
前,O
应,O
该,O
获,O
得,O
所,O
在,O
执,O
业,O
单,O
位,O
的,O
药,O
事,O
管,O
理,O
委,O
员,O
会,O
和,O
伦,O
"
",O
理,O
委,O
员,O
会,O
批,O
准,O
备,O
案,O
",",O
并,O
签,O
署,O
患,O
者,O
知,O
情,O
同,O
意,O
书,O
。,O
"
",O
D,B-Drug
P,I-Drug
P,I-Drug
-,I-Drug
4,I-Drug
抑,I-Drug
制,I-Drug
剂,I-Drug
的,O
适,O
应,O
证,O
和,O
超,O
药,O
物,O
说,O
明,O
书,O
用,O
法,O
"
",O
中,O
国,O
批,O
准,O
的,O
各,O
种,O
D,B-Drug
P,I-Drug
P,I-Drug
-,I-Drug
4,I-Drug
抑,I-Drug
制,I-Drug
剂,I-Drug
的,O
说,O
明,O
书,O
的,O
适,O
应,O
证,O
"
",O
为,O
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
患,O
者,O
饮,O
食,O
运,O
动,O
不,O
能,O
控,O
制,O
血,B-Test
糖,I-Test
的,O
单,O
药,O
、,O
联,O
"
",O
合,O
二,B-Drug
甲,I-Drug
双,I-Drug
胍,I-Drug
以,O
及,O
联,O
合,O
二,B-Drug
甲,I-Drug
双,I-Drug
胍,I-Drug
和,O
磺,B-Drug
脲,I-Drug
类,I-Drug
药,O
物,O
治,O
疗,O
。,O
大,O
"
",O
多,O
为,O
单,O
药,O
或,O
与,O
二,B-Drug
甲,I-Drug
双,I-Drug
胍,I-Drug
联,O
用,O
",",O
只,O
有,O
利,B-Drug
格,I-Drug
列,I-Drug
汀,I-Drug
与,O
二,B-Drug
甲,I-Drug
双,I-Drug
"
",I-Drug
胍,I-Drug
和,O
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
联,O
合,O
使,O
用,O
。,O
"
",O
西,B-Drug
格,I-Drug
列,I-Drug
汀,I-Drug
的,O
适,O
应,O
证,O
 ,O
 ,O
单,O
药,O
治,O
疗,O
:,O
本,O
品,O
配,O
合,O
饮,O
食,O
控,O
"
",O
制,O
和,O
运,O
动,O
",",O
用,O
于,O
改,O
善,O
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
患,O
者,O
的,O
血,B-Test
糖,I-Test
控,O
制,O
;,O
联,O
"
",O
合,O
治,O
疗,O
:,O
当,O
单,O
独,O
使,O
用,O
盐,B-Drug
酸,I-Drug
二,I-Drug
甲,I-Drug
双,I-Drug
胍,I-Drug
血,B-Test
糖,I-Test
控,O
制,O
不,O
佳,O
时,O
",",O
"
",O
可,O
与,O
盐,B-Drug
酸,I-Drug
二,I-Drug
甲,I-Drug
双,I-Drug
胍,I-Drug
联,O
合,O
使,O
用,O
",",O
在,O
饮,O
食,O
和,O
运,O
动,O
基,O
础,O
上,O
改,O
"
",O
善,O
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
患,O
者,O
的,O
血,B-Test
糖,I-Test
控,O
制,O
。,O
"
",O
维,B-Drug
格,I-Drug
列,I-Drug
汀,I-Drug
的,O
适,O
应,O
证,O
 ,O
 ,O
适,O
用,O
于,O
治,O
疗,O
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
。,O
单,O
药,O
"
",O
治,O
疗,O
:,O
本,O
品,O
配,O
合,O
饮,O
食,O
控,O
制,O
和,O
运,O
动,O
",",O
用,O
于,O
改,O
善,O
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
"
",I-Disease
病,I-Disease
患,O
者,O
的,O
血,B-Test
糖,I-Test
控,O
制,O
;,O
当,O
二,B-Drug
甲,I-Drug
双,I-Drug
胍,I-Drug
作,O
为,O
单,O
药,O
治,O
疗,O
用,O
至,O
最,B-Amount
"
",I-Amount
大,I-Amount
耐,I-Amount
受,I-Amount
剂,I-Amount
量,I-Amount
仍,O
不,O
能,O
有,O
效,O
控,O
制,O
血,B-Test
糖,I-Test
时,O
",",O
本,O
品,O
可,O
与,O
二,B-Drug
甲,I-Drug
双,I-Drug
"
",I-Drug
胍,I-Drug
联,O
合,O
使,O
用,O
。,O
"
",O
沙,B-Drug
格,I-Drug
列,I-Drug
汀,I-Drug
的,O
适,O
应,O
证,O
 ,O
 ,O
用,O
于,O
2,B-Disease
型,I-Disease
