char,label
解,O
读,O
 ,O
L,O
o,O
o,O
k,O
 ,O
A,O
H,O
E,O
A,O
D,O
 ,O
研,O
究,O
:,O
生,O
活,O
方,O
式,O
干,O
预,O
对,O
"
",O
超,B-Disease
重,I-Disease
或,O
肥,B-Disease
胖,I-Disease
的,O
 ,O
2,B-Disease
 ,I-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
患,O
者,O
还,O
有,O
用,O
吗,O
?,O
"
",O
田,O
勍,O
 ,O
 ,O
洪,O
天,O
配,O
"
",O
[,O
提,O
要,O
],O
 ,O
 ,O
 ,O
糖,B-Disease
尿,I-Disease
病,I-Disease
患,O
者,O
健,O
康,O
行,O
动,O
(,O
A,O
c,O
t,O
i,O
o,O
n,O
 ,O
f,O
o,O
r,O
 ,O
H,O
e,O
a,O
l,O
t,O
h,O
 ,O
i,O
n,O
 ,O
D,O
i,O
a,O
b,O
e,O
t,O
e,O
s,O
",",O
 ,O
L,O
o,O
o,O
k,O
 ,O
A,O
H,O
E,O
A,O
D,O
),O
研,O
究,O
显,O
示,O
",",O
在,O
超,B-Disease
重,I-Disease
或,O
肥,B-Disease
胖,I-Disease
的,O
"
",O
成,O
人,O
 ,O
2,B-Disease
 ,I-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
患,O
者,O
中,O
",",O
以,O
减,O
轻,O
体,B-Test
重,I-Test
为,O
主,O
要,O
目,O
标,O
的,O
强,O
化,O
生,O
活,O
方,O
式,O
干,O
预,O
并,O
不,O
能,O
降,O
低,O
心,B-Disease
血,I-Disease
管,I-Disease
事,I-Disease
件,I-Disease
的,O
发,O
生,O
率,O
",",O
但,O
"
",O
可,O
改,O
善,O
心,B-Anatomy
血,I-Anatomy
管,I-Anatomy
危,O
险,O
因,O
素,O
的,O
控,O
制,O
水,O
平,O
",",O
减,O
轻,O
肥,B-Disease
胖,I-Disease
相,O
关,O
合,O
并,O
症,O
",",O
提,O
高,O
患,O
者,O
的,O
生,O
活,O
质,O
量,O
。,O
"
",O
[,O
关,O
键,O
词,O
],O
 ,O
 ,O
 ,O
生,O
活,O
方,O
式,O
干,O
预,O
;,O
 ,O
糖,O
尿,O
病,O
",",O
2,O
 ,O
型,O
;,O
 ,O
体,B-Test
重,I-Test
减,O
轻,O
;,O
 ,O
心,O
血,O
管,O
风,O
险,O
"
",O
U,O
n,O
d,O
e,O
r,O
s,O
t,O
a,O
n,O
d,O
i,O
n,O
g,O
 ,O
t,O
o,O
 ,O
L,O
o,O
o,O
k,O
 ,O
A,O
H,O
E,O
A,O
D,O
 ,O
t,O
r,O
i,O
a,O
l,O
:,O
 ,O
I,O
s,O
 ,O
i,O
n,O
t,O
e,O
n,O
s,O
i,O
v,O
e,O
 ,O
l,O
i,O
f,O
e,O
s,O
t,O
y,O
l,O
e,O
 ,O
i,O
n,O
t,O
e,O
r,O
v,O
e,O
n,O
t,O
i,O
o,O
n,O
 ,O
u,O
s,O
e,O
f,O
u,O
l,O
 ,O
f,O
o,O
r,O
 ,O
o,O
v,O
e,O
r,O
w,O
e,O
i,O
g,O
h,O
t,O
 ,O
o,O
r,O
 ,O
o,O
b,O
e,O
s,O
e,O
 ,O
p,O
a,O
t,O
i,O
e,O
n,O
t,O
s,O
"
",O
w,O
i,O
t,O
h,O
 ,O
t,O
y,O
p,O
e,O
 ,O
2,O
 ,O
d,O
i,O
a,O
b,O
e,O
t,O
e,O
s,O
?,O
 ,O
T,O
i,O
a,O
n,O
 ,O
Q,O
i,O
n,O
g,O
",",O
 ,O
H,O
o,O
n,O
g,O
 ,O
T,O
i,O
a,O
n,O
p,O
e,O
i,O
.,O
 ,O
D,O
e,O
p,O
a,O
r,O
t,O
m,O
e,O
n,O
t,O
 ,O
o,O
f,O
 ,O
E,O
n,O
d,O
o,O
c,O
r,O
i,O
n,O
o,O
l,O
o,O
g,O
y,O
",",O
 ,O
P,O
e,O
k,O
i,O
n,O
g,O
 ,O
U,O
n,O
i,O
v,O
e,O
r,O
s,O
i,O
t,O
y,O
 ,O
T,O
h,O
i,O
r,O
d,O
 ,O
H,O
o,O
s,O
p,O
i,O
t,O
a,O
l,O
",",O
"
",O
B,O
e,O
i,O
j,O
i,O
n,O
g,O
 ,O
1,O
0,O
0,O
1,O
9,O
1,O
",",O
 ,O
C,O
h,O
i,O
n,O
a,O
"
",O
[,O
S,O
u,O
m,O
m,O
a,O
r,O
y,O
],O
 ,O
 ,O
A,O
c,O
t,O
i,O
o,O
n,O
 ,O
f,O
o,O
r,O
 ,O
H,O
e,O
a,O
l,O
t,O
h,O
 ,O
i,O
n,O
 ,O
D,O
i,O
a,O
b,O
e,O
t,O
e,O
s,O
(,O
L,O
o,O
o,O
k,O
 ,O
A,O
H,O
E,O
A,O
D,O
),O
 ,O
t,O
r,O
i,O
a,O
l,O
 ,O
s,O
h,O
o,O
w,O
e,O
d,O
 ,O
t,O
h,O
a,O
t,O
 ,O
a,O
n,O
 ,O
i,O
n,O
t,O
e,O
n,O
s,O
i,O
v,O
e,O
 ,O
l,O
i,O
f,O
e,O
s,O
t,O
y,O
l,O
e,O
 ,O
i,O
n,O
t,O
e,O
r,O
v,O
e,O
n,O
t,O
i,O
o,O
n,O
"
",O
f,O
o,O
c,O
u,O
s,O
i,O
n,O
g,O
 ,O
o,O
n,O
 ,O
w,O
e,O
i,O
g,O
h,O
t,O
 ,O
l,O
o,O
s,O
s,O
 ,O
d,O
i,O
d,O
 ,O
n,O
o,O
t,O
 ,O
r,O
e,O
d,O
u,O
c,O
e,O
 ,O
t,O
h,O
e,O
 ,O
r,O
a,O
t,O
e,O
 ,O
o,O
f,O
 ,O
c,O
a,O
r,O
d,O
i,O
o,O
v,O
a,O
s,O
c,O
u,O
l,O
a,O
r,O
 ,O
e,O
v,O
e,O
n,O
t,O
s,O
 ,O
i,O
n,O
 ,O
o,O
v,O
e,O
r,O
w,O
e,O
i,O
g,O
h,O
t,O
 ,O
o,O
r,O
 ,O
o,O
b,O
e,O
s,O
e,O
 ,O
a,O
d,O
u,O
l,O
t,O
 ,O
p,O
a,O
t,O
i,O
e,O
n,O
t,O
s,O
 ,O
w,O
i,O
t,O
h,O
 ,O
t,O
y,O
p,O
e,O
 ,O
2,O
"
",O
d,O
i,O
a,O
b,O
e,O
t,O
e,O
s,O
.,O
 ,O
H,O
o,O
w,O
e,O
v,O
e,O
r,O
",",O
 ,O
t,O
h,O
e,O
 ,O
i,O
n,O
t,O
e,O
n,O
s,O
i,O
v,O
e,O
 ,O
l,O
i,O
f,O
e,O
s,O
t,O
y,O
l,O
e,O
 ,O
i,O
n,O
t,O
e,O
r,O
v,O
e,O
n,O
t,O
i,O
o,O
n,O
 ,O
i,O
m,O
p,O
r,O
o,O
v,O
e,O
d,O
 ,O
t,O
h,O
e,O
 ,O
c,O
o,O
n,O
t,O
r,O
o,O
l,O
 ,O
l,O
e,O
v,O
e,O
l,O
s,O
 ,O
o,O
f,O
 ,O
t,O
h,O
e,O
 ,O
r,O
i,O
s,O
k,O
 ,O
f,O
a,O
c,O
t,O
o,O
r,O
s,O
 ,O
f,O
o,O
r,O
 ,O
c,O
a,O
r,O
d,O
i,O
o,O
v,O
a,O
s,O
c,O
u,O
l,O
a,O
r,O
"
",O
d,O
i,O
s,O
e,O
a,O
s,O
e,O
",",O
 ,O
a,O
t,O
t,O
e,O
n,O
u,O
a,O
t,O
e,O
d,O
 ,O
t,O
h,O
e,O
 ,O
o,O
b,O
e,O
s,O
i,O
t,O
y,O
-,O
a,O
s,O
s,O
o,O
c,O
i,O
a,O
t,O
e,O
d,O
 ,O
c,O
o,O
m,O
o,O
r,O
b,O
i,O
d,O
i,O
t,O
i,O
e,O
s,O
",",O
 ,O
a,O
n,O
d,O
 ,O
i,O
m,O
p,O
r,O
o,O
v,O
e,O
d,O
 ,O
t,O
h,O
e,O
 ,O
q,O
u,O
a,O
l,O
i,O
t,O
y,O
 ,O
o,O
f,O
 ,O
l,O
i,O
f,O
e,O
 ,O
i,O
n,O
 ,O
t,O
h,O
e,O
s,O
e,O
 ,O
p,O
a,O
t,O
i,O
e,O
n,O
t,O
s,O
.,O
"
",O
[,O
K,O
e,O
y,O
