char,label
临,O
床,O
研,O
究,O
"
",O
基,O
金,O
项,O
目,O
:,O
福,O
建,O
省,O
科,O
技,O
计,O
划,O
重,O
点,O
项,O
目,O
(,O
2,O
0,O
1,O
0,O
Y,O
0,O
0,O
1,O
3,O
),O
;,O
福,O
建,O
省,O
科,O
技,O
计,O
"
",O
划,O
重,O
点,O
项,O
目,O
(,O
2,O
0,O
1,O
3,O
Y,O
0,O
0,O
2,O
3,O
),O
;,O
福,O
建,O
省,O
卫,O
生,O
厅,O
医,O
学,O
创,O
新,O
课,O
题,O
(,O
2,O
0,O
1,O
2,O
-,O
C,O
X,O
-,O
1,O
),O
"
",O
研,O
究,O
所,O
",",O
福,O
建,O
医,O
科,O
大,O
学,O
省,O
立,O
临,O
床,O
医,O
学,O
院,O
(,O
林,O
敏,O
、,O
林,O
帆,O
、,O
朱,O
鹏,O
立,O
、,O
黄,O
峰,O
),O
",",O
临,O
"
",O
床,O
检,O
验,O
中,O
心,O
(,O
陈,O
发,O
林,O
),O
"
",O
福,O
建,O
沿,O
海,O
农,O
村,O
血,O
尿,B-Test
酸,I-Test
水,O
平,O
调,O
查,O
及,O
心,O
血,O
管,O
危,O
险,O
因,O
素,O
相,O
关,O
性,O
分,O
析,O
"
",O
林,O
敏,O
 ,O
 ,O
林,O
帆,O
 ,O
 ,O
朱,O
鹏,O
立,O
 ,O
 ,O
黄,O
峰,O
 ,O
 ,O
陈,O
发,O
林,O
"
",O
[,O
提,O
要,O
],O
 ,O
 ,O
 ,O
采,O
用,O
分,O
层,O
整,O
群,O
随,O
机,O
抽,O
样,O
方,O
法,O
收,O
集,O
 ,O
3,O
 ,O
3,O
4,O
9,O
 ,O
人,O
一,O
般,O
资,O
料,O
和,O
血,O
清,O
学,O
指,O
标,O
",",O
进,O
行,O
相,O
关,O
及,O
回,O
归,O
分,O
析,O
",",O
探,O
"
",O
讨,O
血,O
尿,B-Test
酸,I-Test
与,O
心,B-Anatomy
血,I-Anatomy
管,I-Anatomy
危,O
险,O
因,O
素,O
的,O
相,O
关,O
性,O
。,O
 ,O
结,O
果,O
显,O
示,O
该,O
地,O
区,O
高,B-Disease
尿,I-Disease
酸,I-Disease
血,I-Disease
症,I-Disease
患,O
病,O
率,O
为,O
 ,O
1,O
8,O
.,O
 ,O
8,O
5,O
%,O
 ,O
",",O
高,O
甘,B-Test
油,I-Test
三,I-Test
酯,I-Test
、,O
高,O
低,B-Test
"
",I-Test
密,I-Test
度,I-Test
脂,I-Test
蛋,I-Test
白,I-Test
胆,I-Test
固,I-Test
醇,I-Test
(,O
L,B-Test
D,I-Test
L,I-Test
-,I-Test
C,I-Test
),O
、,O
低,O
高,B-Test
密,I-Test
度,I-Test
脂,I-Test
蛋,I-Test
白,I-Test
胆,I-Test
固,I-Test
醇,I-Test
(,O
H,B-Test
D,I-Test
L,I-Test
-,I-Test
C,I-Test
),O
和,O
估,B-Test
计,I-Test
的,I-Test
肾,I-Test
小,I-Test
球,I-Test
滤,I-Test
过,I-Test
率,I-Test
低,O
者,O
合,O
并,O
高,B-Disease
尿,I-Disease
酸,I-Disease
血,I-Disease
"
",I-Disease
症,I-Disease
的,O
风,O
险,O
增,O
加,O
。,O
 ,O
表,O
明,O
高,B-Disease
尿,I-Disease
酸,I-Disease
血,I-Disease
症,I-Disease
者,O
常,O
伴,O
随,O
血,B-Symptom
脂,I-Symptom
异,I-Symptom
常,I-Symptom
等,O
多,O
种,O
心,B-Anatomy
血,I-Anatomy
管,I-Anatomy
危,O
险,O
因,O
素,O
。,O
"
",O
[,O
关,O
键,O
词,O
],O
 ,O
 ,O
 ,O
尿,B-Test
酸,I-Test
;,O
 ,O
流,O
行,O
病,O
学,O
;,O
 ,O
心,O
血,O
管,O
危,O
险,O
因,O
素,O
"
",O
T,O
h,O
e,O
 ,O
s,O
e,O
r,O
u,O
m,O
 ,O
u,O
r,O
i,O
c,O
 ,O
a,O
c,O
i,O
d,O
 ,O
l,O
e,O
v,O
e,O
l,O
 ,O
a,O
n,O
d,O
 ,O
c,O
a,O
r,O
d,O
i,O
o,O
v,O
a,O
s,O
c,O
u,O
l,O
a,O
r,O
 ,O
r,O
i,O
s,O
k,O
 ,O
f,O
a,O
c,O
t,O
o,O
r,O
s,O
 ,O
i,O
n,O
 ,O
c,O
o,O
a,O
s,O
t,O
a,O
l,O
 ,O
v,O
i,O
l,O
l,O
a,O
g,O
e,O
s,O
 ,O
o,O
f,O
 ,O
F,O
u,O
j,O
i,O
a,O
n,O
 ,O
p,O
r,O
o,O
v,O
i,O
n,O
c,O
e,O
 ,O
L,O
i,O
n,O
 ,O
M,O
i,O
n,O
*,O
",",O
 ,O
L,O
i,O
n,O
"
",O
F,O
a,O
n,O
",",O
 ,O
Z,O
h,O
u,O
 ,O
P,O
e,O
n,O
g,O
l,O
i,O
",",O
 ,O
H,O
u,O
a,O
n,O
g,O
 ,O
F,O
e,O
n,O
g,O
",",O
 ,O
C,O
h,O
e,O
n,O
 ,O
F,O
a,O
l,O
i,O
n,O
.,O
 ,O
*,O
P,O
r,O
o,O
v,O
i,O
n,O
c,O
i,O
a,O
l,O
 ,O
C,O
l,O
i,O
n,O
i,O
c,O
a,O
l,O
 ,O
M,O
e,O
d,O
i,O
c,O
a,O
l,O
 ,O
C,O
o,O
l,O
l,O
e,O
g,O
e,O
 ,O
o,O
f,O
 ,O
F,O
u,O
j,O
i,O
a,O
n,O
 ,O
M,O
e,O
d,O
i,O
c,O
a,O
l,O
 ,O
U,O
n,O
i,O
v,O
