char,label
随,O
着,O
生,O
活,O
方,O
式,O
的,O
改,O
变,O
及,O
人,O
口,O
老,O
龄,O
化,O
的,O
加,O
速,O
",",O
2,B-Disease
"
",I-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
(,O
t,O
y,O
p,O
e,O
 ,O
2,O
 ,O
d,O
i,O
a,O
b,O
e,O
t,O
e,O
s,O
 ,O
m,O
e,O
l,O
l,O
i,O
t,O
u,O
s,O
",",O
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
),O
和,O
肥,B-Disease
胖,I-Disease
的,O
"
",O
患,O
病,O
率,O
呈,O
快,O
速,O
上,O
升,O
趋,O
势,O
",",O
并,O
且,O
已,O
经,O
成,O
为,O
全,O
球,O
性,O
公,O
共,O
"
",O
卫,O
生,O
问,O
题,O
。,O
2,O
0,O
1,O
0,O
年,O
中,O
国,O
糖,O
尿,O
病,O
流,O
行,O
病,O
学,O
调,O
查,O
[,O
以,O
糖,B-Test
"
",I-Test
化,I-Test
血,I-Test
红,I-Test
蛋,I-Test
白,I-Test
(,O
h,O
e,O
m,O
o,O
g,O
l,O
o,O
b,O
i,O
n,O
 ,O
A,O
1,O
c,O
",",O
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
),O
≥,B-Test_Value
6,I-Test_Value
.,I-Test_Value
5,I-Test_Value
%,I-Test_Value
作,O
为,O
诊,O
"
",O
断,O
标,O
准,O
之,O
一,O
],O
数,O
据,O
显,O
示,O
",",O
中,O
国,O
成,O
人,O
糖,B-Disease
尿,I-Disease
病,I-Disease
患,O
病,O
率,O
高,O
达,O
"
",O
1,O
1,O
.,O
6,O
%,O
",",O
糖,O
尿,O
病,O
患,O
者,O
人,O
数,O
居,O
全,O
球,O
首,O
位,O
[,O
1,O
],O
。,O
肥,B-Disease
胖,I-Disease
和,O
"
",O
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
关,O
系,O
密,O
切,O
",",O
中,O
国,O
超,B-Disease
重,I-Disease
与,O
肥,B-Disease
胖,I-Disease
人,O
群,O
的,O
糖,O
尿,O
病,O
患,O
"
",O
病,O
率,O
分,O
别,O
为,O
1,B-Test_Value
2,I-Test_Value
.,I-Test_Value
8,I-Test_Value
%,I-Test_Value
和,O
1,B-Test_Value
8,I-Test_Value
.,I-Test_Value
5,I-Test_Value
%,I-Test_Value
[,O
2,O
],O
;,O
而,O
在,O
糖,B-Disease
尿,I-Disease
病,I-Disease
患,O
者,O
中,O
超,B-Disease
"
",I-Disease
重,I-Disease
比,O
例,O
为,O
4,O
1,O
%,O
、,O
肥,B-Disease
胖,I-Disease
比,O
例,O
为,O
2,O
4,O
.,O
3,O
%,O
、,O
腹,B-Disease
型,I-Disease
肥,I-Disease
胖,I-Disease
[,O
腰,B-Test
围,I-Test
≥,B-Test_Value
"
",I-Test_Value
9,I-Test_Value
0,I-Test_Value
 ,I-Test_Value
c,I-Test_Value
m,I-Test_Value
(,O
男,O
),O
或,O
≥,B-Test_Value
8,I-Test_Value
5,I-Test_Value
 ,I-Test_Value
c,I-Test_Value
m,I-Test_Value
(,O
女,O
),O
],O
患,O
者,O
高,O
达,O
4,O
5,O
.,O
4,O
%,O
[,O
3,O
],O
。,O
与,O
白,O
"
",O
种,O
人,O
相,O
比,O
",",O
中,O
国,O
人,O
肥,B-Disease
胖,I-Disease
程,O
度,O
较,O
轻,O
",",O
而,O
体,O
脂,O
分,O
布,O
趋,O
向,O
于,O
"
",O
腹,B-Anatomy
腔,I-Anatomy
内,O
积,O
聚,O
",",O
更,O
易,O
形,O
成,O
腹,B-Disease
型,I-Disease
肥,I-Disease
胖,I-Disease
[,O
4,O
],O
。,O
"
",O
虽,O
然,O
既,O
往,O
流,O
行,O
病,O
学,O
调,O
查,O
中,O
使,O
用,O
的,O
超,B-Disease
重,I-Disease
、,O
肥,B-Disease
胖,I-Disease
的,O
"
",O
诊,O
断,O
标,O
准,O
略,O
有,O
不,O
同,O
",",O
但,O
仍,O
然,O
可,O
在,O
一,O
定,O
程,O
度,O
上,O
反,O
映,O
其,O
"
",O
高,O
患,O
病,O
率,O
",",O
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
合,O
并,O
肥,B-Disease
胖,I-Disease
的,O
管,O
理,O
形,O
势,O
非,O
常,O
严,O
峻,O
。,O
"
",O
因,O
此,O
",",O
我,O
国,O
临,O
床,O
内,O
分,O
泌,O
学,O
专,O
家,O
根,O
据,O
当,O
前,O
中,O
国,O
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
"
",O
和,O
肥,B-Disease
胖,I-Disease
患,O
者,O
的,O
流,O
行,O
病,O
学,O
特,O
征,O
及,O
现,O
有,O
的,O
临,O
床,O
证,O
据,O
",",O
制,O
"
",O
订,O
出,O
本,O
部,O
中,O
国,O
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
合,O
并,O
肥,O
胖,O
综,O
合,O
管,O
理,O
专,O
家,O
共,O
识,O
。,O
"
",O
一,O
、,O
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
合,O
并,O
肥,B-Disease
胖,I-Disease
管,O
理,O
的,O
意,O
义,O
"
",O
体,B-Symptom
重,I-Symptom
增,I-Symptom
加,I-Symptom
是,O
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
发,O
生,O
的,O
独,O
立,O
危,O
险,O
因,O
素,O
[,O
5,O
],O
。,O
体,B-Test
"
",I-Test
重,I-Test
或,O
腰,B-Test
围,I-Test
增,B-Test_Value
加,I-Test_Value
均,O
可,O
加,O
重,O
胰,B-Reason
岛,I-Reason
素,I-Reason
抵,I-Reason
抗,I-Reason
",",O
增,O
加,O
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
的,O
"
",O
发,O
生,O
风,O
险,O
",",O
以,O
及,O
血,B-Test
糖,I-Test
控,O
制,O
的,O
难,O
度,O
[,O
6,O
",",O
7,O
",",O
8,O
],O
。,O
与,O
单,O
纯,O
肥,O
胖,O
"
",O
的,O
患,O
者,O
相,O
比,O
",",O
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
合,O
并,O
肥,B-Disease
胖,I-Disease
患,O
者,O
减,O
重,O
并,O
维,O
持,O
体,B-Test
重,I-Test
"
",O
更,O
加,O
困,O
难,O
。,O
首,O
先,O
",",O
肥,B-Disease
胖,I-Disease
患,O
者,O
的,O
胰,B-Test
岛,I-Test
素,I-Test
水,O
平,O
显,O
著,O
增,O
"
",O
高,O
",",O
而,O
胰,B-Anatomy
岛,I-Anatomy
素,I-Anatomy
具,O
有,O
抑,O
制,O
脂,O
肪,O
分,O
解,O
、,O
促,O
进,O
脂,O
肪,O
合,O
成,O
的,O
"
",O
作,O
用,O
[,O
8,O
],O
。,O
其,O
次,O
",",O
肥,B-Disease
胖,I-Disease
本,O
身,O
与,O
糖,B-Disease
尿,I-Disease
病,I-Disease
患,O
者,O
存,O
在,O
的,O
其,O
他,O
"
",O
代,O
谢,O
异,O
常,O
协,O
同,O
作,O
用,O
可,O
加,O
重,O
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
的,O
胰,B-Reason
岛,I-Reason
素,I-Reason
抵,I-Reason
抗,I-Reason
",",O
而,O
"
",O
内,O
脏,O
脂,O
肪,O
增,O
加,O
可,O
能,O
是,O
肥,O
胖,O
患,O
者,O
发,O
生,O
胰,B-Reason
岛,I-Reason
素,I-Reason
抵,I-Reason
抗,I-Reason
的,O
"
",O
主,O
要,O
原,O
因,O
[,O
9,O
],O
。,O
减,O
轻,O
体,B-Test
重,I-Test
可,O
以,O
改,O
善,O
胰,B-Reason
岛,I-Reason
素,I-Reason
抵,I-Reason
抗,I-Reason
、,O
降,O
低,O
"
",O
血,B-Test
糖,I-Test
和,O
改,O
善,O
心,B-Disease
血,I-Disease
管,I-Disease
疾,I-Disease
病,I-Disease
的,O
危,O
险,O
因,O
素,O
",",O
超,B-Disease
重,I-Disease
和,O
肥,B-Disease
胖,I-Disease
"
",O
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
患,O
者,O
减,O
重,O
3,B-Test_Value
%,I-Test_Value
~,I-Test_Value
5,I-Test_Value
%,I-Test_Value
",",O
即,O
能,O
产,O
生,O
血,B-Test
糖,I-Test
、,O
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
、,O
