char,label
血,B-Test
糖,I-Test
波,O
动,O
是,O
评,O
价,O
血,B-Test
糖,I-Test
控,O
制,O
的,O
重,O
要,O
指,O
标,O
之,O
一,O
。,O
糖,B-Test
化,I-Test
血,I-Test
红,I-Test
蛋,I-Test
白,I-Test
(,O
h,O
e,O
m,O
o,O
g,O
l,O
o,O
b,O
i,O
n,O
 ,O
A,O
1,O
c,O
",",O
"
",O
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
),O
虽,O
能,O
反,O
映,O
3,O
个,O
月,O
内,O
血,B-Test
糖,I-Test
的,O
平,O
均,O
水,O
平,O
",",O
但,O
无,O
法,O
"
",O
反,O
映,O
血,B-Test
糖,I-Test
波,O
动,O
的,O
情,O
况,O
[,O
1,O
],O
",",O
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
控,O
制,O
相,O
似,O
的,O
糖,B-Disease
尿,I-Disease
病,I-Disease
"
",O
患,O
者,O
可,O
能,O
因,O
血,B-Test
糖,I-Test
波,O
动,O
的,O
程,O
度,O
不,O
同,O
",",O
发,O
生,O
并,O
发,O
症,O
的,O
风,O
"
",O
险,O
也,O
不,O
相,O
同,O
。,O
糖,B-Disease
尿,I-Disease
病,I-Disease
患,O
者,O
理,O
想,O
的,O
血,B-Test
糖,I-Test
控,O
制,O
不,O
仅,O
要,O
"
",O
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
达,O
标,O
",",O
还,O
应,O
尽,O
可,O
能,O
减,O
少,O
血,B-Test
糖,I-Test
波,O
动,O
的,O
幅,O
度,O
。,O
目,O
"
",O
前,O
",",O
针,O
对,O
血,B-Test
糖,I-Test
波,O
动,O
相,O
关,O
指,O
标,O
的,O
评,O
估,O
方,O
法,O
较,O
为,O
复,O
杂,O
、,O
"
",O
可,O
操,O
作,O
性,O
差,O
",",O
不,O
利,O
于,O
临,O
床,O
医,O
生,O
对,O
血,B-Test
糖,I-Test
波,O
动,O
进,O
行,O
有,O
效,O
"
",O
临,O
床,O
内,O
分,O
泌,O
学,O
领,O
域,O
专,O
家,O
",",O
通,O
过,O
系,O
统,O
性,O
回,O
顾,O
分,O
析,O
现,O
有,O
"
",O
循,O
证,O
医,O
学,O
证,O
据,O
并,O
结,O
合,O
专,O
家,O
临,O
床,O
经,O
验,O
",",O
制,O
定,O
了,O
《,O
糖,O
尿,O
"
",O
病,O
患,O
者,O
血,B-Test
糖,I-Test
波,O
动,O
管,O
理,O
专,O
家,O
共,O
识,O
》,O
。,O
"
",O
1,O
 ,O
血,B-Test
糖,I-Test
波,O
动,O
的,O
定,O
义,O
?,O
"
",O
血,B-Test
糖,I-Test
波,O
动,O
指,O
血,B-Test
糖,I-Test
水,O
平,O
在,O
其,O
高,O
峰,O
和,O
低,O
谷,O
之,O
间,O
变,O
化,O
"
",O
的,O
不,O
稳,O
定,O
状,O
态,O
",",O
不,O
仅,O
包,O
括,O
短,O
期,O
血,B-Test
糖,I-Test
波,O
动,O
",",O
即,O
日,O
间,O
血,B-Test
"
",I-Test
糖,I-Test
波,O
动,O
和,O
日,O
内,O
血,B-Test
糖,I-Test
波,O
动,O
",",O
还,O
包,O
括,O
长,O
期,O
血,B-Test
糖,I-Test
波,O
动,O
",",O
即,O
"
",O
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
变,O
异,O
性,O
"
",O
[,O
2,O
],O
。,O
本,O
共,O
识,O
着,O
重,O
介,O
绍,O
日,O
内,O
血,B-Test
糖,I-Test
波,O
动,O
的,O
相,O
"
",O
关,O
危,O
害,O
及,O
管,O
理,O
。,O
"
",O
2,O
 ,O
哪,O
些,O
因,O
素,O
可,O
导,O
致,O
血,B-Test
糖,I-Test
波,O
动,O
?,O
"
",O
糖,B-Disease
尿,I-Disease
病,I-Disease
患,O
者,O
血,B-Test
糖,I-Test
波,O
动,O
的,O
主,O
要,O
原,O
因,O
包,O
括,O
胰,B-Test
岛,I-Test
β,I-Test
细,I-Test
"
",I-Test
胞,I-Test
功,I-Test
能,I-Test
状,O
态,O
、,O
饮,O
食,O
、,O
运,O
动,O
和,O
药,O
物,O
等,O
。,O
"
",O
(,O
1,O
),O
胰,B-Test
岛,I-Test
β,I-Test
细,I-Test
胞,I-Test
功,I-Test
能,I-Test
:,O
糖,B-Disease
尿,I-Disease
病,I-Disease
患,O
者,O
自,O
身,O
β,B-Reason
细,I-Reason
胞,I-Reason
功,I-Reason
能,I-Reason
"
",I-Reason
减,I-Reason
退,I-Reason
甚,O
至,O
衰,O
竭,O
",",O
导,O
致,O
体,O
内,O
胰,B-Test
岛,I-Test
素,I-Test
水,O
平,O
不,O
足,O
",",O
血,B-Test
糖,I-Test
调,O
"
",O
节,O
能,O
力,O
低,O
下,O
",",O
导,O
致,O
血,B-Test
糖,I-Test
容,O
易,O
波,O
动,O
。,O
并,O
且,O
β,B-Test
细,I-Test
胞,I-Test
功,I-Test
能,I-Test
"
",O
越,O
差,O
",",O
血,B-Test
糖,I-Test
波,O
动,O
幅,O
度,O
越,O
大,O
[,O
3,O
],O
。,O
"
",O
(,O
2,O
),O
饮,O
食,O
:,O
饮,O
食,O
的,O
“,O
质,O
”,O
和,O
“,O
量,O
”,O
均,O
可,O
影,O
响,O
血,B-Test
糖,I-Test
"
",O
波,O
动,O
",",O
摄,O
入,O
高,O
升,O
糖,O
指,O
数,O
(,O
g,O
l,O
y,O
c,O
e,O
m,O
i,O
c,O
 ,O
i,O
n,O
d,O
e,O
x,O
",",O
G,O
I,O
),O
食,O
物,O
以,O
"
",O
及,O
食,O
物,O
摄,O
入,O
量,O
过,O
多,O
均,O
可,O
引,O
起,O
餐,B-Test
后,I-Test
血,I-Test
糖,I-Test
迅,O
速,O
升,O
高,O
",",O
导,O
"
",O
致,O
血,B-Test
糖,I-Test
波,O
动,O
的,O
幅,O
度,O
增,O
加,O
。,O
"
",O
(,O
3,O
),O
药,O
物,O
:,O
应,O
用,O
降,O
糖,O
药,O
物,O
所,O
带,O
来,O
的,O
低,B-SideEff
血,I-SideEff
糖,I-SideEff
也,O
是,O
血,B-Test
"
",I-Test
糖,I-Test
波,O
动,O
增,O
加,O
的,O
诱,O
因,O
之,O
一,O
[,O
4,O
],O
。,O
如,O
促,O
进,O
胰,B-Test
岛,I-Test
素,I-Test
分,O
泌,O
的,O
药,O
"
",O
物,O
或,O
者,O
胰,B-Test
岛,I-Test
素,I-Test
本,O
身,O
等,O
均,O
会,O
增,O
加,O
患,O
者,O
的,O
低,B-SideEff
血,I-SideEff
糖,I-SideEff
风,O
险,O
",",O
"
",O
增,O
加,O
血,B-Test
糖,I-Test
波,O
动,O
。,O
"
",O
此,O
外,O
",",O
饮,O
食,O
和,O
运,O
动,O
不,O
规,O
律,O
、,O
治,O
疗,O
依,O
从,O
性,O
差,O
、,O
情,O
"
",O
绪,O
应,O
激,O
、,O
睡,O
眠,O
障,O
碍,O
、,O
酗,O
酒,O
、,O
感,O
染,O
、,O
胰,B-Drug
岛,I-Drug
素,I-Drug
不,O
规,O
范,O
注,O
"
",O
射,O
等,O
多,O
种,O
因,O
素,O
也,O
可,O
增,O
加,O
血,B-Test
糖,I-Test
波,O
动,O
",",O
而,O
应,O
对,O
餐,B-Test
后,I-Test
血,I-Test
糖,I-Test
"
",O
作,O
者,O
简,O
介,O
:,O
母,O
义,O
明,O
",",O
男,O
",",O
主,O
任,O
医,O
师,O
",",O
教,O
授,O
",",O
博,O
士,O
生,O
导,O
师,O
。,O
"
",O
现,O
任,O
解,O
放,O
军,O
总,O
医,O
院,O
内,O
分,O
泌,O
科,O
主,O
任,O
",",O
中,O
华,O
医,O
学,O
会,O
"
",O
E,O
-,O
m,O
a,O
i,O
l,O
:,O
 ,O
m,O
u,O
y,O
i,O
m,O
i,O
n,O
g,O
@,O
3,O
0,O
1,O
h,O
o,O
s,O
p,O
i,O
t,O
a,O
l,O
.,O
c,O
o,O
m,O
.,O
c,O
n,O
"
",O
糖,O
尿,O
病,O
患,O
者,O
血,B-Test
糖,I-Test
波,O
动,O
管,O
理,O
专,O
家,O
共,O
识,O
"
",O
[,O
摘,O
要,O
],O
 ,O
在,O
实,O
现,O
患,O
者,O
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
达,O
标,O
的,O
同,O
时,O
",",O
加,O
强,O
血,B-Test
糖,I-Test
波,O
动,O
管,O
理,O
是,O
实,O
现,O
血,B-Test
糖,I-Test
精,O
细,O
化,O
管,O
理,O
的,O
重,O
要,O
手,O
段,O
",",O
对,O
于,O
预,O
防,O
糖,B-Disease
尿,I-Disease
病,I-Disease
并,I-Disease
发,I-Disease
症,I-Disease
也,O
意,O
义,O
重,O
大,O
。,O
但,O
目,O
前,O
"
",O
针,O
对,O
血,B-Test
糖,I-Test
波,O
动,O
指,O
标,O
的,O
评,O
估,O
方,O
法,O
较,O
为,O
复,O
杂,O
、,O
临,O
床,O
上,O
可,O
操,O
作,O
性,O
差,O
。,O
为,O
帮,O
助,O
临,O
床,O
医,O
生,O
更,O
好,O
地,O
管,O
控,O
糖,B-Disease
尿,I-Disease
病,I-Disease
",",O
实,O
现,O
血,B-Test
糖,I-Test
精,O
细,O
化,O
管,O
理,O
",",O
专,O
家,O
基,O
于,O
现,O
有,O
的,O
"
",O
循,O
证,O
医,O
学,O
证,O
据,O
及,O
临,O
床,O
经,O
验,O
",",O
制,O
定,O
了,O
《,O
糖,O
尿,O
病,O
患,O
者,O
血,O
糖,O
波,O
动,O
管,O
理,O
专,O
家,O
共,O
识,O
》,O
。,O
本,O
共,O
识,O
采,O
用,O
问,O
答,O
的,O
形,O
式,O
阐,O
述,O
了,O
血,B-Test
糖,I-Test
波,O
动,O
的,O
定,O
义,O
、,O
危,O
害,O
、,O
简,O
易,O
评,O
"
",O
估,O
指,O
标,O
和,O
管,O
理,O
等,O
问,O
题,O
。,O
"
",O
[,O
关,O
键,O
词,O
],O
 ,O
 ,O
血,B-Test
糖,I-Test
波,O
动,O
;,O
糖,O
尿,O
病,O
;,O
并,O
发,O
症,O
;,O
共,O
识,O
"
",O
[,O
中,O
图,O
分,O
类,O
号,O
],O
 ,O
R,O
5,O
8,O
7,O
.,O
1,O
 ,O
[,O
文,O
献,O
标,O
识,O
码,O
],O
 ,O
 ,O
A,O
 ,O
[,O
文,O
章,O
编,O
号,O
],O
 ,O
1,O
6,O
7,O
2,O
-,O
2,O
8,O
0,O
9,O
(,O
2,O
0,O
1,O
7,O
),O
1,O
7,O
-,O
0,O
0,O
0,O
5,O
-,O
0,O
5,O
"
",O
E,O
x,O
p,O
e,O
r,O
t,O
s,O
 ,O
C,O
o,O
n,O
s,O
e,O
n,O
s,O
u,O
s,O
 ,O
o,O
n,O
 ,O
M,O
a,O
n,O
a,O
g,O
e,O
m,O
e,O
n,O
t,O
 ,O
o,O
f,O
 ,O
G,O
l,O
y,O
c,O
e,O
m,O
i,O
c,O
 ,O
V,O
a,O
r,O
i,O
a,O
b,O
i,O
l,O
i,O
t,O
y,O
 ,O
o,O
f,O
 ,O
D,O
i,O
a,O
b,O
e,O
t,O
e,O
s,O
 ,O
M,O
e,O
l,O
l,O
i,O
t,O
u,O
s,O
"
",O
C,O
h,O
i,O
n,O
e,O
s,O
e,O
 ,O
S,O
o,O
c,O
i,O
e,O
t,O
y,O
 ,O
o,O
f,O
 ,O
 ,O
E,O
n,O
d,O
o,O
c,O
r,O
i,O
n,O
o,O
l,O
o,O
