char,label
2,O
.,O
H,B-Disease
U,I-Disease
A,I-Disease
与,O
代,B-Disease
谢,I-Disease
综,I-Disease
合,I-Disease
征,I-Disease
:,O
代,B-Disease
谢,I-Disease
综,I-Disease
合,I-Disease
征,I-Disease
是,O
以,O
肥,B-Reason
胖,I-Reason
、,O
高,B-Reason
血,I-Reason
压,I-Reason
、,O
"
",O
高,B-Reason
血,I-Reason
糖,I-Reason
、,O
血,B-Reason
脂,I-Reason
异,I-Reason
常,I-Reason
等,O
多,O
种,O
心,B-Disease
血,I-Disease
管,I-Disease
疾,I-Disease
病,I-Disease
的,O
危,O
险,O
因,O
素,O
同,O
时,O
存,O
在,O
于,O
"
",O
同,O
一,O
个,O
体,O
的,O
临,O
床,O
症,O
候,O
群,O
",",O
是,O
一,O
组,O
在,O
代,O
谢,O
上,O
相,O
互,O
关,O
联,O
的,O
多,O
种,O
危,O
"
",O
险,O
因,O
素,O
的,O
组,O
合,O
",",O
这,O
些,O
因,O
素,O
直,O
接,O
促,O
进,O
了,O
动,B-Disease
脉,I-Disease
粥,I-Disease
样,I-Disease
硬,I-Disease
化,I-Disease
性,I-Disease
心,I-Disease
血,I-Disease
管,I-Disease
"
",I-Disease
疾,I-Disease
病,I-Disease
的,O
发,O
生,O
",",O
也,O
增,O
加,O
了,O
发,O
生,O
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
的,O
风,O
险,O
∽,O
J,O
。,O
多,O
项,O
研,O
"
",O
究,O
显,O
示,O
",",O
H,B-Disease
U,I-Disease
A,I-Disease
与,O
代,B-Disease
谢,I-Disease
综,I-Disease
合,I-Disease
征,I-Disease
存,O
在,O
密,O
切,O
的,O
联,O
系,O
",",O
亦,O
有,O
学,O
者,O
将,O
"
",O
H,B-Disease
U,I-Disease
A,I-Disease
作,O
为,O
代,B-Disease
谢,I-Disease
综,I-Disease
合,I-Disease
征,I-Disease
的,O
组,O
分,O
之,O
一,O
。,O
胰,B-Reason
岛,I-Reason
素,I-Reason
抵,I-Reason
抗,I-Reason
是,O
代,B-Disease
谢,I-Disease
综,I-Disease
合,I-Disease
"
",I-Disease
征,I-Disease
的,O
共,O
同,O
病,O
理,O
生,O
理,O
基,O
础,O
[,O
9,O
3,O
-,O
9,O
6,O
],O
。,O
"
",O
(,O
1,O
),O
肥,B-Disease
胖,I-Disease
:,O
尤,O
其,O
是,O
腹,B-Disease
型,I-Disease
肥,I-Disease
胖,I-Disease
与,O
H,B-Disease
U,I-Disease
A,I-Disease
关,O
系,O
密,O
切,O
一,O
“,O
。,O
肥,B-Reason
胖,I-Reason
"
",I-Reason
相,I-Reason
关,I-Reason
的,I-Reason
轻,I-Reason
度,I-Reason
慢,I-Reason
性,I-Reason
炎,I-Reason
症,I-Reason
和,O
胰,B-Reason
岛,I-Reason
素,I-Reason
抵,I-Reason
抗,I-Reason
状,O
态,O
增,O
加,O
H,B-Disease
U,I-Disease
A,I-Disease
和,O
痛,B-Disease
风,I-Disease
的,O
"
",O
风,O
险,O
。,O
减,B-Treatment
轻,I-Treatment
体,I-Treatment
重,I-Treatment
特,O
别,O
是,O
减,B-Treatment
小,I-Treatment
腹,I-Treatment
围,I-Treatment
是,O
非,O
药,O
物,O
治,O
疗,O
降,O
低,O
尿,B-Test
酸,I-Test
水,O
"
",O
平,O
的,O
有,O
效,O
方,O
法,O
一,O
”,O
J,O
。,O
"
",O
(,O
2,O
),O
高,B-Disease
血,I-Disease
压,I-Disease
:,O
大,O
