char,label
成,O
人,O
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
胰,B-Drug
岛,I-Drug
素,I-Drug
临,O
床,O
应,O
用,O
的,O
中,O
国,O
专,O
家,O
"
",O
共,O
识,O
"
",O
前,O
 ,O
言,O
"
",O
糖,B-Disease
尿,I-Disease
病,I-Disease
已,O
成,O
为,O
严,O
重,O
威,O
胁,O
国,O
人,O
健,O
康,O
的,O
最,O
重,O
要,O
的,O
慢,B-Disease
性,I-Disease
"
",I-Disease
非,I-Disease
传,I-Disease
染,I-Disease
性,I-Disease
疾,I-Disease
病,I-Disease
之,O
一,O
[,O
1,O
’,O
2,O
],O
",",O
但,O
糖,O
尿,O
病,O
控,O
制,O
状,O
况,O
在,O
我,O
国,O
并,O
"
",O
不,O
容,O
乐,O
观,O
",",O
甚,O
至,O
按,O
纵,O
向,O
比,O
较,O
",",O
血,B-Test
糖,I-Test
控,O
制,O
情,O
况,O
亦,O
无,O
显,O
著,O
改,O
"
",O
善,O
[,O
3,O
",",O
4,O
1,O
。,O
2,O
0,O
1,O
 ,O
1,O
年,O
公,O
布,O
现,O
状,O
调,O
查,O
显,O
示,O
口,B-Drug
服,I-Drug
药,I-Drug
联,O
合,O
胰,B-Drug
岛,I-Drug
素,I-Drug
"
",O
治,O
疗,O
的,O
患,O
者,O
中,O
8,O
5,O
%,O
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
 ,O
 ,O
",",O
控,O
制,O
未,O
达,O
标,O
(,O
≥,B-Test_Value
7,I-Test_Value
.,I-Test_Value
o,I-Test_Value
%,I-Test_Value
),O
∞,O
J,O
",",O
"
",O
糖,O
尿,O
病,O
相,O
关,O
治,O
疗,O
费,O
用,O
中,O
约,O
8,O
0,O
%,O
用,O
于,O
糖,B-Disease
尿,I-Disease
病,I-Disease
并,I-Disease
发,I-Disease
症,I-Disease
的,O
"
",O
治,O
疗,O
‘,O
6,O
|,O
。,O
"
",O
众,O
所,O
周,O
知,O
.,O
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
患,O
者,O
胰,B-Anatomy
岛,I-Anatomy
1,I-Anatomy
3,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
功,O
能,O
随,O
病,O
"
",O
程,O
进,O
展,O
逐,O
渐,O
恶,O
化,O
[,O
7,O
],O
。,O
由,O
此,O
推,O
论,O
",",O
随,O
病,O
程,O
进,O
展,O
",",O
为,O
取,O
得,O
"
",O
血,B-Test
糖,I-Test
最,O
佳,O
控,O
制,O
。,O
大,O
部,O
分,O
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
患,O
者,O
似,O
乎,O
最,O
终,O
均,O
需,O
"
",O
胰,B-Drug
岛,I-Drug
素,I-Drug
治,O
疗,O
[,O
8,O
],O
。,O
然,O
而,O
",",O
由,O
于,O
社,O
会,O
、,O
经,O
济,O
和,O
心,O
理,O
因,O
素,O
",",O
胰,B-Drug
"
",I-Drug
岛,I-Drug
素,I-Drug
使,O
用,O
不,O
足,O
和,O
使,O
用,O
过,O
度,O
的,O
情,O
况,O
在,O
我,O
国,O
同,O
时,O
并,O
存,O
。,O
因,O
"
",O
此,O
.,O
规,O
范,O
胰,B-Drug
岛,I-Drug
素,I-Drug
治,O
疗,O
对,O
于,O
改,O
善,O
糖,B-Disease
尿,I-Disease
病,I-Disease
管,O
理,O
、,O
提,O
高,O
广,O
大,O
医,O
"
",O
护,O
人,O
员,O
的,O
临,O
床,O
实,O
践,O
水,O
平,O
具,O
有,O
重,O
要,O
意,O
义,O
。,O
"
",O
目,O
前,O
临,O
床,O
应,O
用,O
的,O
胰,B-Drug
岛,I-Drug
素,I-Drug
包,O
括,O
动,B-Drug
物,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
、,O
人,B-Drug
胰,I-Drug
岛,I-Drug
"
",I-Drug
素,I-Drug
及,O
胰,B-Drug
岛,I-Drug
素,I-Drug
类,I-Drug
似,I-Drug
物,I-Drug
。,O
其,O
中,O
",",O
人,B-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
具,O
有,O
免,O
疫,O
原,O
性,O
低,O
、,O
"
",O
表,O
1,O
 ,O
已,O
上,O
市,O
胰,O
岛,O
素,O
种,O
类,O
及,O
其,O
特,O
点,O
"
",O
胰,O
岛,O
素,O
种,O
类,O
 ,O
商,O
品,O
名,O
 ,O
起,O
效,O
时,O
间,O
 ,O
达,O
峰,O
时,O
间,O
 ,O
持,O
续,O
时,O
间,O
 ,O
特,O
点,O
"
",O
速,O
效,O
"
",O
谷,O
赖,O
胰,O
岛,O
素,O
"
",O
I,O
n,O
s,O
u,O
l,O
i,O
n,O
 ,O
G,O
l,O
u,O
l,O
i,O
s,O
i,O
n,O
e,O
"
",O
赖,B-Drug
脯,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
"
",O
I,O
n,O
s,O
u,O
l,O
i,O
n,O
 ,O
L,O
i,O
s,O
p,O
r,O
o,O
"
",O
门,O
冬,O
胰,O
岛,O
素,O
"
",O
I,O
n,O
s,O
u,O
l,O
i,O
n,O
 ,O
A,O
s,O
p,O
a,O
r,O
t,O
"
",O
短,O
效,O
"
",O
常,O
规,O
人,O
胰,O
岛,O
素,O
"
",O
R,O
l,O
"
",O
中,O
效,O
"
",O
低,O
精,O
蛋,O
白,O
锌,O
人,O
胰,O
岛,O
素,O
"
",O
N,O
P,O
H,O
"
",O
长,O
效,O
"
",O
地,O
特,O
胰,O
岛,O
素,O
"
",O
I,O
n,O
s,O
u,O
l,O
i,O
n,O
 ,O
d,O
e,O
t,O
e,O
m,O
i,O
r,O
"
",O
甘,B-Drug
精,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
"
",O
I,O
n,O
s,O
u,O
l,O
i,O
n,O
 ,O
g,O
h,O
r,O
g,O
i,O
n,O
e,O
"
",O
预,O
混,O
"
",O
7,O
5,O
%,O
N,O
P,O
L,O
.,O
2,O
5,O
%,O
I,O
A,O
s,O
p,O
m,O
"
",O
5,O
0,O
%,O
N,O
P,O
L,O
.,O
5,O
0,O
%,O
L,O
i,O
s,O
p,O
m,O
"
",O
7,O
0,O
%,O
N,O
P,O
A,O
.,O
3,O
0,O
%,O
A,O
s,O
p,O
a,O
r,O
t,O
"
",O
7,O
0,O
%,O
N,O
P,O
H,O
.,O
3,O
0,O
%,O
R,O
I,O
"
",O
5,O
0,O
%,O
N,O
P,O
H,O
.,O
5,O
0,O
%,O
R,O
I,O
"
",O
A,O
p,O
i,O
d,O
r,O
a,O
"
",O
优,O
泌,O
乐,O
"
",O
诺,O
和,O
锐,O
"
",O
优,O
泌,O
林,O
