char,label
泌,O
科,O
(,O
朱,O
大,O
龙,O
),O
;,O
北,O
京,O
大,O
学,O
第,O
三,O
医,O
院,O
内,O
分,O
泌,O
科,O
(,O
洪,O
天,O
配,O
),O
;,O
中,O
南,O
大,O
学,O
湘,O
雅,O
二,O
医,O
院,O
内,O
分,O
泌,O
研,O
究,O
所,O
(,O
周,O
智,O
广,O
),O
;,O
北,O
京,O
大,O
学,O
第,O
一,O
医,O
院,O
内,O
分,O
泌,O
科,O
(,O
郭,O
晓,O
蕙,O
),O
;,O
中,O
"
",O
山,O
大,O
学,O
附,O
属,O
第,O
三,O
医,O
院,O
内,O
分,O
泌,O
科,O
(,O
曾,O
龙,O
驿,O
),O
;,O
卫,O
生,O
部,O
北,O
京,O
医,O
院,O
内,O
分,O
泌,O
科,O
(,O
郭,O
立,O
新,O
),O
;,O
哈,O
尔,O
滨,O
医,O
科,O
大,O
学,O
附,O
属,O
第,O
二,O
医,O
院,O
内,O
分,O
泌,O
代,O
谢,O
病,O
科,O
(,O
李,O
强,O
),O
;,O
中,O
国,O
医,O
科,O
"
",O
大,O
学,O
附,O
属,O
第,O
一,O
医,O
院,O
内,O
分,O
泌,O
科,O
(,O
单,O
忠,O
艳,O
),O
;,O
天,O
津,O
医,O
科,O
大,O
学,O
总,O
医,O
院,O
内,O
分,O
泌,O
科,O
(,O
冯,O
凭,O
),O
;,O
南,O
京,O
医,O
科,O
大,O
学,O
第,O
一,O
附,O
属,O
医,O
院,O
内,O
分,O
泌,O
科,O
(,O
杨,O
涛,O
),O
;,O
第,O
二,O
军,O
医,O
大,O
学,O
附,O
属,O
"
",O
长,O
海,O
医,O
院,O
内,O
分,O
泌,O
科,O
(,O
邹,O
大,O
进,O
),O
;,O
山,O
东,O
大,O
学,O
附,O
属,O
省,O
立,O
医,O
院,O
内,O
分,O
泌,O
科,O
(,O
赵,O
家,O
军,O
),O
;,O
第,O
四,O
军,O
医,O
大,O
学,O
西,O
京,O
医,O
院,O
内,O
分,O
泌,O
科,O
(,O
姬,O
秋,O
和,O
),O
;,O
复,O
旦,O
大,O
学,O
附,O
属,O
中,O
山,O
医,O
院,O
内,O
"
",O
分,O
泌,O
科,O
(,O
李,O
小,O
英,O
),O
;,O
重,O
庆,O
医,O
科,O
大,O
学,O
附,O
属,O
第,O
一,O
医,O
院,O
内,O
分,O
泌,O
科,O
(,O
李,O
启,O
富,O
),O
;,O
四,O
川,O
大,O
学,O
华,O
西,O
医,O
院,O
内,O
分,O
泌,O
科,O
(,O
童,O
南,O
伟,O
、,O
冉,O
兴,O
无,O
),O
;,O
华,O
中,O
科,O
技,O
大,O
学,O
同,O
济,O
医,O
学,O
院,O
附,O
"
",O
属,O
协,O
和,O
医,O
院,O
内,O
分,O
泌,O
科,O
(,O
陈,O
璐,O
璐,O
),O
;,O
中,O
山,O
大,O
学,O
附,O
属,O
第,O
二,O
医,O
院,O
内,O
分,O
泌,O
科,O
(,O
李,O
焱,O
),O
;,O
天,O
津,O
医,O
科,O
大,O
学,O
代,O
谢,O
病,O
医,O
院,O
(,O
陈,O
莉,O
明,O
),O
;,O
福,O
建,O
医,O
科,O
大,O
学,O
附,O
属,O
第,O
一,O
医,O
院,O
代,O
谢,O
"
",O
病,O
研,O
究,O
室,O
(,O
杨,O
立,O
勇,O
),O
;,O
上,O
海,O
交,O
通,O
大,O
学,O
附,O
属,O
第,O
一,O
人,O
民,O
医,O
院,O
内,O
分,O
泌,O
科,O
(,O
彭,O
永,O
德,O
),O
"
",O
成,O
人,O
 ,O
2,B-Disease
 ,I-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
基,O
础,O
胰,B-Drug
岛,I-Drug
素,I-Drug
临,O
床,O
应,O
用,O
"
",O
中,O
国,O
专,O
家,O
指,O
导,O
建,O
议,O
"
",O
纪,O
立,O
农,O
 ,O
陆,O
菊,O
明,O
 ,O
朱,O
大,O
龙,O
 ,O
洪,O
天,O
配,O
 ,O
周,O
智,O
广,O
 ,O
郭,O
