char,label
临,O
床,O
研,O
究,O
"
",O
基,O
金,O
项,O
目,O
:,O
山,O
东,O
省,O
科,O
技,O
发,O
展,O
计,O
划,O
项,O
目,O
(,O
2,O
0,O
1,O
3,O
G,O
S,O
F,O
1,O
1,O
8,O
6,O
0,O
),O
"
",O
胰,B-Disease
腺,I-Disease
脂,I-Disease
肪,I-Disease
浸,I-Disease
润,I-Disease
与,O
代,B-Disease
谢,I-Disease
综,I-Disease
合,I-Disease
征,I-Disease
的,O
相,O
关,O
性,O
分,O
析,O
"
",O
张,O
丹,O
丹,O
 ,O
 ,O
李,O
明,O
龙,O
 ,O
 ,O
周,O
洁,O
 ,O
 ,O
林,O
海,O
燕,O
 ,O
 ,O
戴,O
晓,O
华,O
 ,O
 ,O
陈,O
海,O
燕,O
 ,O
 ,O
孙,O
香,O
兰,O
 ,O
 ,O
李,O
建,O
婷,O
 ,O
 ,O
宋,O
丽,O
媛,O
 ,O
 ,O
彭,O
会,O
"
",O
温,O
蒙,O
蒙,O
"
",O
[,O
提,O
要,O
],O
 ,O
 ,O
 ,O
对,O
 ,O
1,O
 ,O
1,O
9,O
0,O
 ,O
名,O
体,O
检,O
者,O
的,O
多,O
项,O
指,O
标,O
进,O
行,O
检,O
测,O
",",O
结,O
果,O
显,O
示,O
",",O
胰,B-Disease
腺,I-Disease
脂,I-Disease
肪,I-Disease
浸,I-Disease
润,I-Disease
组,O
的,O
代,B-Test
谢,I-Test
指,I-Test
标,I-Test
比,O
对,O
照,O
组,O
升,O
"
",O
高,O
(,O
P,O
<,O
0,O
.,O
 ,O
0,O
5,O
),O
;,O
体,B-Reason
重,I-Reason
指,I-Reason
数,I-Reason
与,O
胰,B-Disease
腺,I-Disease
脂,I-Disease
肪,I-Disease
浸,I-Disease
润,I-Disease
危,O
险,O
相,O
关,O
性,O
最,O
强,O
(,O
O,O
R,O
=,O
5,O
.,O
 ,O
7,O
5,O
5,O
),O
",",O
其,O
次,O
为,O
脂,B-Reason
肪,I-Reason
肝,I-Reason
(,O
O,O
R,O
=,O
2,O
.,O
 ,O
5,O
2,O
2,O
),O
;,O
胰,B-Disease
腺,I-Disease
脂,I-Disease
"
",I-Disease
肪,I-Disease
浸,I-Disease
润,I-Disease
组,O
代,B-Disease
谢,I-Disease
综,I-Disease
合,I-Disease
征,I-Disease
检,O
出,O
率,O
及,O
参,O
数,O
个,O
数,O
比,O
非,O
胰,B-Disease
腺,I-Disease
脂,I-Disease
肪,I-Disease
浸,I-Disease
润,I-Disease
组,O
高,O
(,O
2,O
.,O
 ,O
5,O
 ,O
±,O
 ,O
1,O
.,O
 ,O
1,O
 ,O
对,O
 ,O
1,O
.,O
 ,O
4,O
 ,O
±,O
 ,O
1,O
.,O
 ,O
2,O
",",O
 ,O
P,O
<,O
0,O
.,O
 ,O
0,O
1,O
),O
。,O
 ,O
胰,B-Disease
腺,I-Disease
脂,I-Disease
"
",I-Disease
肪,I-Disease
浸,I-Disease
润,I-Disease
是,O
代,B-Disease
谢,I-Disease
综,I-Disease
合,I-Disease
征,I-Disease
的,O
一,O
项,O
有,O
意,O
义,O
的,O
表,O
现,O
。,O
"
",O
[,O
关,O
键,O
词,O
],O
 ,O
 ,O
 ,O
胰,B-Anatomy
腺,I-Anatomy
;,O
 ,O
脂,B-Disease
肪,I-Disease
浸,I-Disease
润,I-Disease
;,O
 ,O
流,O
行,O
病,O
学,O
特,O
征,O
;,O
 ,O
代,B-Disease
谢,I-Disease
综,I-Disease
合,I-Disease
征,I-Disease
"
",O
A,O
 ,O
c,O
o,O
r,O
r,O
e,O
l,O
a,O
t,O
i,O
o,O
n,O
 ,O
a,O
n,O
a,O
l,O
y,O
s,O
i,O
s,O
 ,O
b,O
e,O
t,O
w,O
e,O
e,O
n,O
 ,O
p,O
a,O
n,O
c,O
r,O
e,O
a,O
t,O
i,O
c,O
 ,O
f,O
a,O
t,O
t,O
y,O
 ,O
i,O
n,O
f,O
i,O
l,O
t,O
r,O
a,O
t,O
i,O
o,O
n,O
 ,O
a,O
n,O
d,O
 ,O
m,O
e,O
t,O
a,O
b,O
o,O
l,O
i,O
c,O
 ,O
s,O
y,O
n,O
d,O
r,O
o,O
m,O
e,O
 ,O
Z,O
h,O
a,O
n,O
g,O
 ,O
D,O
a,O
n,O
d,O
a,O
n,O
",",O
 ,O
L,O
i,O
"
",O
M,O
i,O
n,O
g,O
l,O
o,O
n,O
g,O
",",O
 ,O
Z,O
h,O
o,O
u,O
 ,O
J,O
i,O
e,O
",",O
 ,O
L,O
i,O
n,O
 ,O
H,O
a,O
i,O
y,O
a,O
n,O
",",O
 ,O
D,O
a,O
i,O
 ,O
X,O
i,O
a,O
o,O
h,O
u,O
a,O
",",O
 ,O
C,O
h,O
e,O
n,O
 ,O
H,O
a,O
i,O
y,O
a,O
n,O
",",O
 ,O
S,O
u,O
n,O
 ,O
X,O
i,O
a,O
n,O
g,O
l,O
a,O
n,O
",",O
 ,O
L,O
i,O
 ,O
J,O
i,O
a,O
n,O
t,O
i,O
n,O
g,O
",",O
 ,O
S,O
o,O
n,O
g,O
 ,O
L,O
i,O
y,O
u,O
a,O
n,O
",",O
 ,O
P,O
e,O
n,O
g,O
 ,O
H,O
u,O
i,O
",",O
"
",O
W,O
e,O
n,O
 ,O
M,O
e,O
n,O
g,O
m,O
e,O
n,O
g,O
.,O
 ,O
D,O
e,O
p,O
a,O
r,O
t,O
m,O
e,O
n,O
t,O
 ,O
o,O
f,O
 ,O
E,O
n,O
d,O
o,O
c,O
r,O
