char,label
对,O
糖,B-Disease
尿,I-Disease
病,I-Disease
营,B-Treatment
养,I-Treatment
治,I-Treatment
疗,I-Treatment
作,O
用,O
的,O
再,O
认,O
识,O
"
",O
葛,O
声,O
"
",O
[,O
提,O
要,O
],O
 ,O
 ,O
 ,O
营,B-Treatment
养,I-Treatment
治,I-Treatment
疗,I-Treatment
是,O
糖,B-Disease
尿,I-Disease
病,I-Disease
综,O
合,O
治,O
疗,O
的,O
基,O
础,O
",",O
糖,B-Disease
尿,I-Disease
病,I-Disease
饮,O
食,O
强,O
调,O
个,O
体,O
化,O
",",O
是,O
在,O
总,O
热,O
量,O
控,O
制,O
基,O
础,O
上,O
的,O
平,O
衡,O
"
",O
膳,O
食,O
",",O
影,O
响,O
餐,B-Test
后,I-Test
血,I-Test
糖,I-Test
最,O
主,O
要,O
的,O
膳,O
食,O
成,O
分,O
是,O
碳,O
水,O
化,O
合,O
物,O
",",O
膳,O
食,O
结,O
构,O
、,O
进,O
餐,O
方,O
式,O
及,O
运,O
动,O
等,O
因,O
素,O
也,O
会,O
影,O
响,O
餐,B-Test
后,I-Test
血,I-Test
"
",I-Test
糖,I-Test
控,O
制,O
。,O
"
",O
[,O
关,O
键,O
词,O
],O
 ,O
 ,O
 ,O
糖,O
尿,O
病,O
;,O
 ,O
营,O
养,O
治,O
疗,O
;,O
 ,O
平,O
衡,O
膳,O
食,O
"
",O
M,O
e,O
d,O
i,O
c,O
a,O
l,O
 ,O
n,O
u,O
t,O
r,O
i,O
t,O
i,O
o,O
n,O
 ,O
t,O
h,O
e,O
r,O
a,O
p,O
y,O
 ,O
f,O
o,O
r,O
 ,O
d,O
i,O
a,O
b,O
e,O
t,O
e,O
s,O
:,O
 ,O
a,O
 ,O
r,O
e,O
v,O
i,O
s,O
i,O
t,O
 ,O
G,O
e,O
 ,O
S,O
h,O
e,O
n,O
g,O
.,O
 ,O
C,O
l,O
i,O
n,O
i,O
c,O
a,O
l,O
 ,O
N,O
u,O
t,O
r,O
i,O
t,O
i,O
o,O
n,O
 ,O
D,O
e,O
p,O
a,O
r,O
t,O
m,O
e,O
n,O
t,O
",",O
 ,O
S,O
h,O
a,O
n,O
g,O
h,O
a,O
i,O
 ,O
J,O
i,O
a,O
o,O
t,O
o,O
n,O
g,O
"
",O
U,O
n,O
i,O
v,O
e,O
r,O
s,O
i,O
t,O
y,O
 ,O
A,O
f,O
f,O
i,O
l,O
i,O
a,O
t,O
e,O
d,O
 ,O
S,O
i,O
x,O
t,O
h,O
 ,O
P,O
e,O
o,O
p,O
l,O
e,O
忆,O
s,O
 ,O
H,O
o,O
s,O
p,O
i,O
t,O
a,O
l,O
",",O
 ,O
S,O
h,O
a,O
n,O
g,O
h,O
a,O
i,O
 ,O
2,O
0,O
0,O
2,O
3,O
3,O
",",O
 ,O
C,O
h,O
i,O
n,O
a,O
"
",O
[,O
S,O
u,O
m,O
m,O
a,O
r,O
y,O
],O
 ,O
 ,O
N,O
u,O
t,O
r,O
i,O
t,O
i,O
o,O
n,O
a,O
l,O
 ,O
t,O
h,O
e,O
r,O
a,O
p,O
y,O
 ,O
c,O
o,O
n,O
s,O
t,O
i,O
t,O
u,O
t,O
e,O
s,O
 ,O
t,O
h,O
e,O
 ,O
b,O
a,O
s,O
i,O
s,O
 ,O
f,O
o,O
r,O
 ,O
t,O
h,O
e,O
 ,O
i,O
n,O
t,O
e,O
g,O
r,O
a,O
t,O
e,O
d,O
 ,O
t,O
r,O
e,O
a,O
t,O
m,O
e,O
n,O
t,O
 ,O
o,O
f,O
 ,O
d,O
i,O
a,O
b,O
e,O
t,O
e,O
s,O
.,O
 ,O
I,O
t,O
 ,O
i,O
s,O
 ,O
e,O
s,O
s,O
e,O
n,O
t,O
i,O
a,O
l,O
 ,O
f,O
o,O
r,O
"
",O
d,O
i,O
a,O
b,O
e,O
t,O
i,O
c,O
 ,O
d,O
i,O
e,O
