char,label
大,O
学,O
第,O
一,O
医,O
院,O
内,O
分,O
泌,O
科,O
(,O
郭,O
晓,O
蕙,O
),O
",",O
心,O
内,O
科,O
(,O
霍,O
勇,O
),O
;,O
南,O
京,O
鼓,O
楼,O
医,O
院,O
内,O
分,O
泌,O
科,O
(,O
朱,O
大,O
龙,O
),O
;,O
四,O
川,O
大,O
学,O
华,O
西,O
医,O
院,O
内,O
分,O
泌,O
科,O
(,O
童,O
南,O
伟,O
),O
;,O
北,O
京,O
安,O
贞,O
医,O
院,O
肾,O
内,O
"
",O
科,O
(,O
谌,O
贻,O
璞,O
),O
",",O
流,O
行,O
病,O
研,O
究,O
室,O
(,O
赵,O
冬,O
),O
;,O
第,O
四,O
军,O
医,O
大,O
学,O
唐,O
都,O
医,O
院,O
内,O
分,O
泌,O
科,O
(,O
焦,O
凯,O
),O
;,O
火,O
箭,O
军,O
总,O
医,O
院,O
内,O
分,O
泌,O
科,O
(,O
李,O
全,O
民,O
),O
;,O
中,O
山,O
大,O
学,O
孙,O
≥,O
仙,O
纪,O
念,O
医,O
院,O
内,O
分,O
"
",O
泌,O
科,O
(,O
李,O
焱,O
),O
;,O
哈,O
尔,O
滨,O
医,O
科,O
大,O
学,O
附,O
属,O
第,O
一,O
医,O
院,O
内,O
分,O
泌,O
科,O
(,O
李,O
艳,O
波,O
),O
;,O
北,O
京,O
协,O
和,O
医,O
院,O
内,O
分,O
泌,O
科,O
(,O
李,O
玉,O
秀,O
),O
;,O
南,O
昌,O
大,O
学,O
第,O
一,O
附,O
属,O
医,O
院,O
内,O
分,O
泌,O
科,O
(,O
刘,O
建,O
英,O
),O
;,O
"
",O
上,O
海,O
交,O
通,O
大,O
学,O
附,O
属,O
第,O
一,O
人,O
民,O
医,O
院,O
内,O
分,O
泌,O
科,O
(,O
彭,O
永,O
德,O
),O
;,O
广,O
西,O
医,O
科,O
大,O
学,O
附,O
属,O
第,O
一,O
医,O
院,O
内,O
分,O
泌,O
科,O
(,O
秦,O
映,O
芬,O
),O
;,O
上,O
海,O
交,O
通,O
大,O
学,O
医,O
学,O
院,O
附,O
属,O
新,O
华,O
医,O
院,O
内,O
分,O
"
",O
泌,O
科,O
(,O
苏,O
青,O
),O
;,O
兰,O
州,O
大,O
学,O
第,O
一,O
医,O
院,O
内,O
分,O
泌,O
科,O
(,O
汤,O
旭,O
磊,O
),O
;,O
广,O
州,O
军,O
区,O
武,O
汉,O
总,O
医,O
院,O
内,O
分,O
泌,O
科,O
(,O
向,O
光,O
大,O
),O
;,O
重,O
庆,O
医,O
科,O
大,O
学,O
附,O
属,O
第,O
二,O
医,O
院,O
内,O
分,O
泌,O
科,O
(,O
杨,O
刚,O
毅,O
),O
;,O
"
",O
安,O
徽,O
省,O
立,O
医,O
院,O
内,O
分,O
泌,O
科,O
(,O
叶,O
山,O
东,O
),O
;,O
中,O
日,O
友,O
好,O
医,O
院,O
内,O
分,O
泌,O
科,O
(,O
张,O
波,O
),O
"
",O
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
合,O
并,O
动,B-Disease
脉,I-Disease
粥,I-Disease
样,I-Disease
硬,I-Disease
化,I-Disease
性,I-Disease
心,I-Disease
血,I-Disease
管,I-Disease
疾,I-Disease
病,I-Disease
"
",O
患,O
者,O
降,O
糖,O
药,O
物,O
应,O
用,O
专,O
家,O
共,O
识,O
"
",O
洪,O
天,O
配,O
 ,O
母,O
义,O
明,O
 ,O
纪,O
立,O
农,O
 ,O
郭,O
晓,O
蕙,O
 ,O
朱,O
大,O
龙,O
 ,O
童,O
南,O
伟,O
 ,O
霍,O
勇,O
 ,O
谌,O
贻,O
璞,O
 ,O
赵,O
冬,O
 ,O
焦,O
凯,O
 ,O
李,O
全,O
民,O
 ,O
李,O
焱,O
"
",O
李,O
艳,O
波,O
 ,O
李,O
玉,O
秀,O
 ,O
刘,O
建,O
英,O
 ,O
彭,O
永,O
德,O
 ,O
秦,O
映,O
芬,O
 ,O
苏,O
青,O
 ,O
汤,O
旭,O
磊,O
 ,O
向,O
光,O
大,O
 ,O
杨,O
刚,O
毅,O
 ,O
叶,O
山,O
东,O
 ,O
张,O
波,O
"
",O
【,O
提,O
要,O
】,O
 ,O
动,B-Disease
脉,I-Disease
粥,I-Disease
样,I-Disease
硬,I-Disease
化,I-Disease
性,I-Disease
心,I-Disease
血,I-Disease
管,I-Disease
疾,I-Disease
病,I-Disease
(,I-Disease
A,I-Disease
S,I-Disease
C,I-Disease
V,I-Disease
D,I-Disease
),I-Disease
包,O
括,O
冠,B-Disease
心,I-Disease
病,I-Disease
、,O
缺,B-Disease
血,I-Disease
性,I-Disease
卒,I-Disease
中,I-Disease
及,O
外,B-Disease
周,I-Disease
动,I-Disease
脉,I-Disease
疾,I-Disease
病,I-Disease
",",O
是,O
2,B-Disease
型,I-Disease
糖,I-Disease
"
",I-Disease
尿,I-Disease
病,I-Disease
(,I-Disease
T,I-Disease
2,I-Disease
D,I-Disease
M,I-Disease
),I-Disease
患,O
者,O
致,B-Disease
死,I-Disease
和,O
致,B-Disease
残,I-Disease
的,O
主,O
要,O
原,O
因,O
。,O
目,O
前,O
国,O
内,O
外,O
糖,B-Disease
尿,I-Disease
病,I-Disease
防,O
治,O
指,O
南,O
均,O
推,O
荐,O
",",O
对,O
于,O
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
患,O
者,O
",",O
必,O
须,O
"
",O
加,O
强,O
高,B-Reason
血,I-Reason
糖,I-Reason
、,O
高,B-Reason
血,I-Reason
压,I-Reason
、,O
血,B-Reason
脂,I-Reason
异,I-Reason
常,I-Reason
、,O
肥,B-Reason
胖,I-Reason
等,O
多,O
重,O
心,B-Reason
血,I-Reason
管,I-Reason
危,I-Reason
险,I-Reason
因,I-Reason
素,I-Reason
的,O
综,O
合,O
管,O
理,O
",",O
以,O
最,O
大,O
限,O
度,O
降,O
低,O
心,B-Disease
血,I-Disease
管,I-Disease
事,I-Disease
件,I-Disease
和,O
"
",O
死,B-Disease
亡,I-Disease
风,O
险,O
。,O
近,O
年,O
来,O
",",O
由,O
于,O
美,O
国,O
F,O
D,O
A,O
的,O
强,O
制,O
性,O
要,O
求,O
",",O
全,O
球,O
已,O
完,O
成,O
或,O
正,O
在,O
开,O
展,O
一,O
系,O
列,O
新,O
型,O
降,O
糖,O
药,O
物,O
的,O
心,O
血,O
管,O
"
",O
结,O
局,O
研,O
究,O
(,O
C,O
V,O
O,O
T,O
),O
。,O
已,O
经,O
公,O
布,O
的,O
两,O
项,O
C,O
V,O
O,O
T,O
显,O
示,O
",",O
在,O
伴,O
有,O
心,B-Disease
血,I-Disease
管,I-Disease
疾,I-Disease
病,I-Disease
或,O
高,O
危,O
因,O
素,O
的,O
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
患,O
者,O
中,O
",",O
恩,B-Drug
格,I-Drug
"
",I-Drug
列,I-Drug
净,I-Drug
和,O
利,B-Drug
拉,I-Drug
鲁,I-Drug
肽,I-Drug
可,O
显,O
著,O
降,O
低,O
心,B-Disease
血,I-Disease
管,I-Disease
事,I-Disease
件,I-Disease
和,O
死,B-Disease
亡,I-Disease
风,O
险,O
。,O
因,O
此,O
",",O
本,O
共,O
识,O
建,O
议,O
",",O
对,O
于,O
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
合,O
并,O
A,B-Disease
S,I-Disease
C,I-Disease
V,I-Disease
D,I-Disease
患,O
者,O
",",O
"
",O
在,O
选,O
择,O
降,O
糖,O
药,O
物,O
时,O
",",O
除,O
关,O
注,O
降,O
糖,O
疗,O
效,O
外,O
",",O
还,O
应,O
特,O
别,O
注,O
意,O
心,O
血,O
管,O
安,O
全,O
性,O
问,O
题,O
;,O
对,O
于,O
血,B-Test
糖,I-Test
控,O
制,O
不,O
佳,O
的,O
这,O
类,O
患,O
者,O
",",O
"
",O
在,O
二,B-Drug
甲,I-Drug
双,I-Drug
胍,I-Drug
等,O
标,O
准,O
治,O
疗,O
的,O
基,O
础,O
上,O
可,O
考,O
虑,O
优,O
先,O
选,O
择,O
具,O
有,O
明,O
确,O
心,O
血,O
管,O
获,O
益,O
证,O
据,O
的,O
降,O
糖,O
药,O
物,O
(,O
如,O
利,B-Drug
