char,label
临,O
床,O
研,O
究,O
"
",O
基,O
金,O
项,O
目,O
:,O
国,O
家,O
自,O
然,O
科,O
学,O
基,O
金,O
项,O
目,O
(,O
8,O
1,O
3,O
7,O
0,O
4,O
6,O
7,O
),O
"
",O
硫,B-Anatomy
氧,I-Anatomy
还,I-Anatomy
蛋,I-Anatomy
白,I-Anatomy
相,I-Anatomy
互,I-Anatomy
作,I-Anatomy
用,I-Anatomy
蛋,I-Anatomy
白,I-Anatomy
与,O
糖,B-Disease
尿,I-Disease
病,I-Disease
致,O
病,O
机,O
制,O
关,O
系,O
的,O
探,O
讨,O
"
",O
吴,O
亚,O
利,O
 ,O
 ,O
龙,O
敏,O
 ,O
 ,O
张,O
学,O
翠,O
 ,O
 ,O
吕,O
莉,O
霞,O
 ,O
 ,O
吴,O
锦,O
林,O
 ,O
 ,O
贾,O
方,O
 ,O
 ,O
刘,O
东,O
方,O
"
",O
[,O
提,O
要,O
],O
 ,O
 ,O
 ,O
测,O
定,O
不,O
同,O
糖,O
耐,O
量,O
人,O
群,O
血,O
浆,O
中,O
硫,B-Anatomy
氧,I-Anatomy
还,I-Anatomy
蛋,I-Anatomy
白,I-Anatomy
相,I-Anatomy
互,I-Anatomy
作,I-Anatomy
用,I-Anatomy
蛋,I-Anatomy
白,I-Anatomy
 ,O
(,O
 ,O
t,O
h,O
i,O
o,O
r,O
e,O
d,O
o,O
x,O
i,O
n,O
-,O
i,O
n,O
t,O
e,O
r,O
a,O
c,O
t,O
i,O
n,O
g,O
 ,O
p,O
r,O
o,O
t,O
e,O
i,O
n,O
",",O
"
",O
T,B-Test
X,I-Test
N,I-Test
I,I-Test
P,I-Test
),O
水,O
平,O
及,O
与,O
胰,B-Disease
岛,I-Disease
素,I-Disease
抵,I-Disease
抗,I-Disease
 ,O
/,O
胰,B-Anatomy
岛,I-Anatomy
功,O
能,O
失,O
调,O
的,O
关,O
系,O
",",O
并,O
进,O
一,O
步,O
分,O
析,O
 ,O
T,B-Test
X,I-Test
N,I-Test
I,I-Test
P,I-Test
 ,O
与,O
炎,O
症,O
介,O
质,O
白,B-Test
细,I-Test
胞,I-Test
介,I-Test
素,I-Test
-,I-Test
1,I-Test
β,I-Test
"
",O
(,O
I,B-Test
L,I-Test
-,I-Test
1,I-Test
β,I-Test
),O
的,O
相,O
关,O
性,O
。,O
 ,O
根,O
据,O
口,B-Test
服,I-Test
葡,I-Test
萄,I-Test
糖,I-Test
耐,I-Test
量,I-Test
试,I-Test
验,I-Test
将,O
 ,O
9,O
3,O
 ,O
名,O
健,O
康,O
体,O
检,O
者,O
分,O
为,O
糖,B-Disease
尿,I-Disease
病,I-Disease
组,O
",",O
糖,B-Disease
尿,I-Disease
病,I-Disease
前,I-Disease
期,I-Disease
组,O
和,O
正,O
常,O
糖,O
"
",O
耐,O
量,O
组,O
。,O
 ,O
分,O
别,O
测,O
每,O
组,O
血,B-Test
糖,I-Test
、,O
T,B-Test
X,I-Test
N,I-Test
I,I-Test
P,I-Test
、,O
I,B-Test
L,I-Test
-,I-Test
1,I-Test
β,I-Test
 ,O
等,O
生,O
化,O
学,O
指,O
标,O
",",O
并,O
分,O
析,O
 ,O
T,B-Test
X,I-Test
N,I-Test
I,I-Test
P,I-Test
 ,O
与,O
血,B-Test
糖,I-Test
、,O
I,B-Test
L,I-Test
-,I-Test
1,I-Test
β,I-Test
、,O
稳,B-Test
态,I-Test
模,I-Test
型,I-Test
评,I-Test
估,I-Test
的,I-Test
胰,I-Test
岛,I-Test
"
",I-Test
素,I-Test
抵,I-Test
抗,I-Test
指,I-Test
数,I-Test
(,O
H,B-Test
O,I-Test
M,I-Test
A,I-Test
-,I-Test
I,I-Test
R,I-Test
),O
、,O
稳,B-Test
态,I-Test
模,I-Test
型,I-Test
评,I-Test
估,I-Test
的,I-Test
胰,I-Test
岛,I-Test
 ,I-Test
β,I-Test
 ,I-Test
细,I-Test
胞,I-Test
功,I-Test
能,I-Test
指,I-Test
数,I-Test
(,O
H,B-Test
O,I-Test
M,I-Test
A,I-Test
-,I-Test
β,I-Test
),O
等,O
的,O
关,O
系,O
。,O
 ,O
血,B-Test
浆,I-Test
 ,I-Test
T,I-Test
X,I-Test
N,I-Test
I,I-Test
P,I-Test
 ,O
水,O
平,O
在,O
"
",O
糖,B-Disease
尿,I-Disease
病,I-Disease
前,I-Disease
期,I-Disease
组,O
明,O
显,O
高,O
于,O
正,O
常,O
糖,O
耐,O
量,O
组,O
",",O
而,O
低,O
于,O
糖,B-Disease
尿,I-Disease
病,I-Disease
组,O
[,O
(,O
3,O
5,O
5,O
.,O
 ,O
3,O
5,O
 ,O
±,O
 ,O
3,O
1,O
.,O
 ,O
8,O
8,O
 ,O
对,O
 ,O
2,O
7,O
4,O
.,O
 ,O
3,O
6,O
 ,O
±,O
 ,O
3,O
3,O
.,O
 ,O
8,O
6,O
",",O
 ,O
4,O
2,O
6,O
.,O
 ,O
1,O
6,O
 ,O
±,O
"
",O
6,O
3,O
.,O
 ,O
1,O
5,O
),O
p,O
g,O
 ,O
/,O
 ,O
m,O
l,O
",",O
 ,O
P,O
<,O
0,O
.,O
 ,O
0,O
1,O
 ,O
或,O
 ,O
P,O
<,O
0,O
.,O
 ,O
0,O
5,O
],O
。,O
 ,O
T,B-Test
X,I-Test
N,I-Test
I,I-Test
P,I-Test
 ,O
与,O
 ,O
I,B-Test
L,I-Test
-,I-Test
1,I-Test
β,I-Test
、,O
H,B-Test
O,I-Test
M,I-Test
A,I-Test
-,I-Test
