char,label
中,O
国,O
 ,O
2,B-Disease
 ,I-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
合,O
并,O
血,B-Disease
脂,I-Disease
异,I-Disease
常,I-Disease
防,O
治,O
专,O
家,O
共,O
识,O
"
",O
(,O
2,O
0,O
1,O
7,O
 ,O
年,O
修,O
订,O
版,O
),O
"
",O
一,O
、,O
前,O
言,O
"
",O
2,B-Disease
 ,I-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
(,O
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
),O
患,O
者,O
合,O
并,O
血,B-Disease
脂,I-Disease
异,I-Disease
常,I-Disease
",",O
可,O
进,O
一,O
步,O
"
",O
增,O
加,O
大,O
血,O
管,O
和,O
微,O
血,O
管,O
并,O
发,O
症,O
的,O
风,O
险,O
[,O
1,O
],O
。,O
 ,O
为,O
了,O
进,O
一,O
步,O
"
",O
做,O
好,O
 ,O
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
患,O
者,O
的,O
血,O
脂,O
管,O
理,O
工,O
作,O
",",O
中,O
华,O
医,O
学,O
会,O
内,O
分,O
泌,O
"
",O
学,O
分,O
会,O
曾,O
于,O
 ,O
2,O
0,O
1,O
1,O
 ,O
年,O
颁,O
布,O
了,O
《,O
中,O
国,O
 ,O
2,B-Disease
 ,I-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
合,O
并,O
血,B-Disease
脂,I-Disease
"
",I-Disease
异,I-Disease
常,I-Disease
防,O
治,O
专,O
家,O
共,O
识,O
》,O
 ,O
[,O
2,O
],O
。,O
 ,O
近,O
年,O
来,O
",",O
一,O
系,O
列,O
新,O
研,O
究,O
结,O
果,O
"
",O
的,O
发,O
表,O
、,O
新,O
指,O
南,O
的,O
颁,O
布,O
",",O
促,O
使,O
了,O
血,B-Disease
脂,I-Disease
异,I-Disease
常,I-Disease
管,O
理,O
理,O
念,O
进,O
一,O
"
",O
步,O
发,O
展,O
。,O
 ,O
为,O
了,O
进,O
一,O
步,O
优,O
化,O
我,O
国,O
 ,O
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
 ,O
患,O
者,O
的,O
血,O
脂,O
管,O
"
",O
理,O
",",O
为,O
临,O
床,O
医,O
生,O
提,O
供,O
更,O
为,O
科,O
学,O
合,O
理,O
的,O
诊,O
疗,O
建,O
议,O
",",O
中,O
华,O
医,O
"
",O
学,O
会,O
内,O
分,O
泌,O
学,O
分,O
会,O
根,O
据,O
中,O
国,O
患,O
者,O
的,O
疾,O
病,O
特,O
点,O
",",O
参,O
考,O
国,O
"
",O
内,O
外,O
新,O
的,O
循,O
证,O
证,O
据,O
和,O
指,O
南,O
",",O
对,O
 ,O
2,O
0,O
1,O
1,O
 ,O
年,O
版,O
的,O
《,O
中,O
国,O
 ,O
2,B-Disease
 ,I-Disease
型,I-Disease
"
",I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
合,O
并,O
血,B-Disease
脂,I-Disease
异,I-Disease
常,I-Disease
防,O
治,O
专,O
家,O
共,O
识,O
》,O
进,O
行,O
修,O
订,O
",",O
以,O
更,O
"
",O
好,O
地,O
规,O
范,O
我,O
国,O
 ,O
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
 ,O
患,O
者,O
的,O
血,O
脂,O
管,O
理,O
",",O
预,O
防,O
动,B-Disease
脉,I-Disease
粥,I-Disease
样,I-Disease
"
",I-Disease
硬,I-Disease
化,I-Disease
性,I-Disease
心,I-Disease
血,I-Disease
管,I-Disease
疾,I-Disease
病,I-Disease
(,O
A,B-Disease
S,I-Disease
C,I-Disease
V,I-Disease
D,I-Disease
),O
的,O
发,O
生,O
。,O
"
",O
相,O
较,O
于,O
 ,O
2,O
0,O
1,O
1,O
 ,O
版,O
《,O
专,O
家,O
共,O
识,O
》,O
",",O
本,O
共,O
识,O
中,O
我,O
们,O
对,O
下,O
"
",O
列,O
内,O
容,O
进,O
行,O
了,O
更,O
新,O
:,O
(,O
1,O
),O
血,B-Disease
脂,I-Disease
异,I-Disease
常,I-Disease
特,O
点,O
及,O
流,O
行,O
病,O
学,O
中,O
"
",O
补,O
充,O
了,O
中,O
国,O
血,O
脂,O
研,O
究,O
的,O
数,O
据,O
。,O
 ,O
(,O
2,O
),O
对,O
于,O
国,O
外,O
指,O
南,O
建,O
议,O
"
",O
非,B-Test
空,I-Test
腹,I-Test
血,I-Test
脂,I-Test
监,I-Test
测,I-Test
",",O
本,O
共,O
识,O
未,O
做,O
推,O
荐,O
。,O
 ,O
(,O
3,O
),O
A,B-Disease
S,I-Disease
C,I-Disease
V,I-Disease
D,I-Disease
 ,O
危,O
险,O
"
",O
度,O
评,O
估,O
和,O
治,O
疗,O
目,O
标,O
中,O
更,O
新,O
危,O
险,O
因,O
素,O
。,O
 ,O
(,O
4,O
),O
对,O
 ,O
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
 ,O
患,O
"
",O
者,O
的,O
血,O
脂,O
管,O
理,O
的,O
流,O
程,O
图,O
进,O
行,O
合,O
并,O
",",O
更,O
简,O
单,O
明,O
了,O
",",O
易,O
于,O
操,O
"
",O
作,O
。,O
 ,O
(,O
5,O
),O
基,O
于,O
疗,O
效,O
、,O
耐,O
受,O
性,O
及,O
治,O
疗,O
费,O
用,O
的,O
考,O
虑,O
",",O
中,O
国,O
证,O
"
",O
据,O
显,O
示,O
中,B-Level
等,I-Level
强,I-Level
度,I-Level
他,B-Drug
汀,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
治,O
疗,O
适,O
合,O
于,O
我,O
国,O
多,O
数,O
"
",O
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
合,O
并,O
血,B-Disease
脂,I-Disease
异,I-Disease
常,I-Disease
患,O
者,O
。,O
 ,O
(,O
6,O
),O
经,O
过,O
中,B-Level
等,I-Level
强,I-Level
度,I-Level
的,O
他,B-Drug
汀,I-Drug
"
",I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
治,O
疗,O
后,O
非,B-Test
高,I-Test
密,I-Test
度,I-Test
脂,I-Test
蛋,I-Test
白,I-Test
胆,I-Test
固,I-Test
醇,I-Test
(,I-Test
n,I-Test
o,I-Test
n,I-Test
-,I-Test
H,I-Test
D,I-Test
L,I-Test
-,I-Test
C,I-Test
),I-Test
仍,O
"
",O
不,B-Test_Value
达,I-Test_Value
标,I-Test_Value
者,O
",",O
特,O
别,O
是,O
三,B-Test
酰,I-Test
甘,I-Test
油,I-Test
(,I-Test
T,I-Test
G,I-Test
),I-Test
≥,B-Test_Value
2,I-Test_Value
.,I-Test_Value
 ,I-Test_Value
3,I-Test_Value
 ,I-Test_Value
m,I-Test_Value
m,I-Test_Value
o,I-Test_Value
l,I-Test_Value
 ,I-Test_Value
/,I-Test_Value
 ,I-Test_Value
L,I-Test_Value
",",O
可,O
在,O
"
",O
他,B-Drug
汀,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
治,O
疗,O
基,O
础,O
上,O
加,O
用,O
贝,B-Drug
特,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
",",O
如,O
非,B-Drug
诺,I-Drug
贝,I-Drug
特,I-Drug
"
",O
或,O
苯,B-Drug
扎,I-Drug
贝,I-Drug
特,I-Drug
",",O
或,O
高,B-Drug
纯,I-Drug
度,I-Drug
鱼,I-Drug
油,I-Drug
。,O
 ,O
(,O
7,O
),O
胆,B-Drug
固,I-Drug
醇,I-Drug
吸,I-Drug
收,I-Drug
抑,I-Drug
制,I-Drug
剂,I-Drug
"
",O
依,B-Drug
折,I-Drug
麦,I-Drug
布,I-Drug
和,O
人,B-Drug
类,I-Drug
前,I-Drug
蛋,I-Drug
白,I-Drug
转,I-Drug
化,I-Drug
酶,I-Drug
枯,I-Drug
草,I-Drug
溶,I-Drug
菌,I-Drug
素,I-Drug
 ,I-Drug
9,I-Drug
(,I-Drug
P,I-Drug
C,I-Drug
S,I-Drug
K,I-Drug
9,I-Drug
),I-Drug
"
",I-Drug
抑,I-Drug
制,I-Drug
剂,I-Drug
可,O
作,O
为,O
他,B-Drug
汀,I-Drug
不,O
耐,O
受,O
或,O
单,O
药,O
治,O
疗,O
低,B-Test
密,I-Test
度,I-Test
脂,I-Test
蛋,I-Test
白,I-Test
胆,I-Test
"
",I-Test
固,I-Test
醇,I-Test
 ,O
(,O
L,B-Test
D,I-Test
L,I-Test
-,I-Test
C,I-Test
),O
 ,O
不,O
能,O
达,O
标,O
时,O
的,O
联,O
合,O
用,O
药,O
。,O
 ,O
(,O
 ,O
8,O
 ,O
),O
 ,O
对,O
于,O
"
",O
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
患,O
者,O
特,O
殊,O
情,O
况,O
下,O
的,O
血,O
脂,O
管,O
理,O
",",O
如,O
合,O
并,O
肝,O
病,O
或,O
肝,B-Disease
"
",I-Disease
功,I-Disease
能,I-Disease
异,I-Disease
常,I-Disease
、,O
合,O
并,O
慢,B-Disease
性,I-Disease
肾,I-Disease
脏,I-Disease
病,I-Disease
(,I-Disease
C,I-Disease
K,I-Disease
D,I-Disease
),I-Disease
、,O
老,B-Disease
年,I-Disease
 ,I-Disease
T,I-Disease
2,I-Disease
D,I-Disease
M,I-Disease
 ,O
时,O
的,O
"
",O
处,O
理,O
进,O
行,O
了,O
更,O
新,O
。,O
 ,O
(,O
9,O
),O
评,O
价,O
了,O
长,O
期,O
服,O
用,O
他,B-Drug
汀,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
对,O
"
",O
血,B-Test
糖,I-Test
影,O
响,O
和,O
增,O
加,O
新,O
发,O
糖,B-Disease
尿,I-Disease
病,I-Disease
风,O
险,O
的,O
获,O
益,O
和,O
风,O
险,O
。,O
"
",O
(,O
1,O
0,O
),O
本,O
共,O
识,O
增,O
加,O
 ,O
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
患,O
者,O
常,O
用,O
药,O
物,O
对,O
血,B-Test
脂,I-Test
的,O
影,O
响,O
。,O
"
",O
为,O
了,O
便,O
于,O
读,O
者,O
了,O
解,O
某,O
一,O
项,O
诊,O
疗,O
措,O
施,O
的,O
价,O
值,O
和,O
证,O
据,O
"
",O
等,O
级,O
",",O
本,O
共,O
识,O
制,O
订,O
了,O
分,O
级,O
体,O
系,O
(,O
附,O
表,O
 ,O
1,O
),O
 ,O
[,O
3,O
],O
",",O
用,O
来,O
阐,O
明,O
和,O
"
",O
编,O
纂,O
各,O
项,O
建,O
议,O
的,O
证,O
据,O
。,O
"
",O
二,O
、,O
 ,O
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
患,O
者,O
的,O
血,B-Symptom
脂,I-Symptom
异,I-Symptom
常,I-Symptom
特,O
点,O
及,O
流,O
行,O
病,O
学,O
"
",O
推,O
荐,O
 ,O
1,O
:,O
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
患,O
者,O
的,O
血,B-Test
脂,I-Test
谱,I-Test
以,O
混,B-Symptom
合,I-Symptom
型,I-Symptom
血,I-Symptom
脂,I-Symptom
紊,I-Symptom
乱,I-Symptom
多,O
"
",O
见,O
",",O
其,O
特,O
征,O
性,O
的,O
血,B-Test
脂,I-Test
谱,I-Test
包,O
括,O
:,O
(,O
1,O
),O
空,B-Test
腹,I-Test
和,I-Test
餐,I-Test
后,I-Test
 ,I-Test
T,I-Test
G,I-Test
 ,O
水,O
平,O
"
",O
升,B-Test_Value
高,I-Test_Value
",",O
即,O
使,O
在,O
空,B-Test
腹,I-Test
血,I-Test
糖,I-Test
和,O
 ,O
T,B-Test
G,I-Test
 ,O
水,O
平,O
控,O
制,O
正,O
常,O
后,O
往,O
往,O
还,O
"
",O
存,O
在,O
餐,B-Symptom
后,I-Symptom
高,I-Symptom
 ,I-Symptom
T,I-Symptom
G,I-Symptom
 ,I-Symptom
血,I-Symptom
症,I-Symptom
;,O
(,O
2,O
),O
H,B-Test
D,I-Test
L,I-Test
-,I-Test
C,I-Test
 ,O
水,O
平,O
降,B-Test_Value
低,I-Test_Value
;,O
(,O
3,O
),O
血,B-Test
清,I-Test
"
",I-Test
总,I-Test
胆,I-Test
固,I-Test
醇,I-Test
 ,I-Test
(,I-Test
 ,I-Test
T,I-Test
C,I-Test
),I-Test
水,O
平,O
和,O
 ,O
L,B-Test
D,I-Test
L,I-Test
-,I-Test
C,I-Test
 ,O
正,B-Test_Value
常,I-Test_Value
或,O
轻,B-Test_Value
度,I-Test_Value
升,I-Test_Value
高,I-Test_Value
",",O
且,O
"
",O
L,B-Test
D,I-Test
L,I-Test
-,I-Test
C,I-Test
发,O
生,O
质,O
变,O
",",O
小,O
而,O
致,O
密,O
的,O
 ,O
L,B-Test
D,I-Test
L,I-Test
-,I-Test
C,I-Test
水,O
平,O
升,B-Test_Value
高,I-Test_Value
;,O
(,O
4,O
),O
富,O
"
",O
含,O
 ,O
T,B-Test
G,I-Test
脂,O
蛋,O
白,O
的,O
载,B-Test
脂,I-Test
蛋,I-Test
白,I-Test
(,I-Test
a,I-Test
p,I-Test
o,I-Test
),I-Test
B,I-Test
-,I-Test
1,I-Test
0,I-Test
0,I-Test
 ,O
和,O
 ,O
a,B-Test
p,I-Test
o,I-Test
B,I-Test
-,I-Test
4,I-Test
8,I-Test
 ,O
水,O
平,O
"
",O
升,B-Test_Value
高,I-Test_Value
",",O
 ,O
a,B-Test
p,I-Test
o,I-Test
-,I-Test
C,I-Test
I,I-Test
I,I-Test
I,I-Test
 ,O
水,O
平,O
升,B-Test_Value
高,I-Test_Value
",",O
 ,O
a,O
p,B-Test
o,I-Test
-,I-Test
C,I-Test
I,I-Test
I,I-Test
 ,I-Test
/,I-Test
 ,I-Test
a,I-Test
p,I-Test
o,I-Test
-,I-Test
C,I-Test
I,I-Test
I,I-Test
I,I-Test
 ,O
以,O
及,O
 ,O
a,B-Test
p,I-Test
o,I-Test
-,I-Test
"
",I-Test
C,I-Test
I,I-Test
I,I-Test
I,I-Test
 ,I-Test
/,I-Test
 ,I-Test
a,I-Test
p,I-Test
o,I-Test
-,I-Test
E,I-Test
的,O
比,O
值,O
升,B-Test_Value
高,I-Test_Value
。,O
"
",O
推,O
荐,O
 ,O
2,O
:,O
中,O
国,O
 ,O
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
患,O
者,O
合,O
并,O
血,B-Disease
脂,I-Disease
异,I-Disease
常,I-Disease
的,O
比,O
例,O
高,O
",",O
"
",O
治,O
疗,O
率,O
、,O
达,O
标,O
率,O
低,O
",",O
临,O
床,O
上,O
应,O
加,O
强,O
对,O
 ,O
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
患,O
者,O
的,O
血,O
脂,O
"
",O
管,O
理,O
。,O
"
",O
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
是,O
危,O
害,O
人,O
类,O
健,O
康,O
的,O
主,O
要,O
疾,O
病,O
之,O
一,O
",",O
是,O
"
",O
A,B-Disease
S,I-Disease
C,I-Disease
V,I-Disease
D,I-Disease
的,O
独,O
立,O
危,O
险,O
因,O
素,O
[,O
4,O
],O
。,O
 ,O
T,B-Disease
2,I-Disease
