char,label
T,O
H,O
E,O
 ,O
S,O
E,O
V,O
E,O
N,O
T,O
H,O
 ,O
E,O
D,O
I,O
T,O
O,O
R,O
I,O
A,O
L,O
 ,O
B,O
O,O
A,O
R,O
D,O
 ,O
O,O
F,O
"
",O
C,O
H,O
I,O
N,O
E,O
S,O
E,O
 ,O
J,O
O,O
U,O
R,O
N,O
A,O
L,O
 ,O
O,O
F,O
 ,O
E,O
N,O
D,O
O,O
C,O
R,O
I,O
N,O
O,O
L,O
O,O
G,O
Y,O
 ,O
A,O
N,O
D,O
 ,O
M,O
E,O
T,O
A,O
B,O
O,O
L,O
I,O
S,O
M,O
"
",O
(,O
按,O
姓,O
氏,O
拼,O
音,O
为,O
序,O
),O
"
",O
通,O
讯,O
编,O
委,O
 ,O
 ,O
C,O
o,O
r,O
r,O
e,O
s,O
p,O
o,O
n,O
d,O
i,O
n,O
g,O
 ,O
R,O
e,O
f,O
e,O
r,O
e,O
e,O
s,O
"
",O
蔡,O
晓,O
凌,O
(,O
北,O
京,O
),O
 ,O
 ,O
 ,O
 ,O
曹,O
亚,O
南,O
(,O
上,O
海,O
),O
 ,O
 ,O
 ,O
 ,O
常,O
宝,O
成,O
(,O
天,O
津,O
),O
 ,O
 ,O
 ,O
 ,O
陈,O
燕,O
铭,O
(,O
广,O
东,O
),O
 ,O
 ,O
 ,O
 ,O
陈,O
燕,O
燕,O
(,O
北,O
京,O
),O
"
",O
程,O
 ,O
 ,O
飞,O
(,O
北,O
京,O
),O
 ,O
 ,O
 ,O
 ,O
谷,O
伟,O
军,O
(,O
北,O
京,O
),O
 ,O
 ,O
 ,O
 ,O
顾,O
燕,O
云,O
(,O
上,O
海,O
),O
 ,O
 ,O
 ,O
 ,O
何,O
兰,O
杰,O
(,O
宁,O
夏,O
),O
 ,O
 ,O
 ,O
 ,O
侯,O
为,O
开,O
(,O
山,O
东,O
),O
"
",O
胡,O
 ,O
 ,O
承,O
(,O
上,O
海,O
),O
 ,O
 ,O
 ,O
 ,O
胡,O
耀,O
敏,O
(,O
上,O
海,O
),O
 ,O
 ,O
 ,O
 ,O
邝,O
 ,O
 ,O
建,O
(,O
广,O
东,O
),O
 ,O
 ,O
 ,O
 ,O
李,O
燕,O
虹,O
(,O
广,O
东,O
),O
 ,O
 ,O
 ,O
 ,O
刘,O
福,O
平,O
(,O
北,O
京,O
),O
"
",O
刘,O
彦,O
君,O
(,O
北,O
京,O
),O
 ,O
 ,O
 ,O
 ,O
陆,O
洁,O
莉,O
(,O
上,O
海,O
),O
 ,O
 ,O
 ,O
 ,O
马,O
华,O
梅,O
(,O
广,O
东,O
),O
 ,O
 ,O
 ,O
 ,O
茅,O
江,O
峰,O
(,O
北,O
京,O
),O
 ,O
 ,O
 ,O
 ,O
乔,O
 ,O
 ,O
洁,O
(,O
上,O
海,O
),O
"
",O
秦,O
映,O
芬,O
(,O
广,O
西,O
),O
 ,O
 ,O
 ,O
 ,O
任,O
 ,O
 ,O
萌,O
(,O
广,O
东,O
),O
 ,O
 ,O
 ,O
 ,O
任,O
 ,O
 ,O
艳,O
(,O
四,O
川,O
),O
 ,O
 ,O
 ,O
 ,O
苏,O
 ,O
 ,O
恒,O
(,O
云,O
南,O
),O
 ,O
 ,O
 ,O
 ,O
孙,O
首,O
悦,O
(,O
上,O
海,O
),O
"
",O
汪,O
启,O
迪,O
(,O
上,O
海,O
),O
 ,O
 ,O
 ,O
 ,O
王,O
 ,O
 ,O
鸥,O
(,O
北,O
京,O
),O
 ,O
 ,O
 ,O
 ,O
王,O
爱,O
红,O
(,O
北,O
京,O
),O
 ,O
 ,O
 ,O
 ,O
王,O
海,O
宁,O
(,O
北,O
京,O
),O
 ,O
 ,O
 ,O
 ,O
王,O
育,O
璠,O
(,O
上,O
海,O
),O
"
",O
温,O
俊,O
平,O
(,O
福,O
建,O
),O
 ,O
 ,O
 ,O
 ,O
吴,O
胜,O
利,O
(,O
新,O
疆,O
),O
 ,O
 ,O
 ,O
 ,O
徐,O
向,O
进,O
(,O
福,O
建,O
),O
 ,O
 ,O
 ,O
 ,O
许,O
 ,O
 ,O
雯,O
(,O
广,O
东,O
),O
 ,O
 ,O
 ,O
 ,O
严,O
孙,O
杰,O
(,O
福,O
建,O
),O
"
",O
杨,O
 ,O
 ,O
静,O
(,O
山,O
西,O
),O
 ,O
 ,O
 ,O
 ,O
杨,O
丽,O
辉,O
(,O
西,O
藏,O
),O
 ,O
 ,O
 ,O
 ,O
杨,O
叶,O
虹,O
(,O
上,O
海,O
),O
 ,O
 ,O
 ,O
 ,O
叶,O
红,O
英,O
(,O
上,O
海,O
),O
 ,O
 ,O
 ,O
 ,O
袁,O
凌,O
青,O
(,O
湖,O
南,O
),O
"
",O
曾,O
天,O
舒,O
(,O
湖,O
北,O
),O
 ,O
 ,O
 ,O
 ,O
张,O
 ,O
 ,O
梅,O
(,O
江,O
苏,O
),O
 ,O
 ,O
 ,O
 ,O
张,O
 ,O
 ,O
巧,O
(,O
贵,O
州,O
),O
 ,O
 ,O
 ,O
 ,O
张,O
 ,O
 ,O
松,O
(,O
贵,O
州,O
),O
 ,O
 ,O
 ,O
 ,O
张,O
洪,O
梅,O
(,O
上,O
海,O
),O
"
",O
张,O
少,O
玲,O
(,O
广,O
东,O
),O
 ,O
 ,O
 ,O
 ,O
张,O
志,O
国,O
(,O
上,O
海,O
),O
 ,O
 ,O
 ,O
 ,O
周,O
 ,O
 ,O
嘉,O
(,O
广,O
西,O
),O
 ,O
 ,O
 ,O
 ,O
周,O
 ,O
 ,O
健,O
(,O
上,O
海,O
),O
 ,O
 ,O
 ,O
 ,O
周,O
嘉,O
强,O
(,O
浙,O
江,O
),O
"
",O
糖,O
尿,O
病,O
相,O
关,O
研,O
究,O
"
",O
基,O
金,O
项,O
目,O
:,O
国,O
家,O
自,O
然,O
科,O
学,O
基,O
金,O
资,O
助,O
项,O
目,O
(,O
8,O
1,O
1,O
7,O
0,O
7,O
4,O
7,O
),O
;,O
江,O
苏,O
省,O
六,O
大,O
人,O
"
",O
才,O
高,O
峰,O
(,O
2,O
0,O
0,O
8,O
-,O
1,O
8,O
D,O
),O
"
",O
2,B-Disease
 ,I-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
患,O
者,O
前,B-Test
蛋,I-Test
白,I-Test
转,I-Test
化,I-Test
酶,I-Test
枯,I-Test
草,I-Test
溶,I-Test
菌,I-Test
素,I-Test
 ,I-Test
9,I-Test
"
",O
水,O
平,O
及,O
其,O
与,O
糖,B-Test
脂,I-Test
代,I-Test
谢,I-Test
相,O
关,O
性,O
研,O
究,O
"
",O
周,O
莹,O
 ,O
 ,O
王,O
坤,O
林,O
 ,O
 ,O
茅,O
国,O
芳,O
 ,O
 ,O
符,O
金,O
香,O
 ,O
 ,O
付,O
真,O
真,O
 ,O
 ,O
龚,O
颖,O
芸,O
 ,O
 ,O
郭,O
雯,O
 ,O
 ,O
高,O
贝,O
贝,O
 ,O
 ,O
朱,O
晓,O
慧,O
 ,O
 ,O
黄,O
爱,O
洁,O
"
",O
周,O
红,O
文,O
"
",O
[,O
摘,O
要,O
],O
 ,O
 ,O
 ,O
目,O
的,O
 ,O
 ,O
研,O
究,O
 ,O
2,B-Disease
 ,I-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
患,O
者,O
前,B-Test
蛋,I-Test
白,I-Test
转,I-Test
化,I-Test
酶,I-Test
枯,I-Test
草,I-Test
溶,I-Test
菌,I-Test
素,I-Test
 ,I-Test
9,I-Test
(,O
P,B-Test
C,I-Test
S,I-Test
K,I-Test
9,I-Test
),O
水,O
平,O
及,O
其,O
与,O
糖,B-Test
脂,I-Test
代,I-Test
谢,I-Test
的,O
相,O
"
",O
关,O
性,O
。,O
 ,O
方,O
法,O
 ,O
对,O
 ,O
5,O
0,O
3,O
 ,O
例,O
南,O
京,O
医,O
科,O
大,O
学,O
第,O
一,O
附,O
属,O
医,O
院,O
内,O
分,O
泌,O
科,O
 ,O
2,B-Disease
 ,I-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
患,O
者,O
进,O
行,O
病,O
史,O
采,O
集,O
、,O
体,O
格,O
检,O
查,O
、,O
生,O
"
",O
化,O
检,O
测,O
",",O
用,O
 ,O
E,B-Test
L,I-Test
I,I-Test
S,I-Test
A,I-Test
 ,O
的,O
方,O
法,O
检,O
测,O
空,O
腹,O
血,O
清,O
 ,O
P,B-Test
C,I-Test
S,I-Test
K,I-Test
9,I-Test
 ,O
的,O
水,O
平,O
。,O
 ,O
结,O
果,O
 ,O
2,B-Disease
 ,I-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
人,O
群,O
血,O
清,O
 ,O
P,B-Test
C,I-Test
S,I-Test
K,I-Test
9,I-Test
 ,O
水,O
平,O
呈,O
偏,O
态,O
分,O
"
",O
布,O
",",O
平,O
均,O
值,O
为,O
(,O
8,B-Test_Value
3,I-Test_Value
.,I-Test_Value
 ,I-Test_Value
5,I-Test_Value
0,I-Test_Value
1,I-Test_Value
 ,I-Test_Value
±,I-Test_Value
 ,I-Test_Value
4,I-Test_Value
2,I-Test_Value
.,I-Test_Value
 ,I-Test_Value
6,I-Test_Value
0,I-Test_Value
4,I-Test_Value
),I-Test_Value
n,I-Test_Value
g,I-Test_Value
 ,I-Test_Value
/,I-Test_Value
 ,I-Test_Value
m,I-Test_Value
l,I-Test_Value
",",O
中,O
位,O
数,O
为,O
 ,O
7,B-Test_Value
8,I-Test_Value
.,I-Test_Value
 ,I-Test_Value
2,I-Test_Value
3,I-Test_Value
7,I-Test_Value
 ,I-Test_Value
n,I-Test_Value
g,I-Test_Value
 ,I-Test_Value
/,I-Test_Value
 ,I-Test_Value
m,I-Test_Value
l,I-Test_Value
;,O
相,O
关,O
及,O
多,O
元,O
逐,O
步,O
回,O
归,O
分,O
析,O
发,O
现,O
血,B-Test
清,I-Test
 ,I-Test
P,I-Test
C,I-Test
S,I-Test
K,I-Test
9,I-Test
"
",O
水,O
平,O
与,O
年,O
龄,O
、,O
三,B-Test
酰,I-Test
甘,I-Test
油,I-Test
、,O
总,B-Test
胆,I-Test
固,I-Test
醇,I-Test
、,O
低,B-Test
密,I-Test
度,I-Test
脂,I-Test
蛋,I-Test
白,I-Test
胆,I-Test
固,I-Test
醇,I-Test
(,O
L,B-Test
D,I-Test
L,I-Test
-,I-Test
C,I-Test
),O
、,O
血,B-Test
浆,I-Test
致,I-Test
动,I-Test
脉,I-Test
粥,I-Test
样,I-Test
硬,I-Test
化,I-Test
指,I-Test
数,I-Test
(,O
A,B-Test
I,I-Test
P,I-Test
),O
、,O
收,B-Test
缩,I-Test
"
",I-Test
压,I-Test
、,O
空,B-Test
腹,I-Test
血,I-Test
糖,I-Test
等,O
呈,O
显,O
著,O
正,O
相,O
关,O
(,O
P,O
<,O
0,O
.,O
 ,O
0,O
5,O
),O
。,O
 ,O
且,O
与,O
年,O
龄,O
、,O
三,B-Test
酰,I-Test
甘,I-Test
油,I-Test
、,O
A,B-Test
I,I-Test
P,I-Test
、,O
L,B-Test
D,I-Test
L,I-Test
-,I-Test
C,I-Test
、,O
总,B-Test
胆,I-Test
固,I-Test
醇,I-Test
等,O
动,B-Disease
脉,I-Disease
粥,I-Disease
样,I-Disease
硬,I-Disease
化,I-Disease
危,O
险,O
"
",O
因,O
素,O
关,O
系,O
更,O
为,O
密,O
切,O
。,O
 ,O
结,O
论,O
 ,O
2,B-Disease
 ,I-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
患,O
者,O
血,O
清,O
 ,O
P,B-Test
C,I-Test
S,I-Test
K,I-Test
9,I-Test
 ,O
的,O
水,O
平,O
呈,O
偏,O
态,O
分,O
布,O
;,O
P,B-Test
C,I-Test
S,I-Test
K,I-Test
9,I-Test
 ,O
水,O
平,O
与,O
动,B-Disease
脉,I-Disease
粥,I-Disease
样,I-Disease
硬,I-Disease
化,I-Disease
危,O
"
",O
险,O
因,O
素,O
密,O
切,O
相,O
关,O
。,O
"
",O
[,O
关,O
键,O
词,O
],O
 ,O
 ,O
 ,O
前,B-Test
蛋,I-Test
白,I-Test
转,I-Test
化,I-Test
酶,I-Test
枯,I-Test
草,I-Test
溶,I-Test
菌,I-Test
素,I-Test
 ,I-Test
9,I-Test
;,O
 ,O
糖,B-Disease
尿,I-Disease
病,I-Disease
",",I-Disease
 ,I-Disease
2,I-Disease
 ,I-Disease
型,I-Disease
;,O
 ,O
低,B-Test
密,I-Test
度,I-Test
脂,I-Test
蛋,I-Test
白,I-Test
胆,I-Test
固,I-Test
醇,I-Test
"
",O
A,O
s,O
s,O
o,O
c,O
i,O
a,O
t,O
i,O
o,O
n,O
 ,O
b,O
e,O
t,O
w,O
e,O
e,O
n,O
 ,O
p,O
r,O
o,O
p,O
r,O
o,O
t,O
e,O
i,O
n,O
 ,O
c,O
o,O
n,O
v,O
e,O
r,O
t,O
a,O
s,O
e,O
 ,O
s,O
u,O
b,O
t,O
i,O
l,O
i,O
s,O
i,O
n,O
 ,O
/,O
 ,O
k,O
e,O
x,O
i,O
n,O
 ,O
9,O
 ,O
a,O
n,O
d,O
 ,O
g,O
l,O
u,O
c,O
o,O
s,O
e,O
 ,O
a,O
n,O
d,O
 ,O
l,O
i,O
p,O
i,O
d,O
 ,O
m,O
e,O
t,O
a,O
b,O
o,O
l,O
i,O
s,O
m,O
 ,O
i,O
n,O
 ,O
t,O
y,O
p,O
e,O
 ,O
2,O
"
",O
d,O
i,O
a,O
b,O
e,O
t,O
e,O
s,O
 ,O
m,O
e,O
l,O
l,O
i,O
t,O
u,O
s,O
 ,O
Z,O
h,O
o,O
u,O
 ,O
Y,O
i,O
n,O
g,O
",",O
 ,O
